Uniprot.ID	Gene.Name	ZT20	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44	ZT48	ZT52	ZT56	ZT60	ZT64	ZT68	ZT72	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
A0A0A6YY78	Mark1	1.13723	1.217831	1.273819	1.2903	1.19614	0.8818951	1.183744	1.27656	1.04731	1.45649	0.7327595	1.03216	1.53643	1.32654	1.18494347142857	1.53643	0.288025581423284	NA	NA	NA
A0A0A6YY82	Angel2	-3.145279	-3.040619	-2.567579	-2.85029	-2.58046	NA	-2.670406	-3.170279	-2.586721	-2.714231	-3.02496	NA	-2.51631	-3.335331	-2.85020541666667	-2.51631	0.664295949624492	NA	NA	NA
A0A0A6YY83	Pcdh7	-0.7733192	-1.03858	-0.7568703	-0.6489506	-1.19014	-1.212654	-1.077646	-1.112009	-1.43709	-0.7456703	-1.23456	-0.9223099	-0.974411	-1.03009	-1.01102145	-0.6489506	0.7653306024429	NA	NA	NA
A0A0A6YY88	Pcdh1	2.44544	2.484541	2.390789	2.398401	2.29892	2.451206	2.361105	2.424961	2.421389	2.605259	2.308929	2.40064	2.52178	2.495892	2.42923228571429	2.605259	0.0885431292430983	NA	NA	NA
A0A0A6YY88	Pcdh1	0.3727398	0.2819901	0.4075794	0.3241196	0.4527397	0.2979755	0.1938553	0.3702106	0.2330189	0.1777382	0.3604698	0.1523514	0.2818604	-0.1090508	0.271256992857143	0.4527397	0.763410347268076	NA	NA	NA
A0A0A6YY89	Mpc2	1.08943	1.43721	0.8320198	1.318731	0.7918987	1.044256	1.052704	1.24247	1.311069	1.422239	1.34782	0.8339405	1.08309	1.30501	1.15084914285714	1.43721	0.0444316361470482	NA	NA	NA
A0A0A6YY91	Ncam1	-0.3642693	0.6984615	0.6793404	1.038321	0.7213688	0.7889767	0.1028538	0.06539154	1.20739	0.8580189	0.2279091	0.5987797	0.8659992	0.5063	0.571060095714286	1.20739	0.173850209780314	NA	NA	NA
A0A0A6YY91	Ncam1	1.63476	1.646301	1.349939	1.569401	1.345699	0.4735355	1.466665	1.57275	0.8681297	1.835749	0.5646591	0.9860001	1.40885	1.619169	1.31011481428571	1.835749	0.183926988899657	NA	NA	NA
A0A0A6YY91	Ncam1	6.00317	5.910452	5.772558	5.674511	5.938931	6.035458	5.710905	5.730272	5.678179	5.760448	6.223539	6.022959	5.750891	5.636078	5.84631078571429	6.223539	0.0373045821366239	NA	NA	NA
A0A0B4J1M7	Plec	5.69754	5.607271	5.66894	5.725262	5.72031	5.606716	5.844084	5.555849	5.594118	5.715889	5.713469	5.607679	5.72304	5.547379	5.66625328571429	5.844084	0.441991238669509	NA	NA	NA
A0A0B4J1N9	Trip12	-2.633839	-2.853519	-3.387159	-2.78837	-3.236731	-3.327784	-2.642736	-2.35677	-2.76672	-3.336481	NA	-3.033009	-2.520161	-3.099239	-2.92173215384615	-2.35677	0.181445548052232	NA	NA	NA
A0A0B4J1P7	Slc7a11	-2.168209	NA	NA	NA	-1.76667	-2.220484	-2.088036	NA	-2.435081	-3.086102	-1.90958	-2.15078	-1.91795	-2.21207	-2.1954962	-1.76667	0.170145992692052	NA	NA	NA
A0A0F7IQ06	Itgav	-0.1917801	-0.02433014	0.2158108	0.1104412	0.2232189	0.1022148	-0.08106613	0.04866028	-0.04846001	-0.02962112	0.1159096	0.04670143	0.181509	-0.12076	0.0391748935714286	0.2232189	0.281463994846729	NA	NA	NA
A0A0G2JD97	Huwe1	0.9913902	1.32999	1.465679	1.40571	1.147209	1.062366	1.330254	1.24596	1.376678	1.4739	0.9353294	1.16239	1.323799	1.280279	1.25220954285714	1.4739	0.0316364410221387	NA	NA	NA
A0A0G2JD99	Pfkp	4.0882	4.104853	3.852369	3.85141	4.023281	3.907135	3.945963	3.94335	3.966749	3.881908	4.121119	4.062319	4.18701	3.952389	3.99200392857143	4.18701	0.21203785182757	NA	NA	NA
A0A0G2JDA4	Snap47	2.204811	1.770761	1.87748	1.87471	1.80298	1.883705	2.108934	1.60092	2.132938	1.938438	2.20834	2.191141	2.362629	1.81423	1.9837155	2.362629	0.298225883949638	NA	NA	NA
A0A0G2JDA6	Cox6c	3.649769	3.837141	3.934801	3.78046	4.33316	4.135437	4.152044	3.74999	3.62604	3.902969	3.79357	4.25485	3.844099	3.467152	3.89010585714286	4.33316	0.0359419813227219	NA	NA	NA
A0A0G2JDF7	Usp30	-3.20801	-3.260939	-2.975121	-3.06197	-2.967081	-3.081644	-3.091036	-2.946529	NA	-3.08292	NA	-3.05529	-3.88839	-2.874241	-3.12443091666667	-2.874241	0.793931775339482	NA	NA	NA
A0A0G2JDF8	Srrt	0.07912064	-0.4168797	-0.12356	-0.2136993	-0.3756714	-0.09884453	0.2463837	-0.6111984	-0.3154411	-0.1896706	0.2128391	-0.1340694	0.3415203	-0.7604599	-0.168545042142857	0.3415203	0.197865193394128	NA	NA	NA
A0A0G2JDG7	Wars2	-2.248089	-1.39888	-1.593441	-1.4083	-1.90353	-1.643564	-1.584555	-1.47794	-2.177021	-1.478291	-1.72761	-2.40658	-2.012251	-1.935551	-1.78540021428571	-1.39888	0.336219503770671	NA	NA	NA
A0A0G2JDI4	Gclm	-0.8423901	-0.5801601	-0.6242809	-0.6470394	-0.7543602	-0.3414841	-0.8917961	-0.6266098	-0.27948	-1.008701	-0.4390907	-0.33638	-0.6296501	-0.5427895	-0.610300857142857	-0.27948	0.898563868095408	NA	NA	NA
A0A0G2JDI9	Abcd3	0.89184	1.024441	1.147079	1.250851	1.01045	0.3967552	0.8194542	0.9296513	0.9217987	1.09939	0.4462299	1.035181	0.9656506	0.7691803	0.907710871428571	1.250851	0.363672734452167	NA	NA	NA
A0A0G2JDJ1	Ift22	-1.78487	-1.96987	-1.725821	-1.31765	-1.530031	-1.324465	-1.257845	-1.674219	-1.163671	-1.62211	-0.8493099	-1.21917	-0.9629498	-1.297901	-1.40713447857143	-0.8493099	0.366341873918294	NA	NA	NA
A0A0G2JDJ7	Csde1	1.998611	2.11681	2.0084	2.16102	2.199129	2.173946	2.217735	2.01507	2.22731	2.15753	2.17095	2.02532	2.014719	2.08502	2.112255	2.22731	0.284887211401714	NA	NA	NA
A0A0G2JDK2	Gba	NA	-2.90659	-3.367479	-3.286409	-2.85466	NA	NA	-2.59836	NA	NA	-2.942841	NA	-3.13225	-2.33408	-2.927833625	-2.33408	0.523191609299074	NA	NA	NA
A0A0G2JDL3	Cdk5	2.090511	2.01548	1.97517	2.107971	1.919609	2.049585	2.218054	2.14846	2.146278	2.275869	2.1576	2.29796	2.50625	2.108059	2.14406114285714	2.50625	0.660330149639368	NA	NA	NA
A0A0G2JDL9	Rap1a	-0.4837399	-1.322149	-1.625771	NA	NA	NA	-0.5070457	NA	-1.54875	-0.6249008	NA	NA	-1.214399	NA	-1.04667934285714	-0.4837399	0.0173679825256416	NA	NA	NA
A0A0G2JDM2	Abhd4	NA	-3.300949	-3.610479	-2.923309	NA	-3.402245	NA	-3.128839	-3.472761	-3.231861	NA	NA	NA	-3.275129	-3.2931965	-2.923309	1.29709968471243e-06	NA	NA	NA
A0A0G2JDM6	Ache	-0.8788185	-0.9201698	-0.7430611	-1.0947	-0.8134804	-0.9498138	-0.5777664	-0.74436	-0.8044109	-1.06797	-0.8914299	-0.828949	-0.2615108	-1.13871	-0.836796471428571	-0.2615108	0.289810331052893	NA	NA	NA
A0A0G2JDN3	Srrt	0.07912064	-0.4168797	-0.12356	-0.2136993	-0.3756714	-0.09884453	0.2463837	-0.6111984	-0.3154411	-0.1896706	0.2128391	-0.1340694	0.3415203	-0.7604599	-0.168545042142857	0.3415203	0.197865193394128	NA	NA	NA
A0A0G2JDN7	Map4	3.051411	3.12187	3.18479	3.284801	3.301868	3.367985	2.940935	3.195902	3.172869	3.222919	3.166491	3.266729	3.08391	3.138561	3.17864578571429	3.367985	0.0949314635807508	NA	NA	NA
A0A0G2JDN7	Map4	1.75333	1.766411	1.889811	2.157101	1.72798	1.835615	1.801664	1.681841	1.938438	2.014	1.87891	1.703941	1.918119	1.814341	1.84867871428571	2.157101	0.0631593832462582	NA	NA	NA
A0A0G2JDP0	Hax1	-2.398319	-1.4786	-1.748791	-1.52549	-2.09738	-2.582314	-2.615255	-2.251539	-1.19227	-1.814911	-2.02705	-1.534439	-2.3904	-2.33371	-1.99931914285714	-1.19227	0.0100864719218007	NA	NA	NA
A0A0G2JDR1	Gabra4	-2.364599	-2.45587	-2.84041	-2.802769	-2.271801	-2.484505	-2.945375	-2.127748	-2.4172	-2.450401	-2.41169	-2.461229	-2.68305	-3.12705	-2.56026407142857	-2.127748	0.694270718880647	NA	NA	NA
A0A0G2JDR5	Wars2	-2.248089	-1.39888	-1.593441	-1.4083	-1.90353	-1.643564	-1.584555	-1.47794	-2.177021	-1.478291	-1.72761	-2.40658	-2.012251	-1.935551	-1.78540021428571	-1.39888	0.336219503770671	NA	NA	NA
A0A0G2JDR6	Lrrfip2	-2.563	NA	-1.801189	-2.489559	-2.158941	-2.415033	-2.402176	-2.096119	-2.562611	-1.93396	NA	-2.277279	-2.97772	-1.907091	-2.29872316666667	-1.801189	0.44674341119216	NA	NA	NA
A0A0G2JDR9	Ube3c	-1.96994	-1.350389	-1.555161	-1.132259	-1.3251	-1.863804	-1.705185	-1.1602	-1.73229	-1.368792	-1.75695	-1.498009	-1.799431	-1.168661	-1.52758364285714	-1.132259	0.246524480125878	NA	NA	NA
A0A0G2JDS7	Prom1	-2.9879	-2.67441	-2.422371	-2.355919	-2.32744	-2.452034	-3.042475	-2.39119	-2.21034	-2.533651	-3.17111	-2.72241	-2.706671	-2.51247	-2.60788507142857	-2.21034	0.136600528012903	NA	NA	NA
A0A0G2JDT6	Srpk2	0.2595615	0.1375504	0.3227806	0.6490002	0.128109	0.122036	0.1192741	0.4770012	0.2706585	0.4793797	0.2678299	0.1844807	0.1937103	0.129549	0.26720865	0.6490002	0.0733462462062096	NA	NA	NA
A0A0G2JDT9	Lrrc7	2.120041	2.148561	2.09716	2.06011	2.179129	2.222225	2.170734	1.953001	2.13732	2.040249	2.181019	2.133101	1.933781	1.9485	2.09463792857143	2.222225	0.20517715233251	NA	NA	NA
A0A0G2JDU1	Map4	1.75333	1.766411	1.889811	2.157101	1.72798	1.835615	1.801664	1.681841	1.938438	2.014	1.87891	1.703941	1.918119	1.814341	1.84867871428571	2.157101	0.0631593832462582	NA	NA	NA
A0A0G2JDU1	Map4	3.051411	3.12187	3.18479	3.284801	3.301868	3.367985	2.940935	3.195902	3.172869	3.222919	3.166491	3.266729	3.08391	3.138561	3.17864578571429	3.367985	0.0949314635807508	NA	NA	NA
A0A0G2JDU7	Fscn1	4.556961	4.34646	4.546431	4.501049	4.633308	4.562485	4.650564	4.49597	4.63159	4.52113	4.603868	4.55615	4.58769	4.48267	4.548309	4.650564	0.246918732930274	NA	NA	NA
A0A0G2JDV0	Aimp1	0.9218597	0.9359303	0.8315907	1.04479	0.6880989	0.265255	1.108635	0.8614998	0.9297791	0.8420391	0.5851192	0.6044502	1.029011	0.7458706	0.813852042857143	1.108635	0.144363942372709	NA	NA	NA
A0A0G2JDV9	Anxa3	0.2441502	0.1645317	0.6136208	0.1038609	0.3023586	0.2154465	0.3419952	0.4297409	0.2523899	0.2125282	0.1978302	0.1275101	0.2323399	0.2072201	0.260394514285714	0.6136208	0.541429910138054	NA	NA	NA
A0A0G2JDW6	Aimp1	0.9218597	0.9359303	0.8315907	1.04479	0.6880989	0.265255	1.108635	0.8614998	0.9297791	0.8420391	0.5851192	0.6044502	1.029011	0.7458706	0.813852042857143	1.108635	0.144363942372709	NA	NA	NA
A0A0G2JDX2	Adh5	2.57608	2.443621	2.33078	2.5163	2.556469	2.477394	2.648924	2.328571	2.24441	2.317209	2.514719	2.58082	2.11454	2.26507	2.42249335714286	2.648924	0.0949506850561897	NA	NA	NA
A0A0G2JDX4	Tspan2	-0.3341599	0.2157707	0.1768589	0.01287079	-0.3535213	-1.481443	-0.02323532	-0.2230186	0.2002983	-0.3790913	-0.2862206	-0.4876194	1.127529	0.2239494	-0.115073737857143	1.127529	0.165164376942287	NA	NA	NA
A0A0G2JDY5	Map4	3.051411	3.12187	3.18479	3.284801	3.301868	3.367985	2.940935	3.195902	3.172869	3.222919	3.166491	3.266729	3.08391	3.138561	3.17864578571429	3.367985	0.0949314635807508	NA	NA	NA
A0A0G2JDY5	Map4	1.75333	1.766411	1.889811	2.157101	1.72798	1.835615	1.801664	1.681841	1.938438	2.014	1.87891	1.703941	1.918119	1.814341	1.84867871428571	2.157101	0.0631593832462582	NA	NA	NA
A0A0G2JE00	Magi2	0.3055401	0.3214417	0.5313606	0.38937	0.6030502	0.4726067	0.4702854	0.4850712	0.3466988	0.5460796	0.3927402	0.46838	0.4276791	0.6111698	0.455105242857143	0.6111698	0.801235905983728	NA	NA	NA
A0A0G2JE04	Adam22	1.86401	1.823261	1.717329	1.97654	2.068329	1.757296	1.841574	1.67939	1.638309	1.721088	1.85198	1.52161	1.72562	1.57769	1.768859	2.068329	0.377492894074244	NA	NA	NA
A0A0G2JE05	Magi2	0.3055401	0.3214417	0.5313606	0.38937	0.6030502	0.4726067	0.4702854	0.4850712	0.3466988	0.5460796	0.3927402	0.46838	0.4276791	0.6111698	0.455105242857143	0.6111698	0.801235905983728	NA	NA	NA
A0A0G2JE08	Tdrkh	-1.37521	-1.126509	-1.11978	-1.64237	-1.451881	-1.584534	-1.438145	-1.445589	-1.08111	-1.11598	-1.318321	-1.38098	-1.204321	-1.17613	-1.31863285714286	-1.08111	0.0954734804517788	NA	NA	NA
A0A0G2JE24	Ubap2l	-0.01752853	-0.03635979	-0.100071	0.1438103	-0.1266613	-0.1457443	0.06213379	-0.3548203	-0.08689117	0.02551842	0.201149	0.1803513	0.02371979	-0.2285709	-0.0328546207142857	0.201149	0.0614942172319711	NA	NA	NA
A0A0G2JE27	Capza1	0.3559399	0.3103714	0.4095707	0.2332096	0.4315796	0.175066	0.3213348	0.1393509	0.2348194	0.2495098	0.364399	0.0587101	0.4063797	0.3771191	0.290525714285714	0.4315796	0.899771349397272	NA	NA	NA
A0A0G2JE28	Abhd4	NA	-3.300949	-3.610479	-2.923309	NA	-3.402245	NA	-3.128839	-3.472761	-3.231861	NA	NA	NA	-3.275129	-3.2931965	-2.923309	1.29709968471243e-06	NA	NA	NA
A0A0G2JE35	Arhgef9	-0.7592297	-0.7692394	-0.8769093	-1.16312	-0.732811	-0.9560852	-0.9383259	-0.8267097	-0.7276917	-1.06266	-0.8228397	-0.9040394	-0.6834106	-0.9864902	-0.872111557142857	-0.6834106	0.511657035731336	NA	NA	NA
A0A0G2JE42	Ppp1cc	0.3859901	0.03123093	0.8070908	0.1757507	0.202179	-0.6666451	0.4879436	0.6993999	-0.4801407	0.3217087	0.5185795	0.262331	-0.2424908	-0.15242	0.167893402142857	0.8070908	0.856863925603852	NA	NA	NA
A0A0G2JE45	Sh3glb1	0.08790016	0.4702015	0.2754192	0.3094807	0.1119003	-0.02848434	0.1165447	0.3358898	0.2514687	0.2949696	0.3795204	0.4689198	0.5071106	0.2283306	0.272083694285714	0.5071106	0.757939505157687	NA	NA	NA
A0A0G2JE46	Hax1	-2.398319	-1.4786	-1.748791	-1.52549	-2.09738	-2.582314	-2.615255	-2.251539	-1.19227	-1.814911	-2.02705	-1.534439	-2.3904	-2.33371	-1.99931914285714	-1.19227	0.0100864719218007	NA	NA	NA
A0A0G2JE52	Rap1a	-0.4837399	-1.322149	-1.625771	NA	NA	NA	-0.5070457	NA	-1.54875	-0.6249008	NA	NA	-1.214399	NA	-1.04667934285714	-0.4837399	0.0173679825256416	NA	NA	NA
A0A0G2JE53	Dhx30	-1.089539	-0.9628792	-0.8679199	-1.467279	-0.9380512	-0.9698639	-0.9216747	-0.9255486	-1.139971	-0.8041115	-1.076241	-1.246639	-0.8922005	-0.884201	-1.01329425	-0.8041115	0.684319587209969	NA	NA	NA
A0A0G2JE54	Dclk1	3.64468	3.476641	3.770761	3.751362	3.593418	3.489376	3.359083	3.49003	3.518858	3.559601	3.483061	3.462919	3.470758	3.50848	3.54135914285714	3.770761	0.0768320548302938	NA	NA	NA
A0A0G2JE55	Fubp1	0.6534214	0.6284504	0.5173092	0.5719604	0.6195602	0.6239166	0.5221252	0.3789997	0.5776787	0.5840988	0.610899	0.8145809	0.3836098	0.3673	0.560993592857143	0.8145809	0.130730803878527	NA	NA	NA
A0A0G2JE57	Map4	3.051411	3.12187	3.18479	3.284801	3.301868	3.367985	2.940935	3.195902	3.172869	3.222919	3.166491	3.266729	3.08391	3.138561	3.17864578571429	3.367985	0.0949314635807508	NA	NA	NA
A0A0G2JE57	Map4	1.75333	1.766411	1.889811	2.157101	1.72798	1.835615	1.801664	1.681841	1.938438	2.014	1.87891	1.703941	1.918119	1.814341	1.84867871428571	2.157101	0.0631593832462582	NA	NA	NA
A0A0G2JE62	Csde1	1.998611	2.11681	2.0084	2.16102	2.199129	2.173946	2.217735	2.01507	2.22731	2.15753	2.17095	2.02532	2.014719	2.08502	2.112255	2.22731	0.284887211401714	NA	NA	NA
A0A0G2JE70	Cntnap2	2.200191	2.13459	2.22797	2.22295	2.368149	2.250626	2.240875	2.1539	2.19775	2.273859	2.31287	2.34701	2.34947	2.205111	2.2489515	2.368149	0.00901816953150362	NA	NA	NA
A0A0G2JE77	Ptbp2	1.291552	1.614351	1.63274	1.6346	1.3638	1.218376	1.494865	1.42486	1.43335	1.58251	1.48658	1.298151	1.2288	1.440439	1.43892671428571	1.6346	0.0154369951218312	NA	NA	NA
A0A0G2JE90	Prom1	-2.9879	-2.67441	-2.422371	-2.355919	-2.32744	-2.452034	-3.042475	-2.39119	-2.21034	-2.533651	-3.17111	-2.72241	-2.706671	-2.51247	-2.60788507142857	-2.21034	0.136600528012903	NA	NA	NA
A0A0G2JEA2	Dcun1d1	-0.662899	-0.6624088	-1.032841	-1.320169	-0.9099407	-1.028654	-0.5592861	-0.9718494	-0.5224915	-1.25008	-0.3232212	-0.9435596	-1.036301	-0.7390308	-0.854480864285714	-0.3232212	0.296003504922288	NA	NA	NA
A0A0G2JEA7	Grin2b	1.62772	1.35355	1.516581	1.4704	1.44672	1.623436	1.514954	1.54974	1.543659	1.762259	1.496229	1.4673	1.47415	1.33379	1.512892	1.762259	0.854844868513756	NA	NA	NA
A0A0G2JEA9	Rbm8a	-0.7646999	-0.5415001	-0.9527111	-0.8435497	-0.8278999	-0.8200741	-0.8328953	-0.9425297	-0.8644505	-0.6115017	-0.5993004	-0.7213898	-0.7145405	-0.8502693	-0.777665142857143	-0.5415001	0.379488014759299	NA	NA	NA
A0A0G2JEB9	Ptbp2	1.291552	1.614351	1.63274	1.6346	1.3638	1.218376	1.494865	1.42486	1.43335	1.58251	1.48658	1.298151	1.2288	1.440439	1.43892671428571	1.6346	0.0154369951218312	NA	NA	NA
A0A0G2JEC0	Rimbp2	-0.03426933	0.07853127	-0.04159927	-0.1925488	0.23913	0.3375149	0.1647854	-0.01352882	0.0839386	-0.1164112	0.2431889	-0.1422787	-0.2239895	0.2926788	0.0482244464285714	0.3375149	0.826970012994952	NA	NA	NA
A0A0G2JEC4	Sh3glb1	0.08790016	0.4702015	0.2754192	0.3094807	0.1119003	-0.02848434	0.1165447	0.3358898	0.2514687	0.2949696	0.3795204	0.4689198	0.5071106	0.2283306	0.272083694285714	0.5071106	0.757939505157687	NA	NA	NA
A0A0G2JEC5	Camkk2	1.134232	1.16197	1.37825	1.27426	1.15917	1.048115	1.332165	1.35133	1.14691	1.189529	1.394089	1.060631	1.27561	1.17745	1.22026507142857	1.394089	0.525654045482188	NA	NA	NA
A0A0G2JEC6	Ubap2l	-0.01752853	-0.03635979	-0.100071	0.1438103	-0.1266613	-0.1457443	0.06213379	-0.3548203	-0.08689117	0.02551842	0.201149	0.1803513	0.02371979	-0.2285709	-0.0328546207142857	0.201149	0.0614942172319711	NA	NA	NA
A0A0G2JED9	Rap1a	-0.4837399	-1.322149	-1.625771	NA	NA	NA	-0.5070457	NA	-1.54875	-0.6249008	NA	NA	-1.214399	NA	-1.04667934285714	-0.4837399	0.0173679825256416	NA	NA	NA
A0A0G2JEE6	Hax1	-2.398319	-1.4786	-1.748791	-1.52549	-2.09738	-2.582314	-2.615255	-2.251539	-1.19227	-1.814911	-2.02705	-1.534439	-2.3904	-2.33371	-1.99931914285714	-1.19227	0.0100864719218007	NA	NA	NA
A0A0G2JEE7	Pigk	NA	NA	NA	-1.960569	-2.274401	-2.641024	NA	NA	-2.477381	-2.246771	NA	-2.458349	NA	NA	-2.3430825	-1.960569	0.0657419865955929	NA	NA	NA
A0A0G2JEF4	Camkk2	1.134232	1.16197	1.37825	1.27426	1.15917	1.048115	1.332165	1.35133	1.14691	1.189529	1.394089	1.060631	1.27561	1.17745	1.22026507142857	1.394089	0.525654045482188	NA	NA	NA
A0A0G2JEF9	Rilpl1	-1.74518	-0.7932301	-1.21106	-0.9303303	-1.549261	-1.482685	-1.567886	-0.9704189	-1.14422	-0.6022015	-0.9873505	-1.461279	-1.65815	-1.399139	-1.25017080714286	-0.6022015	0.0446557021544648	NA	NA	NA
A0A0G2JEG1	Srsf11	-1.763979	-1.25642	-1.629789	-1.1542	-0.9128914	-1.046934	-0.8531551	-1.372709	-1.243341	-1.420542	-0.7798004	-1.41905	-1.07962	-1.69368	-1.25900792142857	-0.7798004	0.189006939780017	NA	NA	NA
A0A0G2JEG6	Magi2	0.3055401	0.3214417	0.5313606	0.38937	0.6030502	0.4726067	0.4702854	0.4850712	0.3466988	0.5460796	0.3927402	0.46838	0.4276791	0.6111698	0.455105242857143	0.6111698	0.801235905983728	NA	NA	NA
A0A0G2JEH1	Arhgef9	-0.7592297	-0.7692394	-0.8769093	-1.16312	-0.732811	-0.9560852	-0.9383259	-0.8267097	-0.7276917	-1.06266	-0.8228397	-0.9040394	-0.6834106	-0.9864902	-0.872111557142857	-0.6834106	0.511657035731336	NA	NA	NA
A0A0G2JEH9	Tdrkh	-1.37521	-1.126509	-1.11978	-1.64237	-1.451881	-1.584534	-1.438145	-1.445589	-1.08111	-1.11598	-1.318321	-1.38098	-1.204321	-1.17613	-1.31863285714286	-1.08111	0.0954734804517788	NA	NA	NA
A0A0G2JEI1	Srpk2	0.2595615	0.1375504	0.3227806	0.6490002	0.128109	0.122036	0.1192741	0.4770012	0.2706585	0.4793797	0.2678299	0.1844807	0.1937103	0.129549	0.26720865	0.6490002	0.0733462462062096	NA	NA	NA
A0A0G2JEI3	Dnajb6	-0.5454788	0.1015701	-0.2089005	0.05626106	0.3647499	0.176405	0.2688236	-0.31106	0.1675491	0.58181	0.3763695	0.1347103	-0.1623001	-0.1731606	0.0590963257142857	0.58181	0.0593606128274276	NA	NA	NA
A0A0G2JEJ0	Pdlim5	-1.355379	-1.50465	-1.32436	-1.391779	-1.2139	-1.273865	-1.243835	-1.53089	-1.367521	-1.471191	-0.9228706	-1.229319	-1.289351	-1.20488	-1.30884218571429	-0.9228706	0.0924604872162765	NA	NA	NA
A0A0G2JEJ8	Mapk10	1.406271	1.489021	1.36636	1.57593	1.44359	1.666105	1.241194	1.51819	1.611399	1.26511	1.40893	1.507051	1.354269	1.413519	1.4476385	1.666105	0.899344201879262	NA	NA	NA
A0A0G2JEK9	Anp32e	-0.7835789	-0.8209286	-1.33086	-0.8956089	-0.4100609	-0.5299549	-0.2532063	-1.309599	-0.3445702	-1.14863	-0.2537098	-0.752449	-1.097971	-0.9285603	-0.775691985714286	-0.2532063	0.173500305695656	NA	NA	NA
A0A0G2JEM7	Lap3	2.222321	2.316301	2.174059	2.32383	2.269199	2.245245	2.210714	2.165701	2.403509	2.343489	2.350849	2.49531	2.17305	2.249279	2.28163257142857	2.49531	0.335525591929146	NA	NA	NA
A0A0G2JEN4	Dclk1	3.64468	3.476641	3.770761	3.751362	3.593418	3.489376	3.359083	3.49003	3.518858	3.559601	3.483061	3.462919	3.470758	3.50848	3.54135914285714	3.770761	0.0768320548302938	NA	NA	NA
A0A0G2JEN6	Asphd2	-1.50263	-2.064249	-2.02425	-2.535719	-2.065271	-1.855743	NA	-1.689329	-3.49139	-2.261511	-2.522631	-2.04063	NA	-1.97085	-2.16868358333333	-1.50263	0.0739379743609548	NA	NA	NA
A0A0G2JEN9	Dhx30	-1.089539	-0.9628792	-0.8679199	-1.467279	-0.9380512	-0.9698639	-0.9216747	-0.9255486	-1.139971	-0.8041115	-1.076241	-1.246639	-0.8922005	-0.884201	-1.01329425	-0.8041115	0.684319587209969	NA	NA	NA
A0A0G2JEQ3	Stxbp3	-0.58922	-0.9117699	-0.6411095	-0.6162491	-0.8891907	-0.8637352	-0.3814564	-0.5563698	-0.3205299	-0.7572308	-0.3740902	-0.90868	-0.1440105	-0.6626511	-0.615449507142857	-0.1440105	0.696083204369459	NA	NA	NA
A0A0G2JER6	Agap3	1.14736	1.006371	0.9999294	1.25421	1.09247	1.114065	0.9152451	0.8194904	1.099909	1.17178	0.6744595	1.098831	1.220551	0.975069	1.04212431428571	1.25421	0.445323153218536	NA	NA	NA
A0A0G2JER9	Dnajb6	-0.5454788	0.1015701	-0.2089005	0.05626106	0.3647499	0.176405	0.2688236	-0.31106	0.1675491	0.58181	0.3763695	0.1347103	-0.1623001	-0.1731606	0.0590963257142857	0.58181	0.0593606128274276	NA	NA	NA
A0A0G2JES6	Rilpl1	-1.74518	-0.7932301	-1.21106	-0.9303303	-1.549261	-1.482685	-1.567886	-0.9704189	-1.14422	-0.6022015	-0.9873505	-1.461279	-1.65815	-1.399139	-1.25017080714286	-0.6022015	0.0446557021544648	NA	NA	NA
A0A0G2JES8	Nrxn1	2.774361	2.565062	2.353189	2.644588	2.92947	2.739334	2.607813	2.447521	2.465029	2.574791	2.517378	2.539572	2.81695	2.561058	2.60972257142857	2.92947	0.092986573037195	NA	NA	NA
A0A0G2JET2	Camkk2	1.134232	1.16197	1.37825	1.27426	1.15917	1.048115	1.332165	1.35133	1.14691	1.189529	1.394089	1.060631	1.27561	1.17745	1.22026507142857	1.394089	0.525654045482188	NA	NA	NA
A0A0G2JEU0	Arhgef9	-0.7592297	-0.7692394	-0.8769093	-1.16312	-0.732811	-0.9560852	-0.9383259	-0.8267097	-0.7276917	-1.06266	-0.8228397	-0.9040394	-0.6834106	-0.9864902	-0.872111557142857	-0.6834106	0.511657035731336	NA	NA	NA
A0A0G2JEU1	Aldh2	3.3428	3.162821	3.367739	2.90984	3.492088	3.210575	3.269175	3.236002	3.329927	3.16441	3.596899	3.125471	3.305819	3.122238	3.25970028571429	3.596899	0.675921463908398	NA	NA	NA
A0A0G2JEU9	Aimp1	0.9218597	0.9359303	0.8315907	1.04479	0.6880989	0.265255	1.108635	0.8614998	0.9297791	0.8420391	0.5851192	0.6044502	1.029011	0.7458706	0.813852042857143	1.108635	0.144363942372709	NA	NA	NA
A0A0G2JEW6	Gak	1.57263	1.671122	1.86198	1.858751	1.86231	1.764555	1.639565	1.821501	1.707569	1.549269	1.686979	1.817881	1.746241	1.81465	1.74107164285714	1.86231	0.773994773128894	NA	NA	NA
A0A0G2JEX7	Rps27	0.7093315	-0.68297	0.6972694	0.6717606	0.8460503	0.1881065	0.7527847	0.6644306	0.2644386	0.7960987	0.3981094	0.3489208	0.977869	0.8888798	0.537219992857143	0.977869	0.677291940509216	NA	NA	NA
A0A0G2JEY7	Dhx30	-1.089539	-0.9628792	-0.8679199	-1.467279	-0.9380512	-0.9698639	-0.9216747	-0.9255486	-1.139971	-0.8041115	-1.076241	-1.246639	-0.8922005	-0.884201	-1.01329425	-0.8041115	0.684319587209969	NA	NA	NA
