Table S7. PROTEOME Synaptoneurosomes and Total Forebrain,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Normalized Intesities of Forebrain samples collected around the 24 hours in 4 hour intervals.,,,,,,,,,,,,,,,,,,,,,,,,,,
4 biological replicates per time point.,,,,,,,,,,,,,,,,,,,,,,,,,,
Periodicity analysis done with the Perseus software as describes in the Materials and Methods section.,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase and q-value: Obtained from Time series analisys performed with Perseus software.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,Peptides,Unique sequence coverage [%],Phase_,q-value_,ZT0_1,ZT0_2,ZT0_3,ZT0_4,ZT4_1,ZT4_2,ZT8_1,ZT8_2,ZT8_3,ZT12_1,ZT12_2,ZT12_3,ZT16_1,ZT16_2,ZT16_3,ZT16_4,ZT20_1,ZT20_2,ZT20_3,ZT20_4
Uqcc2,D3Z4C9;Q9CQY6;D3Z4D6,Ubiquinol-cytochrome-c reductase complex assembly factor 2,5,40.9,18.37260522,0.196927426,-2.3284,-2.104729,-2.973909,-2.0903,-2.406759,-3.131721,-2.689659,-3.070171,-2.714224,-2.446901,-2.119141,-2.390289,-2.716875,-2.28019,-2.4601,-2.143909,-2.332445,NaN,-2.324919,-2.35354
Rims1,Q99NE5;Q99NE5-3;Q99NE5-5;Q99NE5-4;F6VBT9;F6VBR4;F6Y0S3;F6VBV0;A0A087WSA4,Regulating synaptic membrane exocytosis protein 1,51,2.4,8.902881094,0.197012997,2.235722,2.11529,2.050671,2.010941,2.01252,2.276239,2.19346,2.270538,2.142836,2.01512,2.24259,2.27993,2.190056,2.087461,2.190849,2.03804,2.084915,1.917429,2.095711,2.08272
Dhx30,Q99PU8;A0A0G2JGL8;Q99PU8-2;Q99PU8-3,Putative ATP-dependent RNA helicase DHX30,28,26.8,1.744748805,0.19707657,-0.9628792,-0.9255486,-0.884201,-0.8436394,-0.8679199,-1.139971,-1.467279,-0.8041115,-0.7938538,-0.9380512,-1.076241,-1.44998,-0.9698639,-1.246639,-1.513311,-1.18594,-0.9216747,-0.8922005,-1.089539,-1.09692
Mcat,Q8R3F5,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",7,21.5,3.207494778,0.197163734,-2.141539,-2.079929,-2.073311,-1.8909,-1.766029,-2.71422,-1.923059,-1.583931,-1.692724,-2.27401,-2.60491,-3.933411,-2.857485,-2.199329,-2.255571,-2.79933,-1.836296,-2.67993,-2.4774,-2.530369
Ddx23,D3Z0M9,,17,23.7,1.10416014,0.197251142,-1.89324,-1.39134,-1.783199,-1.837,-2.09082,-1.875092,-1.79179,-2.058001,-2.044453,-1.8633,-1.904631,-2.310699,-2.153244,-2.09314,-1.899431,-2.01483,-1.965336,-1.816071,-2.138599,-1.96409
Nenf,Q9CQ45,Neudesin,7,48,1.722569779,0.197295195,-1.556019,-1.753349,-1.91367,-2.061979,-1.938169,-2.017052,-1.71093,-1.785221,-2.212883,-1.860201,-2.51507,-2.95986,-2.044485,NaN,NaN,NaN,-2.020975,-1.97411,-2.2288,-1.88851
H2afy2,Q8CCK0,Core histone macro-H2A.2,15,48.9,3.0742641,0.197367098,1.36475,1.376541,1.23913,1.1124,1.30724,1.145739,1.45437,1.508959,1.217047,1.22879,0.9957504,0.9369793,1.210796,0.8667698,0.8707695,1.311611,1.380255,1.246809,1.170521,1.232601
Pmm2,Q9Z2M7,Phosphomannomutase 2,12,36.4,1.403713946,0.19739939,-0.8468685,-1.326529,-1.01684,-0.8751202,-0.891161,-1.28018,-0.8979092,-0.7353115,-0.9110031,-1.13833,-1.4324,-1.241249,-1.515175,-1.471479,-1.65609,-1.240499,-0.5678558,-0.8055992,-0.6586094,-0.7550888
Cars,Q9ER72;Q9ER72-2,"Cysteine--tRNA ligase, cytoplasmic",35,46.5,5.312070675,0.197873764,1.4482,1.38274,1.3757,1.315441,1.441481,1.218479,1.543581,1.69364,1.531416,1.287659,1.480061,1.49017,1.165476,1.242241,0.8657894,1.166552,1.513725,1.4342,1.424831,1.36558
Ctnna1,P26231,Catenin alpha-1,29,30.1,0.821194282,0.197918693,0.1829205,0.4051609,0.444849,0.4820099,0.3810196,0.4662285,0.4145203,0.1993294,0.2750168,-0.06777,0.02656937,0.2950993,0.1054459,0.3597012,0.5123692,0.09535027,0.2100945,0.3245792,0.136631,0.6416397
Crym,O54983,Ketimine reductase mu-crystallin,14,64.5,22.9999606,0.198370539,4.183702,4.191351,4.122108,4.148071,4.077841,4.25239,3.931801,4.010071,3.909576,4.156879,3.7134,4.2682,4.133114,3.908281,3.912149,4.183302,4.188753,4.1397,4.103222,4.193632
Tbcel,Q8C5W3;Q8C5W3-2,Tubulin-specific chaperone cofactor E-like protein,10,25.5,15.71730845,0.198623958,-2.84379,-2.552959,-2.760059,-2.750031,-2.60121,-1.954321,-2.502329,-2.957731,-2.739313,-2.130831,NaN,-2.6136,-1.488335,-2.193499,-2.63327,-1.8937,-2.357466,-2.13863,-2.216049,-2.678329
Slc6a7,Q6PGE7,Sodium-dependent proline transporter,13,22.8,3.208020088,0.198664902,-1.593189,-1.171268,-1.442329,-1.144249,-1.271311,-1.40839,-1.193319,-1.54702,-0.8579235,-1.628601,-1.7386,-1.279459,-1.890524,-1.403349,-1.60454,-1.69252,-1.527445,-1.226,-1.269629,-1.25985
Endog,O08600,"Endonuclease G, mitochondrial",6,23.1,4.416236421,0.198740181,-0.1199894,0.2290611,0.3469391,-0.1822605,-0.1338406,0.6230297,0.4364796,-0.1098499,-0.09010315,-0.2957897,-1.421261,-0.7008991,-0.6720352,-0.2980385,-0.5338612,0.2233105,-0.4928761,0.09511948,-1.013988,-2.306719
Git1,Q68FF6;Q5F258,ARF GTPase-activating protein GIT1,30,48.3,7.846442881,0.198750946,2.510252,2.36253,2.28961,2.30101,2.523039,2.453299,2.482981,2.429939,2.439386,2.428799,2.49975,2.28113,2.472206,2.394781,2.43111,2.32937,2.252424,2.34218,2.450241,2.21652
Cpt2,P52825,"Carnitine O-palmitoyltransferase 2, mitochondrial",19,39.8,23.41422748,0.198774659,-0.6832695,-0.5581703,-0.4977303,-0.4194889,-0.5313606,-0.4108715,-0.7080097,-0.4803905,-0.5583344,-0.8163509,-0.6043396,-1.268589,-0.6918449,-0.6299095,-0.6524696,-0.3544197,-0.1775265,-0.4111309,-0.7396889,-0.4540806
Lrpprc,Q6PB66,"Leucine-rich PPR motif-containing protein, mitochondrial",60,48.6,15.10226686,0.198788998,2.52099,2.654692,2.493141,2.509911,2.616018,2.633139,2.700409,2.709759,2.520527,2.710121,2.626509,2.683281,2.711746,2.64924,2.726259,2.598669,2.746954,2.645441,2.809361,2.6998
Erp44,Q9D1Q6,Endoplasmic reticulum resident protein 44,12,33.7,21.80586392,0.198828788,0.7717113,0.8160801,0.6834793,0.7599602,0.7603798,0.7624798,0.6873207,0.5962601,0.6714573,1.013399,0.3996601,0.4391708,0.6285954,0.8197899,0.7788601,0.6572208,0.8717937,0.9476204,0.7320213,0.8930702
Atg4b,Q8BGE6;A0A087WNY2;A0A087WRT0;D3YZP6,Cysteine protease ATG4B,6,20.6,22.91141476,0.198838491,NaN,NaN,NaN,-2.125019,-2.429371,-2.27096,-3.024599,-3.12446,-2.942364,-3.289131,-2.669771,-2.41474,-2.486673,-2.4375,-2.735151,-2.72402,-2.222246,-2.678129,-2.86797,-2.69693
Txlna,Q6PAM1;Q6PAM1-2,Alpha-taxilin,7,15,14.86488942,0.198861237,NaN,NaN,-4.12719,-3.91346,NaN,NaN,-3.704239,NaN,NaN,NaN,-3.38415,-3.416451,-2.755844,-3.618309,NaN,-3.093159,-3.575396,-3.63917,NaN,-2.957979
Rpl37a,P61514,60S ribosomal protein L37a,3,29.3,18.54220651,0.198890401,0.5942116,0.7184505,0.4525394,0.5789909,0.6230907,0.7877598,0.3209095,0.6841087,0.1569672,0.6970692,-0.342741,0.5419407,1.191555,1.056591,1.19174,1.02639,1.130194,0.50737,0.8749409,0.4237595
Usp10,P52479;P52479-2,Ubiquitin carboxyl-terminal hydrolase 10,14,18.9,19.04679806,0.199256024,-1.89395,-1.779829,-1.941061,-1.888899,-2.031031,-2.052502,-2.22069,-2.221201,-1.764034,-1.88875,-1.94105,-1.975389,-1.564575,-1.648849,-1.726791,-2.36985,-1.842785,-1.76075,-1.342579,-1.970739
Abl2,F8VQH0;Q4JIM5;B2RQ57,Non-specific protein-tyrosine kinase;Abelson tyrosine-protein kinase 2,26,18.5,10.14112721,0.199528969,-0.8312492,-1.010559,-0.97439,-1.008469,-0.8370304,-0.9491711,-0.9191303,-0.9419308,-0.6682529,-0.8502502,-1.161251,-0.6911907,-0.7175751,-0.7307796,-0.7856998,-0.8634396,-1.190676,-1.144159,-1.29776,-1.036921
Ppif,Q99KR7,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",7,27.2,16.14911648,0.199969173,0.05342102,0.3403301,0.1361504,0.1164513,0.7445793,0.08684921,-0.4906292,0.4285583,0.3560371,0.7093887,0.3010387,0.310091,0.7219963,0.6712608,0.4208393,0.702301,0.569685,0.2725601,0.2284908,0.7410812
Glrx5,Q80Y14,"Glutaredoxin-related protein 5, mitochondrial",3,18.4,14.50158889,0.200188438,-0.6739197,-0.5689297,-0.6577911,-0.6810493,-0.9108295,-1.151831,-0.7282295,-1.202391,NaN,-0.1156597,NaN,0.0277195,-0.3594437,-0.6262589,-0.7200012,NaN,-0.6127548,-0.8258896,-0.6861897,-0.9209404
Atg7,Q9D906;A0A0A0MQN4;S4R2T5;S4R2D5,Ubiquitin-like modifier-activating enzyme ATG7,21,32.4,22.61168665,0.200323331,-0.08723831,-0.1016102,-0.2869911,-0.4304295,-0.05425072,-0.07869148,-0.5963497,-0.2904015,-1.148544,0.0267601,-0.7717495,-1.123249,-0.1748734,-0.5263786,-0.1412201,-0.3421497,-0.07033539,-0.4942398,-0.2856598,-0.22896
Cul1,Q9WTX6;Q3TPM3,Cullin-1,31,46.3,15.26262606,0.200338843,1.066191,0.9844398,0.9442005,0.8917198,1.05094,0.9366493,0.9316998,0.87257,0.9554958,1.105719,0.9571304,0.9430504,1.219807,1.17704,1.07333,1.31065,0.8524342,1.070311,0.8886814,0.87743
Dmxl2,Q8BPN8;Q8BPN8-2;B0V2P5;F6RYL8,DmX-like protein 2,117,26.3,5.391190561,0.200414543,4.375349,4.403261,4.406559,4.353569,4.413649,4.50086,4.370312,4.385078,4.436077,4.368401,4.434,4.409691,4.422256,4.29891,4.271051,4.352091,4.320795,4.473749,4.270351,4.38542
Gpd1,P13707;E0CXN5,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic;Glycerol-3-phosphate dehydrogenase [NAD(+)]",19,42.4,12.22005141,0.200643446,2.879122,2.85832,2.799149,2.72934,2.991709,2.736738,2.910542,2.980728,2.778255,3.056149,2.842138,3.13237,2.915646,2.966619,2.85644,2.936411,2.952795,2.93767,2.606892,2.902922
Sra1,Q80VJ2;G3X8R2,Steroid receptor RNA activator 1,3,15.5,12.04240333,0.201370343,-2.940699,NaN,NaN,NaN,-2.898491,NaN,-3.087811,-2.839821,NaN,-2.668381,-2.65284,-2.58218,-2.697655,-2.72427,-2.894741,-2.25947,-2.933725,-3.17869,-3.5033,NaN
Slc27a4,Q91VE0,Long-chain fatty acid transport protein 4,19,29.5,14.57507454,0.201386398,-0.1609402,-0.428299,-0.1254101,0.2882214,-0.3097305,0.4362202,-0.06900024,0.1567993,0.208086,0.2449894,0.5229797,0.3951206,-0.000463486,0.2744503,0.2286491,0.2034302,0.3296337,0.5081596,0.3788204,0.1950207
Kit,P05532;F7DD14;P05532-2,Mast/stem cell growth factor receptor Kit;Tyrosine-protein kinase receptor,14,15.8,13.76601165,0.201434132,-2.89452,-2.827909,-2.507851,-2.52989,-2.65859,-3.048191,-2.75432,-2.45071,-2.490883,-1.940641,-2.581369,NaN,NaN,-2.55048,-2.480011,-2.594278,NaN,-2.46158,-2.82979,-2.383259
Gltp,Q9JL62;D3Z1H9;D3Z1H8,Glycolipid transfer protein,11,51.7,10.72132838,0.201449589,1.581551,1.49029,1.55913,1.5762,1.278191,1.66444,1.564899,1.399649,1.526186,1.668299,1.733931,1.795469,1.475136,1.632881,1.585909,1.59621,1.155605,1.479059,1.297831,1.327761
2310035C23Rik;Kiaa1468,A0A087WSS1;Q148V7-2,LisH domain and HEAT repeat-containing protein KIAA1468,41,0.9,15.30434303,0.201451156,-2.308659,NaN,NaN,NaN,NaN,-4.47089,NaN,NaN,NaN,-1.548101,-2.82176,-1.651381,-1.721325,-1.64732,-1.480791,-1.516609,-2.797356,NaN,NaN,-2.304831
Aldh18a1,Q9Z110;Q9Z110-2,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,30,43.3,14.9493393,0.201537023,0.5868816,0.5125504,0.4603195,0.7565613,0.6105289,0.4987698,0.7422905,0.6134491,0.6237869,1.000849,0.5035801,0.6907196,0.7426052,0.5711803,0.6855488,1.01519,0.802145,0.6476192,0.6447716,0.7733307
Bcas1,Q80YN3;A2AVX1;E9Q8Q5,Breast carcinoma-amplified sequence 1 homolog,13,6.2,6.340617316,0.201569403,3.075991,2.856192,3.103611,3.108082,3.10541,2.898268,3.38224,3.545849,3.278847,2.87447,3.03005,2.567051,3.174416,3.105001,2.66017,3.02841,2.650755,3.119589,2.815781,2.799711
Ilkap,Q8R0F6;Q8R0F6-2;A0A087WS54;A0A087WPY0,Integrin-linked kinase-associated serine/threonine phosphatase 2C,8,19.1,4.441321009,0.201901859,-2.49202,-2.701599,-2.756071,NaN,-3.06089,NaN,-2.52944,-2.360981,-2.735023,-3.06394,-2.32357,NaN,NaN,-3.30241,-3.31324,-3.620459,NaN,-2.67837,-2.880329,-2.82115
Nagk,Q9QZ08;Q9D997;D3YXG2,N-acetyl-D-glucosamine kinase,10,35.9,15.66329871,0.201917411,-0.2376289,-0.2986889,-0.7604599,-0.531929,-0.2357903,-0.1099815,-0.3124905,-0.2685013,-0.05895424,0.0656395,-0.1905499,-0.1662407,-0.3224735,-0.09891891,0.05006027,-0.07985878,0.003734589,0.1401997,0.04652977,0.2231407
Syne1,Q6ZWR6;Q6ZWR6-4,Nesprin-1,174,18,1.593480235,0.201982169,2.45948,2.372381,2.497971,2.33215,2.40316,2.352409,2.347401,2.268169,2.332897,2.30673,2.12359,2.36511,2.351696,2.212481,2.28792,2.44297,2.332245,2.32238,2.23266,2.2743
Baiap3,S4R1K2;S4R1E7;Q80TT2;S4R2U8;E9Q350,BAI1-associated protein 3,13,16.6,1.684626971,0.202033507,-2.199869,-1.617569,-1.667761,-1.87101,-1.43273,-1.696201,-1.77593,-2.251581,-2.464354,-1.42614,-2.289921,-2.4858,-2.355104,-2.158619,-1.9482,-2.352339,-1.700056,-1.848989,-2.156059,-2.0466
Nyap2,Q8BM65;Q8BM65-5;Q8BM65-2;Q8BM65-4;D3Z3N9;Q8BM65-3,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2,7,12.5,7.974733638,0.202661721,NaN,-2.73756,NaN,-2.659781,-3.02659,NaN,-2.889811,-2.66683,-2.468313,-2.771481,-2.950861,-2.73444,-2.823935,-2.81785,-2.79998,-2.951929,-3.114975,-3.09569,-2.92058,-3.102659
Loh12cr1,Q9D920;E9Q2W8,Loss of heterozygosity 12 chromosomal region 1 protein homolog,7,41.5,19.65200716,0.202726058,-2.028879,-2.32794,NaN,-2.325569,-1.80192,-1.965181,-2.04563,-2.48266,-2.698383,-1.833761,-1.911251,-1.857861,-2.052904,NaN,-2.46439,-2.192169,-1.205585,-1.456699,-1.38658,-1.37599
Lnp,Q7TQ95;A2ASL8;A2ASM0,Protein lunapark,16,44.2,0.61543019,0.203895478,0.7121105,0.6442909,0.7709103,0.7011414,0.6429291,0.5006084,0.8259411,0.8664093,0.5462971,0.4602985,0.5014896,0.1886501,0.1461658,0.5447102,0.6596394,0.5808601,0.7588139,0.8930492,0.5011005,0.9757004
Uhrf1bp1l,A2RSJ4,UHRF1-binding protein 1-like,28,22.9,1.95517629,0.204164444,-0.8279686,-0.5917587,-0.7910099,-0.6992493,-0.7587299,-0.7599411,-0.7334099,-0.7068615,-0.6118927,-0.8077698,-0.8822613,-0.8225193,-1.232084,-1.129229,-0.7701702,-0.9920502,-0.6607151,-0.7322407,-0.3615093,-0.6688099
Dap3,Q9ER88;G3X9M0;Q9ER88-2;G3UWZ6;G3UWM7;G3UWJ4;G3UZC0,"28S ribosomal protein S29, mitochondrial",14,49.6,20.46848809,0.204242043,-0.8742599,-0.8946285,-0.9765301,-0.6679897,-1.036291,-0.7727013,-0.609499,-1.017632,-0.8732128,-0.7748013,-1.263,-1.431879,-0.7977638,-0.4797592,-0.7969208,-0.79459,-0.6472549,-0.5859394,-0.6888199,-0.5704403
Srp72,F8VQC1;E9Q740,Signal recognition particle subunit SRP72,20,34.4,17.42894105,0.204398374,0.335331,0.5176697,0.2416,0.1124001,0.02203941,0.2897186,0.1842995,0.02794838,-0.0696125,0.4861088,0.1105099,0.6859703,0.530386,0.3175812,0.3074703,0.2123299,0.373415,0.3059406,0.3494816,0.3229103
Crat,P47934;H7BX88,Carnitine O-acetyltransferase,22,38.2,18.37571624,0.204502219,0.2516499,0.06447983,0.1928501,0.1168098,0.2033901,0.3265285,-0.0578804,-0.2379818,0.0713768,0.4822788,0.06543922,0.1716309,0.6166859,0.01198006,0.3277397,0.2526417,0.1853142,0.4380703,0.1563416,0.4565907
Atp5l,Q9CPQ8,"ATP synthase subunit g, mitochondrial",8,71.8,7.959076609,0.204553176,3.860769,3.772402,3.764881,3.70153,3.58827,3.892031,3.815491,3.923611,3.926846,3.805481,3.639891,3.618992,3.912556,3.590822,3.833258,3.940519,3.346346,3.49087,3.116531,3.621408
Ptpra,Q91V35;P18052;P18052-2,Receptor-type tyrosine-protein phosphatase;Receptor-type tyrosine-protein phosphatase alpha,19,24.6,0.838289026,0.204889381,0.5000916,0.5662403,0.4405098,0.5719013,0.4575195,0.6715298,0.3797302,0.3430386,0.2983074,0.4535103,0.5296898,-0.1952591,0.3485966,0.3024101,0.4219398,0.3897209,0.1937542,0.361599,0.421751,0.6858196
Ntrk2,P15209;P15209-4;P15209-3,BDNF/NT-3 growth factors receptor,15,16.8,2.280950251,0.20504059,0.219141,0.7163906,-0.01112938,0.2814903,0.529129,0.6877995,0.5432606,0,0.4128265,-0.2359009,0.4653301,0.001020432,0.2561054,-0.03046036,0.25811,0.02486038,0.4784145,0.2999992,0.2733097,0.4121609
Arl2,Q9D0J4,ADP-ribosylation factor-like protein 2,4,23.4,19.24128274,0.205400589,-2.66593,-2.74383,-2.57102,-3.0312,-2.76494,-2.53096,-3.01577,-3.108912,-2.832674,-2.485081,-2.319201,-2.66835,-2.598814,-2.52492,-2.701511,-3.195259,-1.812685,-1.83004,-2.566149,-2.20236
Aida,Q8C4Q6;Q8C4Q6-2,"Axin interactor, dorsalization-associated protein",12,39.3,7.036704662,0.205551953,-1.994968,-2.300508,-1.957479,-2.08589,-1.93586,-2.198921,-1.893059,-1.567902,-2.091103,-2.00503,-1.589951,-2.06987,-2.654825,-2.11245,-2.1075,-2.424789,-2.031006,-1.85021,-2.18445,-2.504971
Cops3,O88543,COP9 signalosome complex subunit 3,14,45.9,17.86822539,0.20569011,1.48468,1.146931,1.585939,1.36894,1.589159,1.34981,1.433599,1.499619,1.401247,1.34898,1.3813,1.61153,1.467796,1.55438,1.544159,1.670931,1.774864,1.67425,1.631271,1.58387
Sec11a,Q9R0P6;D3YWT0;D3Z569;D3YTS1,Signal peptidase complex catalytic subunit SEC11A;Signal peptidase complex catalytic subunit SEC11,5,25.7,22.26793095,0.205694282,-3.614328,NaN,NaN,-3.689379,-3.669479,-3.442581,NaN,NaN,NaN,-3.965221,NaN,-4.298571,-3.867304,-3.53957,-3.595791,NaN,-2.950655,-3.273769,NaN,-3.799509
Hspa13,Q8BM72,Heat shock 70 kDa protein 13,8,16.8,22.99348061,0.205845194,-1.876869,-1.65407,-1.766241,-1.925299,-1.85516,-2.074831,-2.340889,-2.697802,-2.495964,-2.102661,-2.37151,-2.159941,-1.914185,-2.401419,-1.941931,-2.29896,-2.271196,-2.526831,-1.22168,-2.450439
Tnr,Q8BYI9;Q8BYI9-2,Tenascin-R,40,39.5,13.24712648,0.205928781,5.33246,5.173891,5.22924,5.225899,5.225531,5.575899,5.074932,5.259621,5.135757,5.4953,5.534971,5.71365,5.390175,5.443361,5.406179,5.333391,5.123224,5.24415,5.35154,5.311941
Csnk1g3,Q8C4X2,Casein kinase I isoform gamma-3,13,5.4,18.15887412,0.205940397,-1.33692,-1.585918,-0.9266701,-0.9597187,-1.33886,-0.8527203,-1.42804,-1.26889,-1.211523,-1.176561,-0.8003006,-0.9173889,-0.9869347,-0.9682999,-1.087601,-1.24601,-0.7185555,-0.5756092,-0.9724197,-0.6472988
Pgap1,Q3UUQ7,GPI inositol-deacylase,16,20.2,14.6416186,0.20596914,-0.6248188,-0.6350594,-0.6648903,-0.4382,-0.7262897,-0.7786217,-0.77952,-0.658411,-0.7885036,-0.2627907,-0.007320404,-0.3845901,-0.5408249,-0.6380501,-0.7180805,-0.3706284,-0.5991459,-0.6052494,-0.6627789,-0.3522205
Ogdh,Q60597;Z4YJV4;Q60597-2,"2-oxoglutarate dehydrogenase, mitochondrial",42,1.3,19.40074914,0.206014706,-1.17354,-1.203569,-1.88298,-0.9369087,-0.6790295,-1.17761,-1.551079,-1.218271,-1.094753,-1.643911,-1.66186,-0.9250393,-1.169094,-0.6101894,-0.5257607,-1.223839,-0.5529957,-0.7668495,-0.4968796,-0.5949287
Arfip2,Q8K221;D3Z2F3,Arfaptin-2,12,45.7,8.239996324,0.206100293,0.1729507,0.3270206,0.2345104,0.2469196,0.425539,0.1430492,0.4472694,0.5076885,0.6724968,0.4281902,0.2883987,0.2030411,0.1237659,0.60322,-0.02926064,0.3800316,0.4117737,0.2784405,0.1414413,0.02270126
Camk2g,Q923T9;Q923T9-2,Calcium/calmodulin-dependent protein kinase type II subunit gamma,21,8.7,15.99046537,0.206643275,2.016991,2.363991,2.016991,2.175871,1.956369,2.259079,1.773241,1.860119,1.899546,2.269939,2.601599,2.561199,2.063955,2.240931,2.235659,2.40201,2.170525,2.099159,2.21183,2.248541
Emc4,Q9CZX9,ER membrane protein complex subunit 4,5,33.3,11.96889713,0.20679444,NaN,-2.96924,-2.7225,-2.449739,-3.022369,-2.767601,-3.00491,NaN,-2.364063,-2.38863,-2.04335,-2.251659,NaN,-2.66106,-2.53595,-2.49465,-2.575415,-3.56954,-2.649519,NaN
Insr,P15208,Insulin receptor;Insulin receptor subunit alpha;Insulin receptor subunit beta,11,7,4.432677513,0.20682542,-3.822079,-3.37892,NaN,NaN,-3.545,-3.535801,NaN,NaN,NaN,-3.767551,NaN,-3.552179,-4.065825,NaN,NaN,-3.96501,-3.634235,-3.824831,NaN,NaN
Ube2q1,Q7TSS2;Q7TSS2-2,Ubiquitin-conjugating enzyme E2 Q1,7,18,0.600945754,0.207093431,-1.80698,-1.389959,-1.47451,-1.326309,-1.63941,-1.766272,-1.318171,-1.64311,-2.110834,-1.7309,NaN,-1.84491,-2.932934,-1.8528,-1.741831,-1.92774,-1.361595,-1.29425,-1.310799,-1.43852
09.Sep,Q80UG5-3;Q80UG5;A2A6U3,Septin-9,36,57.3,12.79666098,0.207310722,2.7987,2.845949,2.831131,2.91169,2.709669,2.885118,2.775879,2.824829,3.084335,3.049809,2.93516,2.799561,3.004635,2.94504,2.997839,2.950491,2.683374,2.837831,2.69408,2.930971
Ube2j1,Q9JJZ4;B1AWT7,Ubiquitin-conjugating enzyme E2 J1,6,5,11.8135757,0.207892909,-3.267029,-3.226669,-3.08581,-2.817369,-3.01716,-3.193871,-2.42486,-2.914492,-3.158783,-3.201931,-2.844261,-2.87192,-2.682604,-2.813629,-2.67856,NaN,-3.191696,-2.984831,-3.31633,-3.284969
Mlip,V9GWW6;V9GXA0;V9GXX2;B7ZMP8;V9GXP3,,9,11.9,18.06920602,0.208004373,-2.79809,-2.903379,-3.02532,-3.033859,NaN,-4.020231,-2.805569,-3.350401,NaN,-2.526821,-3.114389,-3.077431,-3.427694,-2.78727,-2.541121,-2.88731,-2.999426,-2.27714,-2.636349,-2.33268
Nlgn4l,B0F2B4,Neuroligin 4-like,11,14.9,9.984426294,0.208043447,-1.88986,-2.239529,-2.40947,-2.14827,-2.281231,-1.77182,-1.51816,-1.715731,-1.720154,-2.06427,-1.720001,-2.153601,-1.885384,-1.9531,NaN,-2.017349,-2.010126,-2.25375,-2.10413,-1.69315
Dhrs7,Q9CXR1,Dehydrogenase/reductase SDR family member 7,8,27.2,18.0714845,0.208055233,-0.7875385,NaN,-1.20973,-1.377131,-1.212511,-1.41247,-2.047119,-1.252131,-1.707663,-1.012951,-0.6128712,-1.03314,-1.506844,-1.26215,-0.8652897,-0.8528385,-1.186375,-1.10503,-0.9530087,-0.7430687
Mertk,Q60805,Tyrosine-protein kinase Mer,9,9.3,8.143950421,0.208084364,-2.6952,-2.81214,-3.02709,-2.791451,-2.87006,-2.760941,-2.78903,-2.568972,-2.467304,NaN,NaN,NaN,NaN,-2.540859,-2.955801,-3.037239,NaN,-3.361111,NaN,NaN
Sorbs2,Q3UTJ2-2;B9EKP8;E9Q0B0;B7ZWM6;Z4YJR7,Sorbin and SH3 domain-containing protein 2,45,1.2,8.521807751,0.208087146,1.74625,1.735731,1.711359,1.75519,1.82313,1.938099,1.76733,1.710989,1.812517,1.778299,1.892679,1.794321,1.852825,1.7495,1.795769,1.707411,1.729744,1.678169,1.679071,1.76581
Osbpl1a,Q91XL9;Q3V156;Q91XL9-2;Q91XL9-3;D3Z7I9,Oxysterol-binding protein-related protein 1;Oxysterol-binding protein,20,22.1,11.80887749,0.208107715,1.819761,1.74522,1.77112,1.82305,1.805149,1.968929,1.76688,1.789768,1.761286,1.852329,2.052401,1.856239,2.082205,1.908331,1.895969,1.82996,1.659334,1.714319,1.71442,1.684031
Osgep,Q8BWU5;E0CYN9,Probable tRNA N6-adenosine threonylcarbamoyltransferase,5,5.7,6.897241375,0.208124638,-3.063709,NaN,NaN,NaN,NaN,NaN,-2.33243,-2.025341,-2.017683,-2.63703,-3.20937,NaN,-2.604315,NaN,NaN,-2.819109,NaN,-2.889391,NaN,-2.88201
Tceb1,P83940;A0A087WQE6;A0A087WNT1;A0A087WPE4,Transcription elongation factor B polypeptide 1,6,46.4,4.303118313,0.208190823,1.532021,1.30386,1.51412,1.309311,1.55468,1.384338,1.552299,1.495159,1.755257,1.54406,1.334839,0.7050896,1.410326,0.978981,0.7845688,1.577541,1.287434,1.377069,1.356371,1.23317
Arhgap12,Q8C0D4;B2RUJ8;S4R203;S4R248;A0A0A0MQ95;S4R221,Rho GTPase-activating protein 12,9,10.7,21.20025587,0.208238579,-3.23683,NaN,-3.27342,-2.915051,-3.1117,-3.430651,-3.565779,-3.281811,-3.330883,-3.170691,-3.325041,-3.93158,-3.889053,-3.10157,-3.119431,-2.70167,-2.220865,-2.898571,-2.664669,-3.54487
Rps20,P60867,40S ribosomal protein S20,3,20.2,1.240957642,0.208389695,2.083761,1.631271,1.869101,1.838081,1.91626,1.038969,1.821211,1.941769,2.035116,1.45537,0.9801998,-0.2599907,1.112785,1.400181,1.657879,1.63591,1.817984,1.687611,1.29731,1.63316
