,,WT statistics,,,,,,,WT Mean value for each time point,,,,,,WT standard error of the mean for each time point,,,,,,CCA1-Ox statistics,,,,,,,CCA1-Ox Mean value for each time point,,,,,,CCA1-Ox standard error of the mean for each time point,,,,,,Protein details,,,WT normalized abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCA1-Ox normalized abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accession,Description,WT Peak time point,WT Trough time point,WT JTK p-value,"WT JTK p-value, BH adjusted",WT period predicted by JTK_CYCLE,WT ANOVA p-value,"WT ANOVA p-value, BH adjusted",WT mean 12h,WT mean 16h,WT mean 20h,WT mean 24h,WT mean 28h,WT mean 32h,WT sem 12h,WT sem 16h,WT sem 20h,WT sem 24h,WT sem 28h,WT sem 32h,CCA1-Ox Peak time point,CCA1-Ox Trough time point,CCA1-Ox JTK p-value,"CCA1-Ox JTK p-value, BH adjusted",CCA1-Ox period predicted by JTK_CYCLE,CCA1-Ox ANOVA p-value,"CCA1-Ox ANOVA p-value, BH adjusted",CCA1-Ox mean 12h,CCA1-Ox mean 16h,CCA1-Ox mean 20h,CCA1-Ox mean 24h,CCA1-Ox mean 28h,CCA1-Ox mean 32h,CCA1-Ox sem 12h,CCA1-Ox sem 16h,CCA1-Ox sem 20h,CCA1-Ox sem 24h,CCA1-Ox sem 28h,CCA1-Ox sem 32h,Peptide count,Peptides used for quantitation,Confidence score,wt 12A,wt 12B,wt 12C,wt 12D,wt 12E,wt 16A,wt 16B,wt 16C,wt 16D,wt 16E,wt 20A,wt 20B,wt 20C,wt 20D,wt 20E,wt 24A,wt 24B,wt 24C,wt 24D,wt 24E,wt 28A,wt 28B,wt 28C,wt 28D,wt 28E,wt 32A,wt 32B,wt 32C,wt 32D,wt 32E,Ox 12A,Ox 12B,Ox 12C,Ox 12D,Ox 12E,Ox 16A,Ox 16B,Ox 16C,Ox 16D,Ox 16E,Ox 20A,Ox 20B,Ox 20C,Ox 20D,Ox 20E,Ox 24A,Ox 24B,Ox 24C,Ox 24D,Ox 24E,Ox 28A,Ox 28B,Ox 28C,Ox 28D,Ox 28E,Ox 32A,Ox 32B,Ox 32C,Ox 32D,Ox 32E
AT3G46970.1,"| Symbols: ATPHS2, PHS2 | alpha-glucan phosphorylase 2 | chr3:17301625-17306111 REVERSE LENGTH=841",12,24,0.056128539,0.547108599,26,0.041360608,0.368167661,2780648.105,2546604.227,2606860.387,2292246.312,2378360.069,2434900.478,185351.1511,76847.4043,119582.6137,89658.56231,147200.6653,158547.531,20,12,1,1,24.18181818,0.710665509,0.99615712,2192645.295,2277866.417,2415069.891,2336521.387,2346482.417,2237138.783,45330.6697,132355.4742,137570.0494,129782.7832,104523.8761,76139.01664,16,16,875.49,3190227.36,3030238.203,2491575.797,2725826.738,2465372.426,2635783.275,2735097.515,2570056.761,2509856.76,2282226.822,2324965.124,2750623.935,2986815.352,2407647.691,2564249.835,2532561.547,2250761.657,2154726.989,2357381.148,2165800.219,2304940.722,2323201.948,2207744.323,2829219.527,2226693.823,2610948.828,2321713.406,2232042.063,2279965.766,2729832.328,2136582.643,2311802.477,2259812.014,2200865.107,2054164.235,2200988.969,2633729.753,2221558.669,2474624.115,1858430.58,2665830.074,2726079.844,2504854.024,2063946.974,2114638.54,2731087.94,2214967.408,2152645.739,2340338.396,2243567.453,2341118.303,2564835.81,2365488.622,2398673.954,2062295.396,2219960.844,2237993.835,2436491.915,2322337.226,1968910.096
AT1G50480.1,| Symbols: THFS | 10-formyltetrahydrofolate synthetase | chr1:18702064-18704687 FORWARD LENGTH=634,12,24,0.19152733,0.894267115,24.66666667,0.375472115,0.72230977,987307.45,937474.911,892022.5346,826510.3134,908366.3621,920089.4366,53228.31839,56180.81489,47065.53169,60579.75822,82119.23469,37313.97097,20,32,1,1,24.18181818,0.670936629,0.994668471,802486.8773,805451.7232,857603.3917,794334.8716,784296.6108,779959.6525,7916.711213,30086.5612,55714.50317,34865.8191,19224.79999,50945.26658,9,9,356.22,1062897.724,1052807.998,839649.3473,1050301.526,930880.6541,1049880.08,1090625.797,918519.5599,827194.2592,801154.8591,891089.9261,963596.6537,1021762.969,758137.9512,825525.1729,998835.2032,799466.0983,715249.1383,837501.9277,781499.1998,1116748.457,1008903.067,832345.1171,851611.6744,732223.4945,971579.9377,1003463.711,920693.9465,801166.4096,903543.1784,788555.0768,827952.6201,810638.1063,783964.0933,801324.49,746151.211,833724.5319,723302.5158,879860.4196,844219.9376,911078.7474,1000435.279,879795.9365,764294.7579,732412.2379,911162.5272,783652.1086,757337.8467,779972.738,739549.1374,787841.791,780304.3624,768704.1869,838892.9451,745739.7687,688983.6943,785822.4515,892535.2232,879421.3521,653035.5415
AT2G31670.1,| Symbols:  | Stress responsive alpha-beta barrel domain protein | chr2:13472699-13473490 REVERSE LENGTH=263,28,20,1,1,24.18181818,0.685088741,0.878247635,61804.08326,72104.49155,59968.97643,66642.57101,84719.47596,69943.74712,6632.298352,11445.66016,8930.038211,3546.394463,13665.44469,19046.20919,12,28,1,1,24.18181818,0.709340307,0.99615712,55978.63474,32561.60887,33385.4406,35458.83921,26677.14098,37543.29188,20948.39956,8118.121034,3371.836925,9179.131322,8478.934396,13743.00894,1,1,27.25,52831.92646,42879.80957,68449.218,73989.74928,70869.71302,39813.05052,84629.44995,79662.42391,63429.17893,92988.35443,27013.09313,73019.80301,55142.9086,70167.49715,74501.58027,53250.16671,79101.55914,64450.46409,68789.83563,67620.82946,54650.84766,77754.53079,99440.14304,74860.37757,116891.4807,8696.552469,23452.31732,70105.99838,135120.2584,112343.609,51068.98147,19328.09851,24718.06233,48910.93327,135867.0982,20731.48906,22720.29643,30711.99058,24306.71982,64337.54845,24742.85111,29121.21791,29593.18894,42890.23204,40579.71299,58034.84694,22322.77699,33607.38647,16552.7787,46776.40696,21905.0545,8901.37489,24061.44013,49483.04443,29034.79093,9237.203235,74814.64666,20608.05596,49143.89693,33912.65661
AT5G11450.1,| Symbols:  | Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein | chr5:3654475-3656357 FORWARD LENGTH=297,32,24,0.020270105,0.36505493,24,0.014347296,0.277976057,523874.6546,488428.2031,497793.414,438177.2431,510984.8384,552467.5853,25096.85938,17946.24745,35103.32612,9053.331966,22030.75994,11133.4627,16,32,1,1,24.18181818,0.982954215,0.999562284,464241.1251,476440.2022,473744.5597,461154.5861,463648.5488,459452.3974,15432.25801,18563.82819,25422.03345,32385.25801,15431.0568,17298.18177,3,3,102.76,478538.0246,591082.061,496923.5812,511737.1704,541092.4359,498932.4134,515165.8185,493445.9529,506125.5095,428471.3212,383557.8373,536078.324,579638.8128,453534.2726,536157.8231,469733.6511,396065.9313,428532.0525,456463.7421,440090.8385,494023.4508,537355.2905,447134.4516,546912.205,529498.7941,549477.8916,548990.2398,532787.876,561762.8895,569319.0296,486679.1173,410511.4635,471949.8635,453281.2196,498783.9615,417039.6832,459105.3431,474945.3035,516321.0055,514789.676,449052.1395,557462.2727,470961.9718,438480.9776,452765.4371,549466.0476,398250.2987,469596.8701,433442.8317,455016.8823,459368.4385,465885.8946,506866.0284,478085.0702,408037.3126,433152.572,444793.3338,504367.2926,497353.3869,417595.4015
AT3G14110.3,| Symbols: FLU | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:4676222-4677602 REVERSE LENGTH=317,12,24,0.038812441,0.509682814,24,0.042762754,0.368312167,541516.7407,487859.8793,473717.5559,378534.4793,471794.6856,509723.6058,45323.63525,32654.04918,49038.2957,27945.34382,40660.8235,54692.47649,12,32,0.19152733,1,26,0.131143356,0.79868199,575832.1599,531681.5059,509246.0476,477914.611,484354.163,471837.0294,18787.27532,24916.70608,28206.9629,30651.26901,32309.49665,28157.53264,3,3,126.88,457408.2362,628802.6248,470697.5202,538843.9972,611831.325,564139.2156,546911.4326,476492.9585,430116.869,421638.9208,486815.4107,534053.9248,612332.9723,331732.3472,403653.1246,465880.7936,335090.7701,352536.1986,395827.0713,343337.5631,454294.5727,423257.6113,419691.0456,603076.3239,458653.8746,587472.2614,500006.5592,449788.8509,416609.433,594740.9246,565700.8172,555050.1146,644876.768,579466.1519,534066.9477,433091.9898,545505.7421,564707.8283,551360.4762,563741.4933,443056.3445,572282.6893,503604.6514,560752.2801,466534.2726,427783.0147,441674.0973,422177.4931,552049.3427,545889.1075,423438.4663,574388.1347,448848.432,465133.9539,509961.8283,361112.8866,435738.3474,615813.1799,497024.2077,449496.5253
AT4G23400.1,"| Symbols: PIP1D, PIP1;5 | plasma membrane intrinsic protein 1;5 | chr4:12220792-12222155 FORWARD LENGTH=287",20,28,0.071178985,0.595572838,26,0.003104463,0.163501743,134818.9775,116527.8923,144076.8834,100863.6472,100014.1953,126509.3607,6908.029688,3508.455908,16722.91135,6250.210869,7798.17982,3065.711273,16,32,0.089676185,0.947862246,26,0.162188135,0.818917831,117572.167,132105.8836,127359.7942,121120.2828,109229.9371,89677.85214,10430.30226,13395.58106,11089.66882,17551.09148,11920.39588,6613.095788,3,1,147.03,142101.6337,139037.3741,112578.7507,141337.5224,139039.6065,114774.3639,127158.9588,112936.9909,122429.2316,105339.9163,115721.3737,125447.4323,203549.7707,158167.9321,117497.9082,117044.1944,96042.4415,87584.97421,105983.6889,97662.93697,129099.7239,73516.08267,101782.7739,102668.0515,93004.34482,125240.3495,147414.6331,115017.1678,125574.6563,119299.9969,150621.4892,118737.6972,123805.984,86734.16089,107961.5037,99263.61986,180631.5947,121775.1178,133578.193,125280.8927,124445.4028,157096.5773,157276.7285,83563.14257,114417.1198,155657.8626,82043.37355,144690.9172,100586.6534,122622.6073,119265.4669,122672.9452,122839.6215,110462.8515,70908.80024,81642.22333,94050.98924,115330.1511,92170.6294,65195.26763
AT5G14200.1,"| Symbols: ATIMD1, IMD1 | isopropylmalate dehydrogenase 1 | chr5:4576220-4578111 FORWARD LENGTH=409",32,20,4.96588E-05,0.023476195,26,0.00037423,0.050681477,147631.6272,133001.935,110840.8405,147399.2028,176928.7694,201992.8546,20536.23627,23128.59325,6757.630951,3319.495961,8571.115607,14207.10341,16,12,1,1,24.18181818,0.750774665,0.99615712,148769.0097,215431.4824,170424.1961,163544.6099,177356.387,173918.5654,8773.448039,52493.95265,9663.43478,30208.72003,18802.27253,6745.094964,7,2,387.44,129654.7874,213644.2523,141089.6396,127161.0171,126608.4395,203674.4665,115733.754,110173.9497,133691.0603,101736.4442,103821.9728,122506.658,130430.3023,93697.35449,103747.915,147894.4967,123374.8508,154868.9777,162193.7491,148663.9395,195539.575,130701.6989,183375.0168,167466.2999,207561.2566,204706.6664,183344.7066,218421.7918,179099.8835,224391.2246,121062.6613,175926.0064,144533.3168,152732.2295,149590.8343,123209.403,142927.553,274890.7668,141032.1293,395097.5597,193173.584,167434.1859,162662.9487,182280.0414,146570.2203,148977.5403,145357.5289,89742.20264,236012.1954,197633.582,167352.5721,170201.7358,168162.0134,147145.3771,233920.2367,174173.6942,144632.1409,247976.7596,156182.1003,146628.1318
AT5G63890.2,"| Symbols: ATHDH, HISN8, HDH | histidinol dehydrogenase | chr5:25565600-25568104 REVERSE LENGTH=466",32,24,0.007556993,0.255183463,24,0.010122617,0.272889252,232354.1356,215110.0441,205974.5948,178761.8577,223621.3323,244247.4412,17812.93086,14225.78496,14093.705,4886.518582,13952.1264,25236.89765,20,24,1,1,24.18181818,0.433576365,0.954152035,212262.8724,206139.4545,215892.5746,189351.4373,206180.6582,191450.3751,4108.240471,15693.3556,15107.89901,15383.32543,9165.822866,14130.91977,1,1,44.25,201698.6704,229244.6137,220472.3597,225772.2366,284582.7977,251144.7934,210915.2488,227502.233,191861.7561,194126.1891,197137.4681,249430.6175,224213.209,167787.3437,191304.3357,180809.2628,162554.7418,174682.7658,178797.0254,196965.4925,232745.8588,221288.2848,192944.3225,258232.4407,212895.7549,260582.538,260055.7392,197327.4699,221179.6302,282091.8288,206922.7775,220372.1088,200302.932,222243.4785,211473.0655,162456.6003,191981.6241,224909.1622,196508.012,254841.8741,182376.5159,255501.8026,212941.8505,219127.9284,209514.7758,188921.3556,155697.0393,171736.2552,227346.3976,203056.1387,188499.1752,199716.5406,207594.5902,203477.6713,231615.3139,165624.0911,227162.609,216026.8834,171873.4255,176564.8666
AT3G48730.1,"| Symbols: GSA2 | glutamate-1-semialdehyde 2,1-aminomutase 2 | chr3:18049697-18051550 FORWARD LENGTH=472",12,24,0.416773061,1,24.66666667,0.280233749,0.655055573,3831542.986,3770027.199,3499362.782,3185045.66,3618674.275,3598736.773,277959.8148,314243.768,286661.828,153701.4678,134506.2178,127552.1052,28,16,1,1,24.18181818,0.868830893,0.99615712,3251085.156,3072841.56,3166471.561,3101303.993,3266018.983,3119933.577,81960.85934,116081.6377,182298.3696,134182.3815,179044.2993,83408.65328,16,7,1077.18,3695190.636,4464399.27,3483035.818,4358906.666,3156182.541,4360149.329,4015537.001,4051426.928,3484227.99,2938794.746,2887804.82,3941330.168,4389573.348,3244029.746,3034075.828,3495599.804,3067426.575,2975972.773,3463912.188,2922316.963,3427493.894,3714929.765,3603874.163,3970715.663,3376357.889,3404956.458,3604780.09,3590284.469,3484641.57,3909021.278,3384360.003,3387429.723,3316941.183,2946616.456,3220078.416,2921047.509,3315158.869,2959239.937,3379819.557,2788941.93,3108794.446,3586510.599,3412007.186,2969048.307,2755997.267,3312648.526,2701036.695,3104154.865,3213296.524,3175383.355,3564587.688,3447374.252,3239855.584,3321867.479,2756409.913,2846054.507,2930851.08,3855058.898,3171984.446,2795718.953
AT1G14320.1;AT1G26910.1,"| Symbols: SAC52, RPL10, RPL10A | Ribosomal protein L16p/L10e family protein | chr1:4888270-4889408 FORWARD LENGTH=220",32,12,1,1,24.18181818,0.335080572,0.693184719,776637.1027,1034524.867,909321.6309,1036687.485,1008768.564,1250345.406,110816.225,177381.9956,154579.4249,56182.71561,81932.64711,181201.4224,12,24,1,1,24.18181818,0.881135331,0.99615712,1524909.518,1335447.027,1511614.421,1297672.3,1380585.407,1451961.027,61034.1606,238259.6025,210473.5443,141014.734,241753.6415,81505.58165,8,8,342.38,522280.9692,1006179.67,850344.4786,895257.1703,609123.226,1128522.102,1343238.657,904217.033,1309711.871,486934.6737,391975.6899,911105.8743,807728.7043,1286764.493,1149033.393,1056349.929,1049327.305,944027.8434,950410.2083,1183322.141,988837.0643,1225152.31,937355.5394,747570.1971,1144927.712,1758759.513,1485061.701,817034.6832,1365002.223,825868.9093,1485377.708,1616395.542,1663349.84,1546502.996,1312921.505,2034907.32,1581486.434,1260172.634,1217557.009,583111.7414,2001825.469,2098297.204,1470077.405,766414.6875,1221457.339,859585.1917,1433950.254,1404843.827,1430351.745,1359630.483,1613092.256,1974323.35,1292194.56,1122321.687,900995.181,1437026.358,1481695.786,1573578.578,1574806.57,1192697.845
AT5G41200.1,| Symbols: AGL75 | AGAMOUS-like 75 | chr5:16490544-16491536 FORWARD LENGTH=330,12,28,1,1,24.18181818,0.671899197,0.868977407,122151.5482,60259.54414,72963.71367,58230.61074,51561.94052,57786.19326,77627.22189,11118.90148,16994.77982,8386.901541,8291.575684,16374.58589,12,28,0.764632714,1,26,0.323218454,0.906541699,152535.6171,97910.61966,100934.4091,105797.2456,94211.89352,99958.59527,25431.69566,5466.570113,19612.15646,32630.19393,20621.94597,8123.213514,1,1,20.81,364673.4154,44231.96872,74504.6163,80010.8879,47336.85261,61340.4536,108636.594,36037.59547,71749.05943,23534.0182,110941.2984,37537.48199,30294.59604,77959.97878,108085.2131,33805.02333,82854.87789,50804.99259,49238.39477,74449.76513,46005.64627,45609.78299,43084.30614,45254.74951,77855.21768,88944.72007,47148.73393,33952.81981,83687.12305,35197.56941,108255.1313,178520.7499,114526.2723,120398.6029,240977.3288,116831.3524,99781.19794,91189.95106,84092.3894,97658.2075,136643.5035,138519.7722,76366.43468,89077.96376,64064.37136,211334.6257,66375.0943,102859.2522,83553.78207,64863.47376,90881.21881,134093.3918,148977.478,42149.67914,54957.69991,110995.6756,80450.5017,129780.2012,77369.76762,101196.8302
AT1G07770.1;AT3G46040.1,| Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130,28,24,1,1,24.18181818,0.480375622,0.775268803,853649.0004,880157.3089,943162.322,822992.8969,1087729.737,933588.733,41471.39841,25367.12996,43278.87186,99864.50059,43957.57416,98618.8909,32,12,excl. 1,excl. 1,24.18181818,0.971000649,0.997297029,701794.1994,702008.1741,702959.0076,723239.1939,735040.7929,762162.1721,68043.21062,40410.05243,35244.59304,97337.34336,66482.4403,62417.92183,4,3,151.16,727588.6547,836638.6516,892932.4527,898898.6269,912186.6161,855186.0813,952786.4374,933332.1736,813836.6625,845645.1894,1099377.344,905851.3933,874855.4918,864384.1994,971343.1818,1146785.553,593032.9385,751411.7102,918361.9823,705372.3007,843388.4872,1918548.721,859724.4521,1008022.305,808964.7199,863856.0906,1005351.727,747765.0618,966599.6598,1084371.126,817564.4606,471185.8202,620074.4191,796993.6886,803152.6083,713151.3089,778086.5217,721639.1541,750201.977,546961.909,718814.2067,847421.6933,757633.7084,507247.4038,683678.026,782154.4723,961195.1594,579220.9273,541388.6996,752236.711,732196.7879,910485.0462,613123.6082,820788.7916,598609.7307,612557.3995,868247.2497,793413.1368,849798.7666,686794.3081
AT5G41670.1,| Symbols:  | 6-phosphogluconate dehydrogenase family protein | chr5:16665647-16667110 REVERSE LENGTH=487,12,20,0.112257833,0.726984799,24,0.108636258,0.518837144,321377.2571,278292.6729,246018.2065,256568.216,293290.1713,296743.1438,28191.95053,27753.95553,17521.26096,22811.5264,20947.33607,30277.97275,20,24,1,1,24.18181818,0.718986722,0.99615712,316101.528,324651.9211,340228.8722,303629.1862,330514.3407,307182.578,11911.34418,17219.92409,32383.35527,19483.1765,16212.94816,18992.83328,7,2,329.45,388069.8594,350623.8753,257665.9818,304769.564,305757.0049,346202.7239,269053.5343,305700.3944,225328.6108,245178.1007,265041.7664,278155.6616,276951.5076,219437.775,190504.3217,321716.7113,259836.2122,220522.1238,230909.6269,249856.4058,307027.7301,307632.1386,237017.8501,335352.639,279420.4988,342019.2383,277546.704,289821.2734,234743.7055,339584.7976,280091.5034,339688.0763,295400.5592,334588.6822,330738.8189,367643.4682,292808.7173,326619.6176,279503.968,356683.8343,287784.017,429474.7529,341164.25,345802.7734,296918.5675,340397.2624,247236.6606,281074.0931,301537.482,347900.4332,365126.4695,356978.2191,296704.4351,292694.1319,341068.4477,334589.5566,276166.8376,362816.116,313077.0694,249263.3102
AT1G75690.1,| Symbols:  | DnaJ/Hsp40 cysteine-rich domain superfamily protein | chr1:28422273-28423170 REVERSE LENGTH=154,32,24,0.043965659,0.516391687,24,0.030075501,0.337415089,304717.1273,265921.9554,281776.4241,219788.6855,284512.1457,314141.7473,27630.91135,13760.88429,28027.8469,9252.597394,33829.91417,6279.745877,20,12,0.112257833,1,24,0.162833345,0.818917831,220722.435,277918.8444,285584.8572,269223.8593,244357.1728,235621.4704,10871.42835,23029.1895,12472.15734,41740.18993,16948.33614,19594.55044,1,1,44.42,363169.7648,316574.584,231054.6085,324759.5071,288027.1723,289098.2987,303541.4431,262242.8241,252268.5058,222458.7052,260150.6376,298534.4083,358673.398,188948.7501,302574.9266,251570.882,202164.3732,218838.5587,211348.0145,215021.599,280182.993,258455.9728,208795.4907,373078.7635,302047.5085,294859.2336,293594.7498,332076.6529,335190.0449,314988.0554,212772.4025,187305.9895,248492.1606,240175.9236,214865.6985,255672.3002,257351.6689,215357.03,341165.2984,320047.9242,285962.1442,256752.1312,308085.5173,320375.4634,256749.0299,374673.6114,190847.1294,301704.3221,218161.1308,260733.1026,280847.5893,235732.0577,259736.7962,246870.5916,198598.8293,270243.5442,208200.6957,254651.8442,257170.1579,187841.1098
AT1G76680.2,| Symbols: OPR1 | 12-oxophytodienoate reductase 1 | chr1:28776982-28778271 FORWARD LENGTH=397,28,16,0.416773061,1,26,0.188013821,0.571272764,6385.813692,4421.6428,8205.63961,5853.999327,9968.701171,9310.36744,510.4767798,906.1707591,1899.679477,1538.623825,2139.057403,1238.478409,28,12,0.82943527,1,26,0.433073528,0.954152035,3063.07701,3818.071518,3469.883303,4701.878988,4923.97156,3860.382876,855.8829086,771.6678511,1337.056301,421.3898358,1455.145803,662.4935727,2,1,45.15,6941.821917,9020.224638,6854.554435,1104.930697,8007.536771,5012.602857,8339.222902,3604.751399,864.1053655,4287.531479,8514.256699,14451.6215,9508.721745,3777.545262,4776.052841,9739.352827,5462.271516,4176.921682,7053.833142,2837.617467,14890.48926,14657.53952,4917.69368,7320.542005,8057.241387,14085.57867,11643.60256,9216.430005,4955.818104,6650.407863,2876.880219,1488.615648,1905.513063,2713.991608,6330.384514,2588.213893,4413.72798,6426.871756,2028.677965,3632.865995,567.8328178,4526.179371,3761.986623,1437.068788,7056.348917,4821.623088,4401.524984,5146.659718,3218.646131,5920.941019,4595.589998,3941.385602,3542.851589,9524.956753,3015.073859,4233.386953,4730.309341,2647.03712,5384.824555,2306.356409
AT5G14590.1,| Symbols:  | Isocitrate/isopropylmalate dehydrogenase family protein | chr5:4703533-4706627 REVERSE LENGTH=485,28,24,1,1,24.18181818,0.615575672,0.842491863,43305.90576,43461.6641,43803.50135,32387.62805,45218.53137,41809.55108,5370.398643,9533.620819,3678.018455,3415.61289,9102.319027,3782.948401,28,20,0.079958785,0.933839636,22,0.002387494,0.27373985,36839.84742,47196.44542,24608.25728,37290.56558,50987.93545,46998.33401,6817.240418,5399.06428,3403.810683,6780.157695,3060.23531,5262.945615,5,2,199.97,46033.83255,42196.52843,30663.24199,40952.04983,56683.87603,72656.20552,40883.9264,34985.34605,33043.74406,35739.09849,58115.20677,42232.14606,37211.02242,40057.48421,41401.64731,36920.92088,34039.84349,36147.99896,22098.29865,32731.07827,51661.4603,55136.17445,16641.74656,44767.11946,57886.15606,51917.20342,46168.4994,30389.70784,43493.26229,37079.08245,63704.16566,31432.63859,32990.27089,25946.34542,30125.81652,58841.39271,53230.56041,52500.04054,27999.4964,43410.73704,23857.57581,34003.63969,17563.07276,23847.95608,23769.04206,46207.56524,27248.93432,22169.74047,49411.33793,41415.24995,45729.38576,57618.08608,53878.9614,44747.25748,52965.9865,58407.2975,41742.06274,43355.62927,36395.67667,55091.00384
AT3G01540.2;AT5G14610.1,"| Symbols: DRH1, ATDRH1 | DEAD box RNA helicase 1 | chr3:213077-216142 REVERSE LENGTH=619",32,12,excl. 0.31475065948434,excl. 1,26,0.042063616,0.368312167,71258.50311,73198.08177,73556.25162,79279.18204,81133.87325,92127.08267,2172.412652,3361.971197,3015.027118,5500.141516,7026.572284,8308.64682,20,12,0.15538942,1,26,0.2057967,0.867447151,75334.62152,80932.74513,95949.3794,86841.61957,91581.92449,87859.77376,4081.217893,5487.867012,2035.009499,6811.775805,2343.132153,6827.48059,2,2,83.08,78007.24741,67649.05665,74904.11157,61823.13253,73908.96738,73229.58345,72559.26982,68557.82377,82908.28783,68735.444,65735.45669,80609.42763,80424.89986,72103.55379,68907.92013,83353.60608,73239.72801,94169.82624,77829.83003,67802.91983,70850.76215,83074.69396,77251.86138,101350.7247,73141.32408,115081.8787,82980.66894,72928.51065,87942.98525,101701.3698,63125.48785,81959.58148,85454.99927,69360.9068,76772.13223,87602.36985,63130.67191,95200.0126,75336.22185,83394.44945,82100.5129,89662.46596,91451.84718,128047.5399,88484.53107,70685.4932,71113.22527,96048.03176,92702.37649,103658.9711,93772.18142,85083.30029,95908.22017,95003.18808,88142.73251,88223.87871,90720.33346,105544.4615,91734.17739,63076.01775
AT5G24020.1,"| Symbols: MIND, ARC11, ATMIND1 | septum site-determining protein (MIND) | chr5:8116731-8117711 FORWARD LENGTH=326",28,32,1,1,24.18181818,0.165908131,0.560644941,2862.112089,3032.123947,3271.220265,2508.232069,3664.025762,1524.307588,1676.210139,332.2903286,881.4080608,574.3417073,397.9795468,834.6821314,32,16,0.751156033,1,26,0.154668058,0.79868199,989.0389093,239.1414392,763.6020937,1158.608108,1404.914533,1905.667441,306.8051677,11.59057416,41.05379463,242.9104502,421.5478607,587.6145394,1,1,38.96,308.1398739,590.9808444,6633.539168,964.1324195,5813.768138,,4177.439219,2167.837572,2495.837697,3287.381302,1495.13987,6515.045287,3160.919464,1911.598979,3273.397727,3931.425887,3008.801453,1284.885779,2514.193849,1801.853378,4062.28331,3707.848329,4190.768783,3885.219012,2474.009375,287.4886751,,267.9356215,2728.466765,2813.33929,411.4015563,1277.535267,502.1401517,696.0654274,2058.052145,,238.0292134,219.6452095,259.7498946,,,,820.6435329,567.4116261,902.7511221,,912.1568999,,426.3359996,2137.331425,641.3487537,248.3655163,3687.423287,2074.7727,372.662409,1998.893492,2588.708123,345.981734,3706.195001,888.5588557
AT1G61900.1,"| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: anchored to plasma membrane, plasma membrane, anchored to membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13",32,24,0.259165813,1,24,0.295363886,0.667882889,37307.07221,35824.44462,29255.05844,26985.42787,32623.65464,38468.46575,8168.682766,3418.223495,2877.007198,3329.051788,3725.502851,2446.056397,12,32,0.89855873,1,26,0.138781176,0.79868199,49227.39515,43427.69024,40770.97058,41083.63045,37097.9772,33886.17487,4510.757623,3433.142521,3668.480316,6645.17393,1249.869579,1877.539509,2,1,54.03,35045.6429,63563.61027,25733.2373,26364.90843,35827.96216,29060.33358,44319.36825,33389.24364,43467.74542,28885.53223,25709.44836,36898.66504,31613.31362,31864.07123,20189.79394,24234.66279,25220.88366,25614.86862,22613.90492,37242.81933,27669.54572,17275.45248,37485.19589,34956.1912,45731.88793,46545.9085,29704.38643,36617.72774,43571.98955,35902.31656,39382.26406,50673.7653,53808.24612,39311.63702,62961.06323,42746.04565,34945.85435,37144.50133,49643.55824,52658.49162,53003.70824,45621.31963,36603.6943,29501.5933,39124.53746,39448.57543,46741.65545,27326.2224,59053.0752,32848.62379,37714.45356,32446.56399,46804.34576,35711.61095,32812.91176,31722.1339,32447.3656,39344.1354,28415.75577,37501.4837
AT5G42740.1,| Symbols:  | Sugar isomerase (SIS) family protein | chr5:17136080-17140622 FORWARD LENGTH=560,12,20,0.499058327,1,24,0.121019384,0.539697945,529197.4507,405153.0544,372399.9979,385983.5014,441741.8772,413852.7233,44055.32845,41088.48092,48067.08903,53451.66293,43810.34789,64258.06259,12,32,1,1,24.18181818,0.362723793,0.926008496,380084.1461,356227.4772,372652.7905,366608.4018,377238.3294,321186.5595,19151.74659,7815.837276,29680.0872,31349.84667,21469.85431,8827.39097,5,5,197.98,611049.1481,584926.2271,528603.2025,508782.6808,412625.9951,506152.5625,328514.5922,483923.3356,352203.6438,354971.138,318208.389,458690.7429,515470.7972,287514.2074,282115.8532,529151.6365,390835.219,321697.7027,288639.5724,399593.3762,526531.2385,433845.8458,376031.2235,511907.0369,360394.0414,399106.7118,373503.3958,497304.5867,303705.2888,495643.6332,320194.5799,408969.2173,430646.5136,379439.5477,361170.8717,341599.0967,354136.8244,337444.7664,370783.92,377172.7785,331766.698,386691.327,459945.6523,347436.2103,337424.065,374971.5825,289985.9178,384761.5716,441994.316,341328.621,375449.9164,370399.3421,295233.5452,383467.4337,461641.4098,291287.1674,285385.3513,398298.6654,324989.5344,305972.0789
