CycID,ARS_pvalue,ARS_BH.Q,ARS_period,ARS_adjphase,ARS_amplitude,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,Time_point_2,Time_point_6,Time_point_10,Time_point_14,Time_point_18,Time_point_22,Time_point_26,Time_point_30,Time_point_34,Time_point_38,Time_point_42,Time_point_46,UNIPROTKB,GENES,description
Q5M9K7,0.031564907,0.247369192,26.26315789,24.69714167,7.115613876,0.558904371,1,24,4,7.652828082,0.614579213,1,25.40540541,25.16978242,53.77858484,0.170862828,0.831463267,25.22285443,0.722329875,44.69133787,6.564815085,0.146892337,51.06615511,51.01314927,51.6139146,43.34807373,46.51707554,57.69897382,51.18934946,48.9494799,38.02060535,24.64745229,32.58335789,36.00233918,Q5M9K7,Rps10,ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1914347]
P00493,0.055992786,0.295582624,20.36734694,4.194130246,3.073729663,0.377646329,1,20,6,2.644379918,0.512786674,1,20.24615385,3.834338733,18.12335231,0.170871565,0.831463267,20.20450026,4.672501581,17.40725096,3.085888874,0.17727606,18.59763237,20.33731571,13.74470003,19.76404891,14.58231769,18.49310055,18.65596822,18.12734851,11.79792697,14.7533826,22.4400087,22.31005632,P00493,Hprt1,NA
Q9JHU4,0.040740061,0.2714709,22.81142857,10.85663259,41.16288288,0.558904371,1,24,12,13.82676304,0.496963488,1,22.76816609,10.9196342,255.9836217,0.17566294,0.845288787,23.19319822,11.25268556,215.4363135,41.06843819,0.190629135,173.6598892,189.5504,266.2637014,189.2916522,206.5329631,182.852745,214.0528599,214.2212391,328.215315,212.5995015,217.4002249,174.1595381,Q9JHU4,Dync1h1,dynein cytoplasmic 1 heavy chain 1 [Source:MGI Symbol;Acc:MGI:103147]
J3QN06,0.057873613,0.295582624,21.34759358,19.51970592,1.438621628,0.46827535,1,20,0,1.223982581,0.418722388,1,20,17.84500068,2.271559641,0.175983562,0.845288787,20.44919786,19.12286776,2.086722808,1.490730186,0.714388217,4.698089164,2.054400888,0,2.901973239,2.703820416,1.730972766,0,1.53164089,0.913791831,2.78841859,4.386770685,1.496381539,J3QN06,Carkd,carbohydrate kinase domain containing [Source:MGI Symbol;Acc:MGI:1913353]
A0A0R4J086,0.110208964,0.349151377,21.34759358,1.727957393,22.1184102,0.15763919,1,20,4,24.3895158,0.65766111,1,20,1.240887656,338.9521266,0.176764731,0.846310883,20.44919786,2.316653027,327.7361653,22.42780461,0.068432498,341.7800831,355.8143587,322.7376008,335.7953809,319.4696663,364.6141791,320.7050086,306.9596645,306.1032729,277.5959911,376.0098938,337.3046981,A0A0R4J086,Olfml3,olfactomedin-like 3 [Source:MGI Symbol;Acc:MGI:1914877]
P70168,0.04658019,0.279668962,21.12169312,10.02054737,7.387151819,0.805264174,1,24,10,6.826037811,0.306757586,1,22.45733788,8.006259497,67.20870071,0.177569057,0.84743694,22.52634367,9.368353581,62.73498798,8.052938226,0.128364386,52.22556094,70.86698635,76.13769182,53.51532668,63.94464625,58.24728887,61.53515125,70.48846689,68.04079044,62.42639124,54.94762854,56.85680996,P70168,Kpnb1,karyopherin (importin) beta 1 [Source:MGI Symbol;Acc:MGI:107532]
Q14AF6,0.150416356,0.402071646,24,16.01761342,6.502010493,0.15763919,1,28,18,8.376338409,0.492766785,1,28,15.76938231,45.31029679,0.179336822,0.853139068,26.66666667,16.66162383,34.56507107,8.392566108,0.242804827,23.08367211,29.74894193,38.67980213,54.20887746,42.10402907,34.42044773,38.66925638,26.09390461,30.8351276,29.41256836,34.61727634,34.61950487,Q14AF6,Snrpd2,small nuclear ribonucleoprotein D2 [Source:MGI Symbol;Acc:MGI:98345]
Q543N5,0.057703304,0.295582624,23.20930233,3.036511335,8.116260128,0.558904371,1,24,2,10.02417732,0.365288199,1,23.41637011,3.172653907,89.06868877,0.180290597,0.854944901,23.54189081,2.74523944,87.12164359,8.517845553,0.097769569,99.33592676,105.6520719,75.60382645,87.04541085,77.95112343,91.72965793,85.30485765,91.2768474,84.96103508,76.56868444,78.10417778,93.59915423,Q543N5,Clic4,chloride intracellular channel 4 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1352754]
Q3TBG7,0.144217325,0.394741905,27.91608392,19.62491861,9.362476769,0.096845539,1,28,22,5.266733414,0.869096452,1,28,18.00424862,116.6862891,0.183794847,0.868795326,27.97202797,19.86872123,104.1588648,10.25712704,0.098475795,110.4056477,89.95995989,93.89320873,132.3941464,102.1405689,117.5875754,102.2984383,95.42767799,93.25717215,98.65322607,96.80984451,106.0574886,Q3TBG7,Ang,"angiogenin, ribonuclease, RNase A family, 5 [Source:MGI Symbol;Acc:MGI:88022]"
Q9DBZ1-2,0.079413335,0.322928425,20.06030151,4.231935473,4.140128207,0.247873828,1,20,6,0.450291311,0.625362362,1,20,5.999941194,22.87243804,0.18545764,0.871124374,20.0201005,5.418890344,14.46318853,3.919084087,0.270969578,18.59451414,19.14891773,14.78343108,4.470909442,14.59034787,10.80071623,15.22715594,10.53393236,14.38465389,15.16441206,18.45774713,23.09772845,Q9DBZ1,Ikbip,IKBKB interacting protein [Source:MGI Symbol;Acc:MGI:1914704]
Q99KI0,0.061407248,0.30351793,26.97297297,22.23307985,33.52374471,0.377646329,1,20,4,19.71386332,0.550428153,1,25.60311284,21.89990061,384.4417827,0.18981663,0.888795477,24.1920286,22.30953323,339.0284722,32.82678087,0.09682603,339.371432,347.3604835,313.1576913,312.800934,357.5448247,437.2599076,340.5031839,311.4918192,307.2432004,334.5844076,324.7624212,339.2772398,Q99KI0,Aco2,"aconitase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:87880]"
Q9Z2X1-2,0.122812624,0.365735994,21.23404255,6.154934596,9.545579833,0.15763919,1,24,6,8.457895563,0.667084201,1,20,16.99131922,89.84726902,0.191241637,0.89175917,21.74468085,4.454227289,83.9827124,8.480651311,0.100980917,86.05948836,103.1842116,83.91866257,72.03256583,65.00007799,73.25557173,92.69324715,88.75498105,87.74189367,79.00782619,100.9365661,82.78592813,Q9Z2X1,Hnrnpf,heterogeneous nuclear ribonucleoprotein F [Source:MGI Symbol;Acc:MGI:2138741]
Q58E64,0.082082632,0.325922769,24,6.369585649,216.8486631,0.377646329,1,28,6,66.02146258,0.42692521,1,28,3.291541727,4062.834094,0.19424298,0.899657537,26.66666667,5.324073028,3772.403882,272.4267862,0.0722157,3816.041467,3916.517358,3632.172285,3691.550203,3176.870762,3745.668565,4068.955313,3895.208145,4107.528053,3932.776749,3805.596643,3588.223242,Q58E64,Eef1a1,eukaryotic translation elongation factor 1 alpha 1 [Source:MGI Symbol;Acc:MGI:1096881]
Q60692,0.109226599,0.348792162,22.42696629,19.2809092,6.263099162,0.247873828,1,28,18,5.928539487,0.490023666,1,22.92682927,18.53458838,114.033433,0.194553208,0.899657537,24.45126519,18.91548428,107.9811392,6.817696707,0.063137848,110.7078093,101.2859361,94.52082969,114.8470498,119.5251925,104.7796784,111.7949601,100.6408269,103.2189242,113.5775339,106.2705623,114.1852954,Q60692,Psmb6,"proteasome (prosome, macropain) subunit, beta type 6 [Source:MGI Symbol;Acc:MGI:104880]"
P63321,0.217887605,0.47637863,24,3.866156234,2.770835139,0.15763919,1,28,2,3.77374791,0.396425308,1,28,26.84824917,24.19038595,0.1977954,0.911818423,26.66666667,1.716399409,20.82592416,3.791573338,0.182060268,23.44700263,22.72965304,18.32144981,13.51134445,18.00891377,21.76641012,24.05522625,25.31901757,21.31108193,20.41086313,24.05332572,14.4610876,P63321,Rala,v-ral simian leukemia viral oncogene A (ras related) [Source:MGI Symbol;Acc:MGI:1927243]
A1BN54,0.078438125,0.32174757,23.90419162,7.092559654,7.231635939,0.377646329,1,28,6,6.080352603,0.462413253,1,23.75451264,6.729022894,88.06204038,0.198544542,0.912446987,25.21956808,6.682075824,81.82689748,8.154243826,0.099652365,74.95968312,94.65884227,90.24506278,67.7213505,79.7744484,76.05864265,85.97271683,90.87903255,87.79730995,78.65827568,83.24244502,73.9325795,A1BN54,Actn1,"actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]"
Q8CGC7,0.076102163,0.319796944,26.97297297,8.6036916,6.538868298,0.377646329,1,28,8,2.226254657,0.498905082,1,26.42570281,8.67286182,121.9992409,0.204379938,0.933198328,27.13289193,8.437931001,117.4663121,6.762481346,0.057569538,117.1941582,121.7067437,129.3182556,111.4521574,118.1606046,108.7014975,120.4482899,110.4059416,130.1381407,122.8064607,116.4281549,111.8250512,Q8CGC7,Eprs,glutamyl-prolyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:97838]
Q544Z7,0.043013815,0.272542854,21.12169312,1.96023446,2.922915195,0.805264174,1,20,2,2.693720554,0.417287706,1,20.88888889,4.222163417,10.57953562,0.205417752,0.933198328,20.670194,2.708873248,6.066946156,2.930718249,0.483063171,12.02137287,6.500350398,3.786554109,2.899288734,2.842859156,8.816887469,5.713349355,3.844000436,4.407455486,9.025321945,6.152936133,11.06668314,Q544Z7,Apex1,apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042]
F6TMZ3,0.020835732,0.220031239,24,5.468779669,1.50198423,1,1,28,2,1.532242056,0.696871183,1,28,2.628613368,3.788420373,0.206009701,0.933198328,26.66666667,3.454372794,1.84441802,1.796510547,0.974025697,2.189804829,2.144030164,0,0,0,0,2.873861784,3.509174265,4.933580096,1.578711909,1.714483025,2.891167269,F6TMZ3,Man2b2,"mannosidase 2, alpha B2 [Source:MGI Symbol;Acc:MGI:1195262]"
Q5ND42,0.070797149,0.312809957,20.68393782,6.890185932,4.696366368,0.377646329,1,20,8,1.926338047,0.543843726,1,20.12232416,10.17194133,29.40585186,0.206193586,0.933198328,20.26875399,8.354747257,27.19216495,4.368382774,0.160648583,26.47402403,34.55936943,28.14541457,25.7925088,12.88568187,29.26828019,27.94910122,30.02241294,27.29815955,26.53281211,29.09834828,29.22355235,Q5ND42,Pitpna,"phosphatidylinositol transfer protein, alpha [Source:MGI Symbol;Acc:MGI:99887]"
Z4YKV1,0.07240332,0.315229659,21.12169312,11.06423947,18.65215523,0.377646329,1,24,10,9.818431136,0.544872834,1,20.88888889,10.41266793,166.9872971,0.209379341,0.943687731,22.00352734,10.56202364,155.7430518,18.88461435,0.12125494,126.7201746,149.7823094,188.4127088,148.8741901,170.8709586,117.3383359,169.9230479,173.0456298,166.6438516,147.7746223,158.1943976,136.8628247,Z4YKV1,Gnas,"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus [Source:MGI Symbol;Acc:MGI:95777]"
P70663,0.076206364,0.319796944,24.64197531,23.38723113,74.21880966,0.377646329,1,28,24,37.76066863,0.521424519,1,24.46096654,0.755629572,518.32675,0.210330824,0.943687731,25.70098062,24.31019908,471.5957339,72.92694397,0.154638685,501.9560768,423.522658,373.0684368,464.697516,379.6363494,640.6183061,442.6131755,487.0904451,447.3025535,348.4455919,540.2466715,547.4104386,P70663,Sparcl1,SPARC-like 1 [Source:MGI Symbol;Acc:MGI:108110]
E9PXX7,0.026397357,0.231261157,21.57837838,20.54495822,17.63212095,1,1,24,0,16.57544529,0.570908045,1,20.88888889,17.98973639,327.5403843,0.210897705,0.943687731,22.15575576,20.78753996,315.3239324,18.40184893,0.058358555,347.5816945,306.7845697,312.3846964,313.825192,332.5809277,334.4741343,297.8513992,304.1189738,302.7730015,293.5104988,340.9496795,307.5386922,E9PXX7,Txndc5,thioredoxin domain containing 5 [Source:MGI Symbol;Acc:MGI:2145316]
P28481-7,0.023598754,0.225247079,22.55367232,18.41665961,4002.602862,1,1,20,18,2295.370985,0.64113642,1,20,17.80597479,80035.36416,0.211421258,0.943687731,20.85122411,18.12366526,74860.27882,4077.093599,0.054462709,78143.07605,73768.63802,74151.24678,76459.94035,84857.16496,75905.09789,73152.57249,66959.1835,74404.89804,73450.87787,72725.75262,73183.85403,P28481,Col2a1,"collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]"
Q3TJ39,0.070497595,0.312809957,22.42696629,13.11810893,4.475992652,0.377646329,1,24,12,3.553384012,0.581359029,1,21.57377049,14.22861454,39.36252042,0.214457432,0.949702413,22.66691226,13.18397803,33.71206042,4.474229907,0.132718969,25.67205975,34.70993572,39.91205749,37.0922046,43.53646787,29.64618722,32.10546538,36.00322894,34.30278379,30.95334514,31.98919604,25.58360625,Q3TJ39,Rab5c,"RAB5C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105306]"
Q8R164,0.186728176,0.439850733,24,3.814752175,0.760307244,0.15763919,1,28,0,0.644348837,0.528485772,1,24.64419476,1.262349924,4.590960954,0.215140523,0.949702413,25.54806492,1.768741756,3.239461282,0.858115585,0.264894533,2.988435789,4.204204446,4.200572706,1.833217234,3.362699204,4.294069684,4.48286359,4.644885804,2.472955603,2.163678797,2.006332427,1.756892571,Q8R164,Bphl,"biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen) [Source:MGI Symbol;Acc:MGI:1915271]"
Q99LB4,0.078945567,0.322928425,22.05524862,0.396353067,6.838651944,0.377646329,1,24,0,4.397353067,0.535338169,1,22.30508475,21.58445634,114.0249684,0.218619909,0.957762164,22.78677779,22.67833224,111.4696687,6.887343298,0.061786703,118.9798077,113.4895729,101.1767512,117.0496129,103.581623,122.8900527,107.9362569,108.4316969,99.49279533,113.0643912,113.160533,122.4153938,Q99LB4,Capg,"capping protein (actin filament), gelsolin-like [Source:MGI Symbol;Acc:MGI:1098259]"
Q8R2Z5,0.036926136,0.257188494,21.46236559,4.2993923,9.298379172,0.805264174,1,24,2,9.147762069,0.542857395,1,20.75709779,6.330521441,57.66370762,0.220171168,0.961392576,22.07315446,4.339355087,56.24120721,9.486362059,0.168672803,64.18429475,61.81340731,50.15265989,48.63855341,36.50502971,60.90088787,53.60723447,63.06151683,48.54872011,59.52673389,58.62465568,76.42656319,Q8R2Z5,Vwa1,von Willebrand factor A domain containing 1 [Source:MGI Symbol;Acc:MGI:2179729]
Q8R3B1,0.016933409,0.214885304,26.97297297,2.027939898,12.83683809,1,1,28,2,9.611789991,0.961282747,1,28,2.350562717,282.8235734,0.221324663,0.963603579,27.65765766,2.125584246,263.8131872,14.25536792,0.054035843,260.2526436,259.8407915,238.7798914,253.2908008,247.3676394,246.7187733,278.3385888,288.4419598,280.4996744,260.844389,267.2945563,277.9914728,Q8R3B1,Plcd1,"phospholipase C, delta 1 [Source:MGI Symbol;Acc:MGI:97614]"
P14106,0.032493481,0.247515447,22.68181818,1.057984413,6.00756594,0.805264174,1,24,2,4.295764003,0.655385869,1,22.92682927,2.000059461,34.9685012,0.228615163,0.992443082,23.20288248,1.680642033,20.94838534,5.786320126,0.276217953,36.85913158,26.20251939,22.95887856,20.69682556,21.56400953,24.770023,19.06386095,14.12733552,16.97412908,5.855027131,17.4389962,27.20554526,P14106,C1qb,"complement component 1, q subcomponent, beta polypeptide [Source:MGI Symbol;Acc:MGI:88224]"
Q3U9V5,0.024990376,0.230496514,24,4.304409012,258.7511202,1,1,28,0,321.9730297,0.707690867,1,28,2.224915969,2804.405483,0.233017881,0.999134346,26.66666667,2.290128073,2547.906506,290.0207461,0.113827075,2498.678227,2770.319508,2303.699523,2093.673364,2103.427027,2551.753978,2728.457499,2941.273187,2681.808531,2435.269398,2813.837426,2505.461706,Q3U9V5,Mmp13,matrix metallopeptidase 13 [Source:MGI Symbol;Acc:MGI:1340026]
P26043,0.042655984,0.272542854,20.26395939,5.756516652,6.735167752,1,1,20,8,7.09105649,0.416795885,1,20.49844237,5.396608072,74.06469426,0.233777047,0.999134346,20.25413392,6.376149612,70.16023553,6.714764337,0.095706126,74.30683158,76.0975373,75.0095068,59.5277718,73.09697574,67.90975431,72.47860417,78.70717182,62.45033591,58.13942216,77.37313042,74.08720544,P26043,Rdx,radixin [Source:MGI Symbol;Acc:MGI:97887]
Q99K51,0.06473214,0.309901439,21.57837838,4.988421011,15.97586749,0.558904371,1,24,2,15.14469279,0.492583432,1,21.29449838,6.111817044,241.4772926,0.234120903,0.999134346,22.29095892,4.520657448,241.1898191,16.41677882,0.068065803,255.8345249,263.455966,241.1382505,216.9290959,240.2733054,227.9590902,229.9084041,263.6840853,228.3384628,224.8409344,242.1521957,269.7567443,Q99K51,Pls3,plastin 3 (T-isoform) [Source:MGI Symbol;Acc:MGI:104807]
A2AKI5,0.06638026,0.310818261,22.05524862,3.15633593,25.21048436,0.377646329,1,20,6,7.754006382,0.711210928,1,21.29449838,6.284086119,262.7667974,0.234182597,0.999134346,21.11658233,5.237217565,251.8856503,23.82533623,0.094587906,266.0885814,276.468906,197.5396275,236.1865336,197.8468261,270.3952591,275.4740299,240.7033053,264.5082089,259.4341,263.9039951,298.6620311,A2AKI5,Itgav,integrin alpha V [Source:MGI Symbol;Acc:MGI:96608]
P26041,0.019366176,0.215073354,22.55367232,4.019761909,35.56763412,1,1,28,0,38.15611361,0.928799131,1,21.71617162,8.538879806,1155.227995,0.235464631,1,24.08994798,4.46924009,1127.850903,35.51614148,0.031490103,1135.752904,1109.877781,1067.65106,1102.849066,1052.275025,1111.312277,1156.451335,1157.534844,1140.925239,1130.728626,1143.64897,1224.580967,P26041,Msn,moesin [Source:MGI Symbol;Acc:MGI:97167]
P47857,0.045255298,0.277305095,24,6.598216822,11.93907987,0.558904371,1,28,4,6.857843095,0.714245721,1,28,2.345397167,103.6028864,0.236096862,1,26.66666667,4.415859242,85.28699965,13.64578127,0.159998374,81.95555601,75.29946611,91.31793968,74.99345037,58.81594538,90.70940787,95.87958994,100.1248933,106.7885041,90.04860082,77.53660533,81.70239073,P47857,Pfkm,"phosphofructokinase, muscle [Source:MGI Symbol;Acc:MGI:97548]"
Q544B1,0.164997565,0.410838418,24,1.165164239,17.12816959,0.15763919,1,28,0,30.83727189,0.704361798,1,24.46096654,22.56051557,298.9677561,0.238142259,1,25.48698885,25.24610612,285.492012,17.55501428,0.061490387,295.0325137,331.0264313,252.7895366,260.1285336,283.6492129,314.4860412,295.3683167,267.9817639,289.4056958,274.8038839,263.1308115,285.4299543,Q544B1,Aldh2,"aldehyde dehydrogenase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:99600]"
Q8BU30,0.087978586,0.330808371,22.17777778,12.97648167,2.667447641,0.377646329,1,24,12,1.077055096,0.557144566,1,20.88888889,12.85202189,18.68481773,0.239662135,1,22.35555556,12.67993481,16.03539828,2.658308513,0.165777517,15.8210208,11.99832826,19.32652713,14.41683703,17.132049,14.28014382,15.50348152,15.52669384,22.54529399,17.45702322,15.67647746,10.51866585,Q8BU30,Iars,isoleucine-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2145219]
O55143-2,0.114348113,0.353979919,20.36734694,14.60760175,5.17047105,0.247873828,1,20,14,4.61011228,0.660108003,1,20,16.81296091,33.49755005,0.241241665,1,20.12244898,15.1214732,29.32266011,5.210764549,0.17770436,21.20392248,25.48938682,31.45486292,27.72360579,43.88624233,23.82942841,29.42088108,27.19856695,36.16384869,29.44620452,23.17810268,25.09854597,O55143,Atp2a2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:MGI Symbol;Acc:MGI:88110]"
Q3TNY7,0.256567206,0.514831278,24,22.2961415,15.31501854,0.15763919,1,28,22,8.123120038,0.482464895,1,28,21.21204508,202.5925715,0.247532201,1,26.66666667,21.92468872,190.6896008,20.26604711,0.106277673,180.0392547,159.2391816,190.8651758,210.994341,168.2271414,224.9820342,199.3500971,188.2642728,167.5621303,159.8570944,195.1002712,220.630481,Q3TNY7,Grem1,"gremlin 1, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344337]"
A0A087WRJ2,0.034816872,0.254129032,25.75483871,22.64913211,2.76699817,0.805264174,1,28,26,1.564354449,0.700661525,1,25.60311284,21.51016782,12.86868967,0.248545375,1,26.45265052,23.34881475,10.4783214,2.781772736,0.265478852,13.71737531,11.11180208,9.492532632,8.901467939,12.93089141,16.17530206,7.927817702,10.72587637,7.774507798,4.399736224,9.720458506,9.555947406,A0A087WRJ2,Abhd14b,abhydrolase domain containing 14b [Source:MGI Symbol;Acc:MGI:1923741]
O70309,0.058855328,0.299097554,20.68393782,8.955836592,6.505621748,0.558904371,1,20,12,6.928523408,0.599479624,1,20,10.36500391,37.64206153,0.24912622,1,20.22797927,10.46061921,32.26237844,5.857373405,0.181554296,25.58540674,30.78721787,43.21216806,21.85687035,27.61225668,24.97045742,35.47105527,41.13920484,37.62212762,26.09591842,37.245128,31.04998677,O70309,Itgb5,integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614]
A2ASS6,0.105235448,0.348705232,27.72222222,7.165250553,274.9741171,0.247873828,1,24,12,2.263200098,0.764790532,1,20,15.33655302,534.9375091,0.250894157,1,23.90740741,11.93696055,145.4460851,249.7100519,1.716856467,0.824005561,0.978854825,2.525423993,1.068585392,0.900936414,4.234909593,0.942053718,4.929214509,1016.353555,698.4636116,1.442809576,0.584595759,A2ASS6,Ttn,titin [Source:MGI Symbol;Acc:MGI:98864]
P27659,0.101728016,0.34748553,24,14.5971925,137.623828,0.247873828,1,20,14,117.6064466,0.801800013,1,21.57377049,14.31958474,1123.750598,0.252942888,1,21.8579235,14.36967378,928.2120137,131.5319535,0.141704645,751.0487154,969.1278211,1025.969098,1106.323885,1301.359427,755.4140753,863.9729405,758.2914602,936.0561569,917.3693472,749.6781442,873.8442427,P27659,Rpl3,ribosomal protein L3 [Source:MGI Symbol;Acc:MGI:1351605]
E9PV44,0.416977646,0.636599016,24,0.529533861,0.810395051,0.096845539,1,20,4,0.915104735,0.509312666,1,20,2.000059461,4.572768311,0.255589403,1,21.33333333,2.281407233,3.149274078,1.114603356,0.353923898,3.162361061,7.025642375,2.326324899,2.602567115,2.116056368,5.062169168,3.410209896,2.334072291,1.746572422,2.463571825,3.886228355,3.06501153,E9PV44,Atpif1,ATPase inhibitory factor 1 [Source:MGI Symbol;Acc:MGI:1196457]
Q3TS44,0.082322495,0.326005838,24.49079755,0.47780874,6.354268406,0.377646329,1,20,8,2.532451918,0.6618646,1,24.64419476,1.371521671,64.39492549,0.255659453,1,23.04499743,2.762142636,59.31935042,6.277733915,0.105829445,59.36468249,62.68875599,44.51959209,63.76842026,53.00176206,62.23439204,64.72279088,67.06225103,55.55076123,50.37470484,61.55847555,69.7309867,Q3TS44,Psma1,"proteasome (prosome, macropain) subunit, alpha type 1 [Source:MGI Symbol;Acc:MGI:1347005]"
P29387,0.091792972,0.334180282,20.79166667,6.928071655,4.519474202,0.377646329,1,20,6,2.177124874,0.611701155,1,20,10.23627805,20.58905435,0.260360222,1,20.26388889,7.655583457,17.75899357,4.490011673,0.2528303,16.27844833,24.73982008,19.1468834,16.1732061,4.995061225,17.40413231,24.61790607,15.7627598,20.73999733,17.29888467,19.24155013,19.17298081,P29387,Gnb4,"guanine nucleotide binding protein (G protein), beta 4 [Source:MGI Symbol;Acc:MGI:104581]"
G3X995,0.135108146,0.383192438,24,6.237115441,1165.176914,0.247873828,1,24,8,1389.442905,0.63618415,1,22.00668896,8.168788441,4562.683305,0.261108256,1,23.33556299,7.507435015,3359.006455,1353.025937,0.402805399,3282.43093,3672.836614,5060.301772,1813.362775,1706.089585,1791.210505,5116.871141,5160.462851,3696.705848,2091.671387,4819.408168,1970.731893,G3X995,Col9a1,"collagen, type IX, alpha 1 [Source:MGI Symbol;Acc:MGI:88465]"
Q9DCD0,0.113741254,0.353579814,26.61333333,0.658715319,13.92481526,0.377646329,1,28,0,9.815612174,0.498829274,1,24.64419476,3.179122476,223.1497899,0.262003376,1,26.41917603,1.334759372,208.6658565,15.24842304,0.073075793,212.1562372,219.5198934,203.755024,191.7571497,213.9616277,187.6667875,247.6993008,220.1653808,201.7075953,199.749503,188.3752289,206.1115166,Q9DCD0,Pgd,phosphogluconate dehydrogenase [Source:MGI Symbol;Acc:MGI:97553]
P24527,0.090721077,0.332303274,24,4.810891105,14.63863792,0.558904371,1,24,6,9.282938815,0.431944914,1,28,3.130593302,134.7566207,0.26548974,1,25.33333333,4.758780125,125.716862,17.49317419,0.139147398,132.5580882,161.0008626,114.7249134,102.3373359,98.30395826,120.4535013,140.2004562,128.4053179,129.4938009,136.6363095,122.7287351,121.0455008,P24527,Lta4h,leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836]
A4FUS1,0.035142454,0.255254216,21.23404255,16.79075069,40.41681445,1,1,28,16,53.26908575,0.624832551,1,20,17.59928147,389.30204,0.265902969,1,23.07801418,17.45119736,334.3242496,41.87654823,0.125257286,357.6962997,280.4284501,371.488733,357.9288193,422.1937865,364.655357,282.5368258,317.8457547,341.3081401,308.6094493,327.9782065,274.9925945,A4FUS1,Rps16,ribosomal protein S16 [Source:MGI Symbol;Acc:MGI:98118]
Q8R050-2,0.14250081,0.392275548,25.58974359,6.092845008,1.517749225,0.377646329,1,28,6,1.607376962,0.410257085,1,28,7.593747538,11.146194,0.266775161,1,27.1965812,6.559256346,9.450539431,1.919628926,0.203123741,11.36824385,11.56161029,8.718572497,8.240271198,5.323311614,8.84245041,10.02167571,9.369383817,11.82912582,10.54592471,11.57892544,7.836656624,Q8R050,Gspt1,G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]
P05213,0.093979222,0.338235108,24,5.006964612,87.84687256,0.377646329,1,28,4,117.3841085,0.63442011,1,28,3.009338953,1776.326162,0.269944487,1,26.66666667,4.074998578,1686.29365,106.4519324,0.063127755,1749.238016,1734.060546,1641.488734,1574.955608,1462.098918,1653.196969,1747.863065,1791.018248,1774.558584,1642.605877,1827.113328,1639.761288,P05213,Tuba1b,"tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]"
Q9DC51,0.077393304,0.320328944,21.57837838,9.616381746,2.626923328,0.558904371,1,24,10,1.194303719,0.52392506,1,21.15755627,9.18042752,20.03982314,0.270996607,1,22.24531155,9.611687104,18.55229694,2.705125016,0.145810787,15.3431571,18.00837877,25.82026743,15.33519751,17.38732421,16.86292165,19.20438097,20.46606231,20.54908025,17.13790767,18.1681542,16.89342377,Q9DC51,Gnai3,"guanine nucleotide binding protein (G protein), alpha inhibiting 3 [Source:MGI Symbol;Acc:MGI:95773]"
P51660,0.368688051,0.608621406,24,1.754380609,0.889669297,0.15763919,1,20,6,0.768178935,0.397408787,1,20,5.999928007,7.349483939,0.274097796,1,21.33333333,4.932260262,4.673438284,1.375055256,0.294227755,3.665698418,6.461801573,4.573413598,2.225897939,2.759519923,4.688437349,6.520017155,3.318168877,4.005164033,5.499208257,6.78411464,6.954553671,P51660,Hsd17b4,hydroxysteroid (17-beta) dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:105089]
Q8QZY1,0.081415242,0.325006153,25.92207792,7.686509029,4.162278872,0.558904371,1,24,10,2.471946816,0.510713654,1,25.80392157,6.917761735,18.03928895,0.275103519,1,25.24199983,8.227908177,14.59083553,4.556624289,0.312293582,15.36153329,15.30119855,21.26396369,12.84691546,9.100593723,7.96462335,18.42274133,13.30114961,23.56874637,12.31889994,16.85550017,10.83919183,Q8QZY1,Eif3l,"eukaryotic translation initiation factor 3, subunit L [Source:MGI Symbol;Acc:MGI:2386251]"
