PROBES_ID	CDS_ID_II
Ot00g11400	Ot03g05140
Ot01g00370	Ot01g00600
Ot03g04730	Ot03g05800
Ot04g00510	Ot04g00490
Ot04g01380	Ot04g01150
Ot04g02650	Ot11g01360
Ot03g04790	Ot03g05990
Ot04g00610	Ot04g00610
Ot04g01460	Ot04g01590
Ot00g00220	Ot10g00480
Ot19g00250	Ot20g00290
Ot19g00590	Ot20g00760
Ot00g00250	Ot09g00640
Ot00g00770	Ot10g00610
Ot19g00280	Ot20g00330
Ot19g00610	Ot20g00770
Ot00g00280	Ot05g01130
Ot00g00790	Ot07g00650
Ot19g00310	Ot20g00360
Ot19g00630	Ot20g00800
Ot00g00820	Ot15g02120
Ot00g10570	Ot16g02770
Ot00g11220	Ot06g04900
Ot00g09900	Ot03g05590
Ot00g10610	Ot17g01650
Ot00g11240	Ot03g04670
Ot01g00110	Ot01g00210
Ot15g02110	Ot16g02920
Ot16g00160	Ot17g02570
Ot15g01450	Ot16g01910
Ot15g01820	Ot16g02270
Ot15g02140	Ot16g02960
Ot16g00180	Ot17g02550
Ot15g01840	Ot16g02290
Ot15g02190	Ot16g03020
Ot16g00230	Ot17g02100
Ot15g01510	Ot16g01750
Ot15g01860	Ot16g02320
Ot15g02240	Ot16g03060
Ot16g00250	Ot17g02080
Ot19g00190	Ot20g00200
Ot19g00500	Ot20g00710
Ot00g00120	Ot01g04440
Ot00g00640	Ot04g02710
Ot19g00210	Ot20g00210
Ot00g00160	Ot06g02730
Ot00g00700	Ot07g02910
Ot19g00230	Ot20g00230
Ot13g02860	Ot14g02870
Ot13g01860	Ot13g00760
Ot13g02180	Ot14g01590
Ot13g02540	Ot14g02330
Ot13g02880	Ot14g02890
Ot13g01890	Ot13g00730
Ot13g02230	Ot14g01630
Ot13g02560	Ot14g02520
Ot13g02910	Ot14g02910
Ot13g01910	Ot13g00710
Ot13g02250	Ot14g01650
Ot13g02590	Ot14g02380
Ot13g02940	Ot14g03150
Ot15g01370	Ot16g02020
Ot15g01740	Ot16g02180
Ot15g02070	Ot16g02880
Ot16g00100	Ot17g02620
Ot15g01400	Ot16g02060
Ot15g01760	Ot16g02210
Ot15g02090	Ot16g02900
Ot16g00120	Ot17g02610
Ot15g01420	Ot16g01930
Ot15g01800	Ot16g02250
Ot11g02720	Ot11g03450
Ot12g00310	Ot13g00400
Ot12g01130	Ot12g00930
Ot11g02740	Ot11g03480
Ot12g00340	Ot13g00430
Ot12g00720	Ot12g00310
Ot12g01160	Ot12g00960
Ot12g00020	Ot13g00020
Ot12g00390	Ot13g00470
Ot12g00740	Ot12g00490
Ot09g01660	Ot09g01790
Ot09g01980	Ot09g02130
Ot10g01390	Ot10g01790
Ot10g01730	Ot10g01230
Ot10g02060	Ot10g02160
Ot10g02420	Ot10g02330
Ot10g01430	Ot10g01840
Ot10g01760	Ot10g01260
Ot10g02090	Ot10g02180
Ot10g02440	Ot10g02340
Ot10g01450	Ot10g01860
Ot10g02130	Ot10g02210
Ot10g02470	Ot10g02360
Ot10g01480	Ot10g01880
Ot06g01840	Ot06g01960
Ot06g04230	Ot06g03960
Ot07g00070	Ot07g03020
Ot06g01930	Ot06g02150
Ot06g03330	Ot06g03510
Ot06g04320	Ot06g04150
Ot07g00130	Ot07g02950
Ot06g02190	Ot06g02370
Ot06g03500	Ot01g04010
Ot06g04540	Ot06g04440
Ot07g00300	Ot07g02840
Ot06g02290	Ot06g02440
Ot06g03560	Ot01g03960
Ot06g04580	Ot06g04490
Ot07g00360	Ot07g02780
Ot10g01040	Ot10g01150
Ot10g02160	Ot10g02240
Ot10g03020	Ot10g03440
Ot11g00420	Ot11g00450
Ot10g01100	Ot10g01500
Ot03g00600	Ot03g00290
Ot03g01950	Ot03g02300
Ot03g03220	Ot03g03610
Ot03g04120	Ot03g04510
Ot03g00670	Ot03g00240
Ot03g02000	Ot03g02370
Ot03g03270	Ot03g03650
Ot03g04210	Ot03g04650
Ot03g00850	Ot03g00080
Ot03g02150	Ot03g02500
Ot03g03310	Ot03g03670
Ot03g04280	Ot03g04700
Ot03g00890	Ot03g01300
Ot03g02270	Ot03g02580
Ot03g03390	Ot03g03840
Ot03g04350	Ot03g04760
Ot06g01760	Ot06g01890
Ot06g02950	Ot06g03170
Ot06g04070	Ot06g03740
Ot06g05020	Ot06g04740
Ot06g01810	Ot06g01930
Ot06g03050	Ot06g03260
Ot00g08480	Ot10g03500
Ot00g08990	Ot10g01900
Ot00g09420	Ot09g01820
Ot00g07900	Ot04g04310
Ot00g08570	Ot13g01440
Ot00g09020	Ot13g02250
Ot00g09460	Ot07g01740
Ot00g07920	Ot04g04330
Ot00g08640	Ot01g04550
Ot00g09480	Ot16g02340
Ot00g07950	Ot04g04370
Ot00g08680	Ot15g02400
Ot00g09520	Ot14g02810
Ot03g00400	Ot03g00670
Ot03g01880	Ot03g02240
Ot03g03070	Ot03g03370
Ot03g03920	Ot03g04330
Ot03g00540	Ot03g00350
Ot03g01900	Ot03g02260
Ot03g03160	Ot03g03440
Ot17g01570	Ot18g00430
Ot18g00100	Ot19g00680
Ot18g00780	Ot19g01120
Ot17g01290	Ot18g00590
Ot17g01600	Ot18g00400
Ot18g00160	Ot19g00750
Ot18g00810	Ot19g01140
Ot17g01310	Ot17g02350
Ot17g01620	Ot18g00370
Ot18g00840	Ot19g01170
Ot17g01330	Ot17g02390
Ot17g01650	Ot18g00340
Ot18g00880	Ot19g01210
Ot00g08390	Ot14g01380
Ot00g08920	Ot08g03280
Ot00g09370	Ot04g04570
Ot00g07810	Ot14g02310
Ot00g08410	Ot14g01400
Ot00g09390	Ot06g00900
Ot15g00680	Ot16g00900
Ot15g01030	Ot16g01380
Ot15g00040	Ot16g00030
Ot15g00390	Ot16g00510
Ot15g00720	Ot16g00930
Ot15g01060	Ot16g01420
Ot15g00060	Ot16g00040
Ot15g00440	Ot16g00580
Ot15g00730	Ot16g00950
Ot15g01080	Ot16g01440
Ot15g00100	Ot16g00080
Ot15g00460	Ot16g00590
Ot15g00750	Ot16g00780
Ot15g01130	Ot16g01500
Ot17g01230	Ot18g00650
Ot17g01530	Ot18g00470
Ot17g01860	Ot18g00040
Ot18g00700	Ot19g00300
Ot17g01550	Ot18g00450
Ot18g00060	Ot19g00070
Ot18g00740	Ot19g01070
Ot17g01270	Ot18g00620
Ot13g01500	Ot13g01730
Ot13g00440	Ot13g02540
Ot13g00760	Ot13g02080
Ot13g01140	Ot13g01390
Ot13g01520	Ot13g01720
Ot13g00470	Ot13g02520
Ot13g00810	Ot13g02040
Ot13g01210	Ot13g01340
Ot13g01550	Ot13g01690
Ot13g00490	Ot13g02480
Ot13g00830	Ot13g02010
Ot13g01580	Ot13g01650
Ot15g00310	Ot16g00420
Ot15g00620	Ot16g00740
Ot15g00980	Ot16g01320
Ot14g02760	Ot15g01160
Ot15g00340	Ot16g00460
Ot15g00660	Ot16g00880
Ot15g01000	Ot16g01340
Ot15g00020	Ot16g00010
Ot15g00360	Ot16g00480
Ot11g01210	Ot11g01430
Ot11g01560	Ot11g01750
Ot11g01910	Ot11g02310
Ot11g02290	Ot11g02960
Ot11g01230	Ot11g01440
Ot11g01590	Ot11g02090
Ot11g01940	Ot11g02450
Ot11g02340	Ot11g03020
Ot11g01260	Ot11g01460
Ot11g01620	Ot14g01280
Ot11g01970	Ot11g02460
Ot11g02370	Ot11g02880
Ot13g00350	Ot13g02630
Ot13g00690	Ot13g02150
Ot13g01040	Ot13g01550
Ot13g01450	Ot13g01090
Ot13g00380	Ot13g02600
Ot13g00720	Ot13g02120
Ot13g01060	Ot13g01530
Ot13g01480	Ot13g01750
Ot13g00410	Ot13g02570
Ot13g00740	Ot13g02100
Ot13g01120	Ot13g01410
Ot09g04180	Ot01g05370
Ot09g04520	Ot09g04300
Ot10g00040	Ot10g00040
Ot09g03870	Ot09g03910
Ot09g04200	Ot09g04100
Ot09g04550	Ot09g04320
Ot10g00060	Ot10g00060
Ot09g03910	Ot09g03950
Ot09g04220	Ot09g04120
Ot09g04580	Ot09g04350
Ot10g00080	Ot10g00080
Ot11g01100	Ot11g01350
Ot11g01500	Ot11g01690
Ot11g01820	Ot11g02100
Ot11g02170	Ot11g02640
Ot11g01130	Ot11g01380
Ot11g01520	Ot11g01700
Ot11g02190	Ot11g02660
Ot11g01170	Ot11g01410
Ot11g01540	Ot11g01720
Ot11g01890	Ot11g02160
Ot11g02260	Ot11g02930
Ot08g02840	Ot08g03170
Ot08g02190	Ot08g02450
Ot08g02540	Ot04g05340
Ot08g02870	Ot08g03180
Ot08g03160	Ot08g03620
Ot08g02240	Ot08g02510
Ot08g02560	Ot08g02790
Ot08g02890	Ot08g03200
Ot08g03220	Ot08g03670
Ot09g03750	Ot09g03550
Ot09g04090	Ot09g04070
Ot09g04430	Ot09g04200
Ot09g04790	Ot09g04400
Ot09g03780	Ot09g03580
Ot09g04110	Ot09g04090
Ot09g04450	Ot09g04220
Ot09g03800	Ot09g03640
Ot09g04500	Ot09g04280
Ot10g00010	Ot10g00010
Ot09g03840	Ot09g03900
Ot07g01660	Ot07g02190
Ot07g00730	Ot07g02410
Ot07g01030	Ot07g00190
Ot07g01380	Ot07g00490
Ot07g01680	Ot07g02200
Ot07g00760	Ot07g02380
Ot07g01060	Ot07g00400
Ot07g01400	Ot07g00510
Ot07g01700	Ot07g01730
Ot08g02110	Ot08g02380
Ot08g02440	Ot08g02680
Ot08g03070	Ot08g03370
Ot08g02130	Ot08g02400
Ot08g02470	Ot08g02720
Ot08g02780	Ot08g03140
Ot08g03090	Ot08g03390
Ot08g02150	Ot08g02410
Ot08g02490	Ot08g02740
Ot08g02810	Ot08g03160
Ot08g03120	Ot08g03420
Ot08g02170	Ot08g02430
Ot08g02520	Ot08g02750
Ot06g00740	Ot06g00970
Ot06g01350	Ot06g01630
Ot06g01660	Ot06g01980
Ot06g00770	Ot06g01000
Ot06g01070	Ot06g01370
Ot06g01400	Ot06g01650
Ot06g01700	Ot06g01840
Ot07g00630	Ot07g00120
Ot07g00940	Ot07g00340
Ot07g01260	Ot07g01940
Ot07g01600	Ot07g02130
Ot07g00650	Ot07g00130
Ot07g00970	Ot07g00360
Ot07g01290	Ot07g01900
Ot07g01620	Ot07g02150
Ot07g00680	Ot07g00160
Ot07g00990	Ot07g00380
Ot07g01320	Ot07g00430
Ot07g01640	Ot07g02170
Ot07g00720	Ot07g02430
Ot07g01010	Ot07g00170
Ot07g01350	Ot07g00440
Ot05g00730	Ot05g04390
Ot05g01110	Ot05g03990
Ot05g01430	Ot05g03670
Ot05g00460	Ot05g04580
Ot05g00750	Ot05g04170
Ot05g01130	Ot05g03970
Ot05g01450	Ot05g03650
Ot06g00600	Ot06g00710
Ot06g00960	Ot06g01260
Ot06g01270	Ot06g01550
Ot06g01580	Ot06g02000
Ot06g00630	Ot06g00740
Ot06g00990	Ot06g01290
Ot06g01290	Ot06g01560
Ot06g01600	Ot06g02020
Ot06g00670	Ot06g00780
Ot06g01010	Ot06g01290
Ot06g01310	Ot06g01590
Ot06g01620	Ot06g02040
Ot06g00720	Ot06g00930
Ot06g01030	Ot06g01320
Ot06g01330	Ot06g01610
Ot06g01640	Ot06g02070
Ot04g01020	Ot04g00910
Ot04g01400	Ot04g01440
Ot04g00310	Ot04g00250
Ot04g00650	Ot04g00660
Ot04g01040	Ot04g00920
Ot04g01420	Ot04g01470
Ot05g00290	Ot05g04850
Ot05g00640	Ot05g04480
Ot05g00950	Ot04g03220
Ot05g01330	Ot05g03800
Ot05g00310	Ot05g04830
Ot05g00660	Ot05g04460
Ot05g00980	Ot04g03190
Ot05g01350	Ot05g03780
Ot05g00330	Ot05g04810
Ot05g00680	Ot05g04440
Ot05g01000	Ot04g03160
Ot05g01370	Ot05g03730
Ot05g00350	Ot05g04810
Ot05g00720	Ot05g04410
Ot05g01070	Ot05g04030
Ot05g01400	Ot05g03700
Ot05g00420	Ot05g04620
Ot03g01010	Ot03g01420
Ot03g00130	Ot03g00930
Ot03g00440	Ot03g00630
Ot03g00730	Ot03g00220
Ot03g01030	Ot03g01450
Ot04g00200	Ot04g00190
Ot04g00540	Ot04g00530
Ot04g00890	Ot04g01020
Ot04g01260	Ot04g01290
Ot04g00220	Ot15g00160
Ot04g00560	Ot04g00550
Ot04g00920	Ot04g00990
Ot04g01290	Ot04g01350
Ot04g00250	Ot01g04570
Ot04g00580	Ot04g00570
Ot04g00970	Ot04g00880
Ot04g01330	Ot04g01400
Ot04g00270	Ot01g04560
Ot04g00600	Ot04g00600
Ot04g00990	Ot04g00890
Ot04g01350	Ot04g01120
Ot04g00290	Ot04g00230
Ot04g00630	Ot04g00630
Ot02g00740	Ot02g00580
Ot02g01190	Ot07g04150
Ot02g06460	Ot02g07740
Ot03g00300	Ot03g00770
Ot03g00610	Ot03g00280
Ot03g00930	Ot03g01320
Ot03g00040	Ot03g01100
Ot03g00330	Ot03g00710
Ot03g00630	Ot03g00260
Ot03g00950	Ot03g01330
Ot03g00060	Ot03g01070
Ot03g00350	Ot03g00540
Ot03g00650	Ot03g00240
Ot03g00970	Ot03g01370
Ot03g00080	Ot03g01050
Ot03g00380	Ot03g00680
Ot03g00690	Ot03g00230
Ot03g00990	Ot03g01390
Ot03g00100	Ot03g00950
Ot03g00410	Ot03g00660
Ot03g00720	Ot03g00230
Ot01g01990	Ot01g02250
Ot01g02300	Ot03g04950
Ot01g02580	Ot01g02760
Ot02g00560	Ot02g00400
Ot02g00990	Ot02g00850
Ot02g01370	Ot02g01210
Ot02g01780	Ot02g02520
Ot02g01030	Ot02g00870
Ot02g01400	Ot02g01440
Ot02g00630	Ot02g00460
Ot02g01110	Ot02g00960
Ot02g01440	Ot02g01600
Ot02g01860	Ot02g02760
Ot02g00660	Ot02g00480
Ot02g01460	Ot02g01650
Ot02g01890	Ot02g02770
Ot02g00680	Ot02g00500
Ot02g01160	Ot07g04170
Ot02g01490	Ot02g01720
Ot00g07500	Ot14g02970
Ot00g07850	Ot13g01470
Ot01g01500	Ot01g01950
Ot01g01860	Ot01g02350
Ot01g02170	Ot01g02540
Ot01g02460	Ot01g02660
Ot01g01540	Ot01g02000
Ot01g01900	Ot01g02360
Ot01g02190	Ot01g02560
Ot01g02490	Ot01g02680
Ot01g01590	Ot01g02050
Ot01g01920	Ot01g02390
Ot01g02230	Ot01g02590
Ot01g02520	Ot01g02720
Ot01g01620	Ot01g02080
Ot01g01940	Ot01g02410
Ot01g02250	Ot01g02610
Ot01g02540	Ot01g02730
Ot01g01640	Ot01g02100
Ot01g01970	Ot01g02240
Ot01g02280	Ot03g05080
Ot01g02560	Ot01g02740
Ot00g01750	Ot15g02740
Ot00g06500	Ot16g01170
Ot00g06990	Ot18g00780
Ot00g07340	Ot13g02300
Ot00g07690	Ot07g04580
Ot00g06530	Ot16g01200
Ot00g07030	Ot18g00760
Ot00g07360	Ot13g02320
Ot00g07730	Ot06g00920
Ot00g06550	Ot16g01220
Ot00g07080	Ot07g00590
Ot00g07380	Ot13g02350
Ot00g07750	Ot14g02240
Ot00g06600	Ot17g02150
Ot00g07200	Ot11g03260
Ot00g07780	Ot14g02270
Ot00g06620	Ot09g00160
Ot00g07230	Ot11g03330
Ot00g07470	Ot14g02990
Ot00g07800	Ot14g02300
Ot00g06730	Ot08g01170
Ot00g07260	Ot01g01020
Ot00g00260	Ot09g00620
Ot00g00810	Ot07g00670
Ot00g01170	Ot09g02460
Ot00g01560	Ot10g00760
Ot00g00340	Ot12g00450
Ot00g00840	Ot01g00330
Ot00g01190	Ot03g00520
Ot00g00370	Ot06g04190
Ot00g00870	Ot03g05580
Ot00g01220	Ot11g02330
Ot00g01620	Ot05g04710
Ot00g00900	Ot11g00230
Ot00g01270	Ot04g02590
Ot00g01650	Ot20g00660
Ot00g00450	Ot01g00490
Ot00g00930	Ot04g02670
Ot00g01300	Ot14g03150
Ot00g01700	Ot13g01210
Ot00g00510	Ot07g02690
Ot00g00980	Ot01g05760
Ot00g01320	Ot17g02200
Ot17g00600	Ot18g01460
Ot13g02380	Ot14g01780
Ot15g00270	Ot16g00290
Ot16g00940	Ot17g01440
Ot17g01190	Ot18g00680
Ot13g02570	Ot14g02510
Ot15g00370	Ot16g00490
Ot16g00960	Ot17g01420
Ot17g01350	Ot17g02400
Ot13g03060	Ot14g03020
Ot15g00830	Ot16g01060
Ot16g01010	Ot17g01360
Ot17g01580	Ot18g00420
Ot13g03230	Ot14g03320
Ot15g01120	Ot16g01480
Ot16g01470	Ot17g00850
Ot18g00010	Ot19g00010
Ot14g00250	Ot15g00300
Ot15g01430	Ot16g01930
Ot16g01900	Ot17g00320
Ot18g00190	Ot19g00780
Ot00g03700	Ot05g02000
Ot01g03260	Ot01g03370
Ot00g10160	Ot18g00860
Ot01g03400	Ot01g03480
Ot00g04240	Ot16g02830
Ot00g11670	Ot12g00340
Ot01g03480	Ot11g01280
Ot00g04560	Ot13g02970
Ot01g03770	Ot01g03540
Ot02g01020	Ot02g00870
Ot00g05200	Ot18g00860
Ot01g00530	Ot01g00670
Ot01g03860	Ot01g03620
Ot02g01690	Ot02g02370
Ot13g01640	Ot13g00990
Ot14g02030	Ot15g02470
Ot16g00760	Ot17g01770
Ot12g03300	Ot14g00640
Ot13g00420	Ot13g02560
Ot13g01300	Ot13g01270
Ot12g02470	Ot12g02280
Ot12g03330	Ot14g00530
Ot13g00520	Ot13g02450
Ot13g01350	Ot13g01160
Ot12g02620	Ot12g02450
Ot12g03400	Ot14g00770
Ot13g00550	Ot13g02420
Ot13g01470	Ot13g01760
Ot12g02730	Ot12g02540
Ot12g03440	Ot14g00720
Ot13g00620	Ot13g02230
Ot13g01570	Ot13g01660
Ot12g02760	Ot12g02550
Ot12g03580	Ot14g00860
Ot13g00770	Ot13g02070
Ot13g01650	Ot13g00980
Ot00g02350	Ot18g01590
Ot01g03180	Ot01g03280
Ot02g00550	Ot02g00400
Ot08g03780	Ot08g04090
Ot09g00830	Ot09g00920
Ot08g01710	Ot08g02050
Ot08g02930	Ot08g03240
Ot08g03810	Ot08g04120
Ot09g00920	Ot09g01030
Ot08g01860	Ot08g02160
Ot08g03000	Ot08g03300
Ot09g00070	Ot09g00110
Ot09g01010	Ot09g01110
Ot08g01930	Ot08g02220
Ot08g03170	Ot08g03630
Ot09g00140	Ot09g00060
Ot09g01160	Ot09g01290
Ot08g02200	Ot08g02460
Ot08g03210	Ot08g03660
Ot09g00250	Ot09g00290
Ot09g01250	Ot09g01400
Ot12g02320	Ot12g02090
Ot12g03280	Ot14g00620
Ot13g00370	Ot13g02610
Ot13g01200	Ot13g01340
Ot12g02420	Ot12g02220
Ot05g01200	Ot05g03920
Ot04g03670	Ot04g03960
Ot04g04620	Ot04g05110
Ot05g00150	Ot05g05050
Ot05g01250	Ot05g03880
Ot04g03730	Ot04g04020
Ot04g04660	Ot04g05080
Ot05g00270	Ot05g04930
Ot05g01320	Ot05g03810
Ot04g03800	Ot04g04240
Ot04g04720	Ot04g05200
Ot05g00380	Ot05g04680
Ot05g01420	Ot05g03680
Ot04g03830	Ot04g04260
Ot04g04750	Ot04g05240
Ot05g00400	Ot05g04660
Ot05g01580	Ot05g03560
Ot08g01600	Ot08g01950
Ot08g02790	Ot08g03150
Ot08g03700	Ot08g04000
Ot09g00690	Ot09g00750
Ot08g01690	Ot08g02030
Ot08g02850	Ot08g03170
Ot01g01250	Ot01g01700
Ot01g02640	Ot01g02820
Ot01g04140	Ot11g00900
Ot01g05550	Ot01g05930
Ot01g01300	Ot01g01750
Ot01g02800	Ot01g02980
Ot01g04220	Ot01g04290
Ot01g05590	Ot01g05960
Ot01g01380	Ot01g01840
Ot01g02820	Ot01g02990
Ot01g04280	Ot01g04350
Ot01g05680	Ot01g06050
Ot01g01430	Ot01g01890
Ot01g02940	Ot01g03050
Ot01g04370	Ot20g00590
Ot01g05730	Ot01g06100
Ot04g03530	Ot04g03820
Ot04g04480	Ot04g04920
Ot04g05410	Ot12g00080
Ot05g01080	Ot05g04020
Ot04g03570	Ot04g03870
Ot04g04510	Ot04g04950
Ot05g00010	Ot04g00200
Ot00g02120	Ot14g01920
Ot00g02850	Ot14g00670
Ot00g03860	Ot04g01550
Ot00g01640	Ot05g04740
Ot00g03900	Ot09g01720
Ot00g01670	Ot20g00680
Ot00g03020	Ot10g00490
Ot00g04150	Ot04g05310
Ot00g01730	Ot12g00450
Ot00g02310	Ot07g04540
Ot00g04180	Ot04g05280
Ot01g01110	Ot01g01570
Ot01g02220	Ot01g02580
Ot01g05170	Ot01g05710
Ot01g01180	Ot01g01630
Ot01g02400	Ot03g04990
Ot01g04120	Ot01g04210
Ot01g05420	Ot01g05800
Ot16g01240	Ot17g01140
Ot16g01590	Ot17g00730
Ot16g00510	Ot17g01970
Ot16g00880	Ot17g01490
Ot16g01270	Ot17g01110
Ot16g01610	Ot17g00680
Ot16g00900	Ot17g01480
Ot16g01310	Ot17g01010
Ot16g01640	Ot17g00660
Ot16g00590	Ot17g01880
Ot16g00930	Ot17g01450
Ot16g01330	Ot17g00990
Ot16g01660	Ot17g00640
Ot00g02050	Ot06g04060
Ot00g02790	Ot06g04200
Ot00g03770	Ot12g03190
Ot00g01470	Ot07g03160
Ot00g02100	Ot14g01910
Ot00g02830	Ot14g00690
Ot00g03830	Ot04g01510
Ot00g01600	Ot13g02860
Ot14g00930	Ot04g05460
Ot13g03220	Ot14g03310
Ot14g00180	Ot15g00090
Ot14g00570	Ot15g00680
Ot13g03250	Ot14g03340
Ot14g00220	Ot15g00260
Ot14g00590	Ot15g00690
Ot14g00980	Ot15g00940
Ot13g03270	Ot14g03380
Ot14g00300	Ot15g00250
Ot14g01060	Ot15g01130
Ot16g00430	Ot13g02510
Ot16g00820	Ot17g01540
Ot16g01160	Ot17g01210
Ot16g01520	Ot17g00800
Ot16g00450	Ot16g01500
Ot16g00840	Ot17g01530
Ot16g01180	Ot17g01190
Ot16g00480	Ot17g01950
Ot16g00860	Ot17g01510
Ot12g01450	Ot12g01160
Ot12g01770	Ot12g01590
Ot12g02110	Ot12g01920
Ot12g02490	Ot12g02300
Ot12g01470	Ot12g01180
Ot12g01830	Ot12g01640
Ot12g02150	Ot12g01950
Ot12g02510	Ot12g02320
Ot12g01850	Ot12g01670
Ot12g02180	Ot12g01970
Ot12g02530	Ot12g02340
Ot13g03120	Ot14g03070
Ot14g00070	Ot15g00780
Ot14g00500	Ot15g00500
Ot14g00880	Ot15g00850
Ot13g03140	Ot14g03080
Ot14g00120	Ot15g00040
Ot14g00520	Ot15g00520
Ot14g00900	Ot15g00870
Ot13g03200	Ot14g03290
Ot14g00160	Ot15g00080
Ot14g00540	Ot15g00540
Ot10g01970	Ot10g01400
Ot10g02330	Ot10g02500
Ot10g02720	Ot10g02960
Ot10g01660	Ot10g01160
Ot10g02000	Ot10g01440
Ot10g02360	Ot10g02530
Ot10g02740	Ot10g03200
Ot10g01720	Ot10g01220
Ot10g02030	Ot10g02130
Ot10g02400	Ot10g02320
Ot10g02790	Ot10g03250
Ot12g01690	Ot12g01510
Ot12g02040	Ot12g01840
Ot12g02370	Ot12g02170
Ot12g01410	Ot12g01270
Ot12g01720	Ot12g01530
Ot12g02400	Ot12g02200
Ot12g01430	Ot12g01290
Ot12g01750	Ot12g01570
Ot12g02090	Ot12g01900
Ot12g02450	Ot12g02250
Ot09g01770	Ot09g01980
Ot09g02070	Ot03g05290
Ot09g01110	Ot09g01180
Ot09g01490	Ot09g01580
Ot09g01790	Ot09g02180
Ot09g01130	Ot09g01190
Ot09g01510	Ot09g01610
Ot09g01820	Ot09g02200
Ot09g02140	Ot09g02240
Ot10g01560	Ot10g01950
Ot10g01900	Ot10g01340
Ot10g02270	Ot10g02440
Ot10g02630	Ot10g02600
Ot10g01600	Ot10g02010
Ot10g01920	Ot10g01360
Ot10g02290	Ot10g02460
Ot10g02650	Ot10g02890
Ot10g01620	Ot10g02040
Ot10g01950	Ot10g01390
Ot10g02310	Ot10g02480
Ot10g02680	Ot10g02920
Ot10g01640	Ot10g02060
Ot08g00440	Ot08g00380
Ot07g03410	Ot07g03650
Ot07g03700	Ot07g03350
Ot08g00140	Ot08g00100
Ot08g00470	Ot08g00430
Ot07g03430	Ot07g03630
Ot07g03720	Ot07g03330
Ot08g00160	Ot08g00120
Ot08g00500	Ot08g00470
Ot09g01020	Ot09g01110
Ot09g01360	Ot09g01490
Ot09g01690	Ot09g01930
Ot09g02000	Ot09g02150
Ot09g01040	Ot09g01130
Ot09g01390	Ot09g01520
Ot09g01730	Ot01g00980
Ot09g02020	Ot03g05350
Ot09g01060	Ot09g01140
Ot09g01420	Ot09g01530
Ot09g01750	Ot09g01970
Ot09g02040	Ot03g05320
Ot09g01080	Ot09g01160
Ot09g01450	Ot09g01550
Ot06g03290	Ot06g03470
Ot06g03600	Ot06g03560
Ot06g03950	Ot08g03550
Ot06g04350	Ot06g04230
Ot06g03310	Ot06g03490
Ot06g03620	Ot06g03580
Ot06g03980	Ot08g03580
Ot06g04370	Ot06g04240
Ot07g03280	Ot07g03800
Ot07g03600	Ot07g03540
Ot08g00060	Ot12g02830
Ot08g00360	Ot08g00330
Ot07g03310	Ot07g03780
Ot07g03640	Ot07g03400
Ot08g00080	Ot12g02840
Ot08g00400	Ot08g00360
Ot07g03340	Ot07g03740
Ot07g03660	Ot07g03380
Ot08g00100	Ot12g02860
Ot08g00420	Ot08g00370
Ot07g03370	Ot07g03700
Ot07g03680	Ot07g03370
Ot08g00120	Ot12g02880
Ot05g03390	Ot05g01700
Ot05g03670	Ot05g00060
Ot05g03410	Ot05g01670
Ot05g03700	Ot05g00080
Ot05g04060	Ot05g00430
Ot06g03200	Ot06g03380
Ot06g03480	Ot01g04020
Ot06g03810	Ot06g03680
Ot06g04200	Ot06g03930
Ot06g03220	Ot06g03410
Ot06g03510	Ot01g04010
Ot06g03850	Ot03g04070
Ot06g04240	Ot06g03970
Ot06g03240	Ot06g03420
Ot06g03540	Ot01g03980
Ot06g03880	Ot08g03460
Ot06g04280	Ot06g04130
Ot06g03270	Ot06g03440
Ot06g03580	Ot01g03940
Ot06g03920	Ot08g03520
Ot04g03700	Ot04g03990
Ot04g04080	Ot04g04450
Ot04g02990	Ot04g03350
Ot04g03370	Ot04g03650
Ot04g03720	Ot04g04000
Ot04g04110	Ot04g04480
Ot05g02910	Ot05g02280
Ot05g03260	Ot05g01820
Ot05g03560	Ot05g01520
Ot05g03900	Ot05g00260
Ot05g02940	Ot05g02250
Ot05g03590	Ot05g01440
Ot05g03960	Ot05g00320
Ot05g02970	Ot05g02230
Ot05g03330	Ot05g01750
Ot05g03630	Ot05g01410
Ot05g04000	Ot03g01170
Ot05g03000	Ot05g02190
Ot05g03360	Ot05g01720
Ot05g03650	Ot05g01390
Ot05g04020	Ot03g01190
Ot05g03020	Ot05g02170
Ot03g03580	Ot03g04050
Ot03g02540	Ot03g02840
Ot03g02890	Ot03g03150
Ot03g03230	Ot03g03620
Ot03g03600	Ot03g04030
Ot04g03230	Ot04g03570
Ot04g03590	Ot04g03890
Ot04g03940	Ot04g04110
Ot04g02910	Ot04g03280
Ot04g03250	Ot03g04680
Ot04g03610	Ot04g03910
Ot04g03960	Ot04g04130
Ot04g02930	Ot04g03280
Ot04g03290	Ot04g03570
Ot04g03630	Ot04g03930
Ot04g04010	Ot04g04170
Ot04g02950	Ot04g03300
Ot04g03330	Ot04g03610
Ot04g03660	Ot04g03950
Ot04g04030	Ot04g04400
Ot04g02970	Ot04g03320
Ot04g03350	Ot04g03630
Ot02g04320	Ot02g05450
Ot02g04580	Ot02g05700
Ot02g04930	Ot02g05970
Ot03g02430	Ot03g02730
Ot03g02750	Ot17g02130
Ot03g03060	Ot03g03360
Ot03g03460	Ot03g03890
Ot03g02450	Ot03g02760
