Transcript.ID	Ensembl.Genome.Protein.ID	UniProt.ID	protein_LD6.5	protein_LD9.5	protein_LD11.5	protein_LD12.5	protein_LD14.5	protein_LD17.5	protein_LD21.5	protein_LD23.5	protein_LD24.5	protein_LD26.5	protein_LD30.5	protein_LD33.5	protein_LD35.5	protein_LD36.5	protein_LD38.5	protein_LD41.5	protein_LD45.5	protein_LD47.5	protein_LD48.5	protein_LD50.5	protein_mean.level	protein_max.level	protein_rhythm.pvalue	Ensemble.Genome.ID	protein.length	aa.synthesis.average.cost	RNA_LL4	RNA_LL8	RNA_LL12	RNA_LL16	RNA_LL20	RNA_LL24	RNA_LL28	RNA_LL32	RNA_LL36	RNA_LL40	RNA_LL44	RNA_LL48	RNA_LL52	RNA_LL56	RNA_LL60	RNA_LL64	RNA_LL68	RNA_LL72	RNA_LL76	RNA_LL80	RNA_LL84	RNA_LL88	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue
syc0974-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.88154183	1231.889658	789.1635664	524.8029553	66.29946099	55.70204476	132.6245056	1244.658237	823.6209668	494.3289757	81.62901262	79.37926405	400.2474818	1157.313178	785.7338355	265.0142066	102.8068169	80.48268867	468.6980872	1428.915541	860.0674188	488.4983666	529.352627732727	1428.915541	0.0493899332327711
syc0975-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.86293691	76.74357754	49.36158114	62.87006525	72.43566892	68.2458804	66.48541633	59.58035595	50.75932157	60.36983884	57.18320463	67.96435358	95.52698974	64.16313604	73.77064981	68.6763859	87.14498292	66.00325937	83.12834644	88.2181801	95.6978287	90.32719876	71.1599617654545	95.6978287	0.822828843120164
syc0976-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	907.0565037	585.6039789	638.0255443	943.8356821	969.6590833	919.502779	881.5566739	526.5756802	671.3147425	926.6302429	977.9085944	1017.683637	1118.022701	709.6721818	930.697507	1007.275482	1095.082983	1064.809974	1066.989193	629.6130125	828.1752731	976.815216	881.477575709091	1118.022701	0.00340074623379531
syc0977-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	226.8550465	193.6542813	157.9069958	222.5733281	233.1460447	279.8347706	237.7756175	173.323031	150.0768283	185.8356727	226.0045648	257.986818	253.9482115	164.9293874	231.5758582	275.146012	363.8906497	303.8809528	191.663624	293.34151	249.2976294	312.3743143	235.682779481818	363.8906497	0.0228433820002525
syc0978-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	335.7993685	265.9668415	283.1845811	358.8085897	375.7451221	344.3658902	306.070448	207.7391925	240.6412873	303.9826662	391.302162	353.1647597	493.7132996	298.7613039	391.025009	467.8459046	471.4842194	398.5187789	369.4345611	327.7779679	357.7700592	405.9469316	352.229497454545	493.7132996	0.025607756436106
syc0979-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9549.051163	9501.924984	7867.931087	8452.794009	7756.133921	7538.338883	9147.960694	10313.42869	8166.131917	7903.65638	7462.446646	8158.133705	10633.13082	10033.6056	8244.037456	8517.025986	8209.199292	8807.230264	10146.84487	8935.316364	8213.326543	7974.830732	8706.02181845454	10633.13082	0.00108238700944812
syc0980-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170.7329122	149.5687212	172.6439456	146.5122055	165.9793846	183.2682659	182.5636232	142.9866322	157.682033	144.3489084	162.9989957	186.5907292	240.9522142	176.9256419	205.7969756	212.8030809	238.5977575	210.5512985	214.9307076	191.0092515	253.1349048	283.0142515	190.617838213636	283.0142515	0.77490243473799
syc0981-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	906.8588991	789.9381632	817.1321749	1010.904701	1161.396682	913.624026	990.775392	864.4370039	803.9095843	928.1034433	811.1658204	1094.047584	982.4662235	701.8484192	768.944715	931.1597067	820.333938	859.6442875	987.0624844	869.2633698	835.0248193	750.4039074	890.838424768182	1161.396682	0.133769430927523
syc0982-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	439.7106093	456.0808464	313.4038544	368.7076599	468.9476598	460.6076433	411.0108479	447.5732058	392.6572709	422.5043502	544.4153675	479.6881626	408.9620284	394.067971	441.5161932	474.2912346	526.464469	487.1304883	392.9032194	419.6718995	448.7531849	416.6194615	437.076710354545	544.4153675	0.0249344986962073
syc0983-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.0608874	84.61189804	84.16816284	88.08594248	67.26925783	95.26343316	92.12371153	79.55737773	67.89352438	89.82645698	66.50065474	85.44400285	141.6903715	84.86209121	84.19223706	61.99856018	101.3993959	116.476239	112.529081	96.88434559	124.6604081	104.8375746	93.0607097318182	141.6903715	0.148801172396568
syc0984-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171.7441023	362.6955365	259.0204582	248.9548058	126.5559092	155.655004	235.5071774	381.855951	208.1077366	209.3399046	154.8018561	158.667835	270.3020875	319.6184864	276.2086179	203.6475543	222.7394403	201.7629691	268.3864819	365.9351837	211.109052	222.6390697	237.966146340909	381.855951	1.12363399336467e-06
syc0985-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	442.0851756	292.9763972	324.0295112	292.3113589	339.6402953	350.3370101	374.7926198	314.5072081	315.3546534	344.6969013	310.3216692	375.8441313	462.6832233	351.4233114	379.5504238	388.4394153	442.8685791	483.735396	469.2278825	378.0446761	293.5384934	395.4212182	369.174070477273	483.735396	0.0652542288696018
syc0986-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	522.2762595	402.9914391	335.5355598	534.1164468	609.5245535	524.7721515	467.6273317	371.8325249	392.6846578	535.7799444	574.0105512	495.7745874	748.7075693	438.6220484	507.9152355	488.5226325	801.8319397	742.4994818	686.1242921	390.5280202	689.1074112	633.427745	540.646017422727	801.8319397	0.0155164739857819
syc0987-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.4753622	224.1686971	155.8127992	159.2477518	152.2361966	141.2838339	136.8728656	187.0802889	172.1860986	133.4779775	188.8196044	159.3566836	224.0313642	214.4179575	191.4034997	151.929278	195.1853994	178.8442105	194.4725959	231.962261	229.7806699	182.8982655	179.542893681818	231.962261	0.123167359057104
syc0988-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	420.2184808	521.0254747	582.7720341	615.1955934	540.6194834	652.1997538	608.205561	554.1488693	681.8742775	557.7176861	572.5292761	646.9641176	600.484058	664.982151	598.8067387	583.6353186	578.0564138	607.0525468	577.2900789	610.9790864	672.5162545	529.4267003	589.849997945455	681.8742775	0.835867444229985
syc0989-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401.1279624	388.1660582	342.0039152	330.2676599	391.1352129	389.3834448	366.3713491	388.6447606	301.9247719	386.871825	340.0285975	441.7337788	573.2449383	391.1188656	377.0867692	392.7346531	414.3428036	459.8783829	420.5585442	389.8539201	270.745962	376.6726129	387.904399463636	573.2449383	0.0113259256879086
syc0990-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	301.4092234	327.2989124	311.0292757	304.5598821	278.5866965	286.3383141	283.5124281	309.1482923	262.4824092	291.1812182	329.9603079	312.2089225	435.2260405	275.5277733	294.4201304	305.7088043	404.3024726	286.4016311	358.8578044	312.806802	249.033609	321.1321257	310.96059435	435.2260405	0.775292319626938
syc0991-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.53087925	59.94463488	69.51426141	50.2404293	64.92363334	78.84561959	50.14082436	72.43270679	68.62196331	60.06316607	53.33765174	68.60013717	64.28465891	91.53251811	77.6410398	79.17127344	87.47520727	103.2056566	106.2580169	77.49249707	82.13279737	96.00562326	74.2452361790909	106.2580169	0.85601030375988
syc0992-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3146.727973	2082.237165	2623.617065	2812.192881	2994.545062	3102.119092	2939.938374	2135.459501	2548.363696	2942.230519	2678.948082	3322.535695	2471.888756	2732.267765	3304.231435	3624.155585	3532.1734	3584.04492	2660.293848	2796.660217	2967.915829	3295.47122	2922.63718545455	3624.155585	0.0104675191954962
syc0993-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2714.243327	2260.467457	2709.712702	2708.670648	2699.49499	2839.166053	2836.016513	2090.355008	2627.909143	2826.363474	2721.064851	2981.139564	2403.152136	2432.951512	2754.978109	3026.262726	2956.993999	3260.996431	2568.214194	2545.952243	2386.42967	2591.691968	2679.19212354545	3260.996431	1.20368105193007e-06
syc0994-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7303.72258	5307.077114	5970.840878	6659.003077	7277.83258	7266.323639	7014.131364	4615.666111	6115.555462	6834.810113	7667.959392	7650.534288	9058.019098	6068.528276	6862.247849	6979.432182	7567.095102	7449.441762	7763.531491	5984.40876	6772.738815	7736.077552	6905.68079477273	9058.019098	0.0140057989927229
syc0995-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13523.0521	13115.86164	11221.81983	11900.94295	12489.88156	12280.50397	12873.29597	12690.4949	11182.6095	11508.08523	12941.16243	11125.40138	12319.80683	11256.27531	9555.984463	10274.37579	9924.236458	10617.71033	11843.34259	10209.11324	9244.364016	9414.972651	11432.4224153636	13523.0521	0.106457789683924
syc0996-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	345.6535021	284.7309505	258.7328372	340.4579799	366.8709736	374.909589	362.5044258	246.6199659	258.937793	324.701725	350.2577467	402.9687346	459.8661132	280.77565	335.6228674	420.5904436	467.6790265	493.5792011	417.036008	324.7816141	355.7971532	436.6361577	359.53229355	493.5792011	0.00252773624713585
syc0997-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	224.7991512	177.7150931	155.8392653	187.4909222	260.0956429	233.7532156	205.4045253	148.5880207	158.8132373	213.5665903	230.4824571	259.3285345	333.7328348	181.8006022	226.3817203	226.9924172	268.6458186	251.2051574	240.1016642	190.4487273	141.5249507	277.186097	217.904392963636	333.7328348	0.00556900413977386
syc0998-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151.1675303	137.1945519	142.5665469	154.346562	176.9056092	160.338613	139.4296681	133.994482	131.5023345	135.8372218	197.5222547	153.8986979	241.5054408	136.1744165	138.4860329	178.4652143	207.8260877	165.0425199	192.0036929	146.9058699	162.0022365	197.1800348	162.740709931818	241.5054408	0.0205366516596557
syc0999-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	607.9098263	721.5932667	611.7611177	641.6287021	623.6134936	538.9803489	491.1601931	739.8166482	781.882099	628.3811247	522.7095512	477.7673042	736.2660161	620.0690028	655.5859335	573.152053	521.8785436	478.9812421	577.3626695	680.6326183	767.6047555	615.9175889	618.847913590909	781.882099	0.000453594432079869
syc1000-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124.2424169	96.37884533	175.9421949	153.728545	133.4092292	122.0756464	92.18346531	128.9715108	186.0509503	112.2985295	112.9402465	126.5524458	162.5449253	205.9951329	218.8249265	133.639468	137.6381446	122.2750849	169.9983225	191.6140946	236.4404966	161.5395554	150.240189874545	236.4404966	0.00972199699865586
syc1001-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	295.4802874	300.5359433	456.8867437	323.1666793	292.0912469	320.4368398	289.0693021	345.2775274	482.4622531	377.6477885	287.1487094	306.7969988	339.3663104	474.668848	577.8638551	319.6179703	300.3034911	301.5563163	327.5454553	470.9548195	591.5812125	383.4367681	371.086153013636	591.5812125	0.0158089354155769
syc1002-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	327.6695399	356.4777466	346.007438	316.4081418	267.7781991	213.1502397	249.5024475	423.6475705	456.3734864	395.2268408	376.1582932	246.1714548	269.7258127	271.8234773	347.2282727	328.5502879	239.9413891	183.8029256	226.5234859	236.5357476	339.0772153	399.9812467	309.89823905	456.3734864	0.0125717433107177
syc1003-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.46755576	317.8009573	326.501167	145.0905087	62.9831682	46.52077752	61.50596761	330.8859303	397.7495358	250.2625647	73.51120967	44.33833377	192.161482	364.9550352	392.71967	123.7749366	104.8801864	96.97705887	168.4174232	332.2630371	361.4248457	213.4509054	203.983738945455	397.7495358	0.00422336881906019
syc1004-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	288.6079316	329.8186945	262.2131344	292.3244203	223.3544121	207.3506656	246.0400812	374.1972571	255.694754	277.3379962	245.4510596	241.2318856	403.3038991	273.9129658	224.8146134	277.2609676	256.8665004	242.8257852	353.9555119	264.4383661	206.1082921	334.7276018	276.447127072727	403.3038991	0.394053809903355
syc1005-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	212.7955684	155.4581539	188.6867931	221.8978653	206.7291026	230.4657031	197.2655249	164.6289978	190.1282766	237.4148402	239.4911935	277.822549	321.7077625	204.2955245	288.0780056	290.3563417	303.8872888	279.9372827	296.8773208	237.8570213	309.1511398	336.6973194	245.074071613636	336.6973194	0.256837351142415
syc1006-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.67086891	84.26944457	83.79454176	81.99198099	103.058307	65.93254543	71.12826966	79.7498578	96.14422471	78.12510793	87.95620593	82.1088282	146.088981	87.91256528	107.2651227	114.9974405	94.40959259	90.71464462	126.6181276	87.07534181	101.7601736	127.5454086	94.650799145	146.088981	0.108377468128258
syc1007-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	412.008885	423.987715	393.8572395	549.3069171	482.5053129	460.14648	465.1627314	358.8224616	403.0388984	480.7889904	406.4972252	488.9105916	573.4995522	474.6303667	493.35332	588.3671071	621.8820805	520.7852619	596.2828766	488.6773293	456.6728032	507.0275643	483.918714086364	621.8820805	0.258213740517259
syc1008-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134.6070763	86.1214624	83.65756879	116.8357624	131.4275002	132.6122228	110.0467719	63.24079183	83.7063919	125.1964962	143.8605805	129.2616433	202.6477348	124.201237	136.8709279	148.4305233	176.5609827	166.2959313	152.0249459	102.6880271	136.4157013	159.8132195	129.387431787273	202.6477348	0.0243063387686128
syc1009-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	285.0356835	217.9564116	224.9085554	281.8026968	285.5065669	306.8897164	330.3565706	206.4398607	230.895608	272.0366269	312.6879537	340.2270521	425.7665231	309.5327768	363.8517897	439.1714476	437.1459695	439.39465	348.1298112	320.8130433	331.8639748	361.5279538	321.451874654545	439.39465	0.136534492248734
syc1010-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	239.3168107	154.6484909	222.8268629	217.7414473	187.3616258	237.5923412	182.0928516	238.1589109	195.253012	180.8680327	207.3816667	240.0474311	184.0991089	206.4838334	243.2112291	214.568926	231.9520853	209.7096305	193.9095453	224.4890315	289.1722579	245.5859342	215.748684813636	289.1722579	0.751494310266314
syc1011-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	324.4356941	343.1869163	395.566326	372.1687684	320.97489	294.2707652	369.3055899	351.8536484	365.5922688	361.2327359	310.0900246	345.3442045	489.4768527	350.74764	449.7904724	390.4873518	393.8105619	368.2247919	369.157694	444.9969425	401.354091	435.090149	374.870835422727	489.4768527	0.110030634414617
syc1012-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	145.7872761	183.9338524	152.5110685	131.2173919	143.9621221	213.8318623	170.9849979	147.6067311	141.5647945	126.3334741	146.9888816	182.2952344	139.1019514	126.4798611	179.9175457	131.766793	182.7612974	143.1789014	141.5277514	138.2106534	178.46558	164.0080797	155.110731881818	213.8318623	0.794040340558453
syc1013-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1362.658692	1545.448528	1275.901083	1233.643152	1377.959373	1317.204636	1526.564976	2074.764396	1571.916427	1586.345264	1502.650919	1438.522442	1259.348381	1281.053901	1295.037407	1433.886334	1325.636502	1269.686088	1097.700228	1370.073514	1411.449865	1445.742779	1409.23613122727	2074.764396	0.583343925616236
syc1014-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	271.3064529	358.6735431	312.8626616	265.7806504	326.9756691	244.8361082	357.3088401	487.2011686	399.8395153	317.8605198	311.2147613	282.2845585	336.4841632	350.9894195	335.5523406	413.5067117	374.1880959	304.7250652	286.693857	349.3026032	478.4221913	475.0845169	347.322427881818	487.2011686	0.0931625094794222
syc1015-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1104.413931	1272.058747	1040.96424	1145.515051	1052.815501	1092.639774	1068.10571	1290.741813	1125.03743	1149.465895	1141.86507	1094.210794	1022.104823	1072.646493	1062.834933	1101.115136	1067.978006	1108.818995	1027.543925	1077.177246	1229.568192	1275.1286	1119.21592295455	1290.741813	0.359409944652779
syc1016-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	239.4711105	224.9491766	273.5064992	240.9398388	257.2992527	278.6704579	263.3501766	252.6399341	243.3224036	228.175721	257.0094686	253.5600825	332.7816807	280.2478312	338.3124836	305.8134262	374.4779784	286.4240344	293.4778635	304.98621	372.7846732	327.0513382	283.147801886364	374.4779784	0.835295061879312
syc1017-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	782.2172622	856.7876113	736.4384198	828.9304397	891.9454607	909.1196761	903.1727482	819.2614791	631.9414703	717.9770441	725.3865386	965.802851	985.4911121	816.9931751	762.6852263	947.5409791	1020.33577	978.5887437	1046.739226	880.6203875	778.2691042	823.8741541	855.0054036	1046.739226	0.00637448686265194
syc1018-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1087.412457	668.0826161	701.7906512	817.4704732	904.8881774	936.8861154	922.2727042	684.9965254	777.7900601	922.7822245	875.0975528	1097.994	1204.12759	912.4114867	987.9184584	1061.67687	1251.705983	1117.691077	1045.455506	890.3822739	1012.527664	1130.101577	955.066456513636	1251.705983	0.0771948894822755
syc1019-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	229.9174154	159.0326713	138.0643339	188.8947201	217.4081182	196.666228	181.4390371	165.9452217	154.5803273	184.2438795	175.1773601	187.9283186	264.8492891	154.4798657	201.604815	252.6087665	212.3801627	229.1412136	187.8547942	200.776594	187.2016947	198.6189344	194.036989140909	264.8492891	0.112657770110303
syc1020-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198.1222903	167.8768582	103.3078178	141.0162208	202.1108382	204.8708016	177.4561304	118.4737341	119.8026637	121.2730183	140.245246	211.7265486	135.3726011	112.7853537	124.319731	172.6376349	199.564663	207.6178995	177.4580631	149.8127281	147.9708363	130.389078	157.464125304545	211.7265486	0.0118617698171549
syc1021-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	317.8320955	252.2338358	266.031749	357.1504732	300.2590025	383.4421893	345.0111546	243.5154166	293.7782366	347.8147572	387.3000135	403.3726549	442.62024	319.4764051	384.5061948	517.825099	547.8569164	567.1954233	400.1458352	309.3936279	487.5576694	448.8341415	378.325142331818	567.1954233	0.0387214669345788
syc1022-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1992.049799	1310.892496	1322.510628	1515.174297	1861.859414	1705.662281	1673.930354	1187.624538	1317.250743	1667.198624	1936.94504	1814.71999	1569.886459	1396.98754	1548.794796	2001.714506	2154.538173	1985.174608	1740.270438	1352.384397	1441.720747	2044.599263	1660.9949605	2154.538173	1.21098137912165e-06
syc1023-h_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1416.819675	1142.455005	1260.919025	1247.54747	1324.883787	1387.423903	1306.103752	951.1426489	1226.380527	1329.516152	1422.406366	1507.756228	1343.54304	1025.420602	1307.312459	1415.773003	1603.515541	1566.69473	1386.013854	1138.069562	1072.407855	1444.679581	1310.30839845	1603.515541	1.33688819988668e-06
syc1024-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4608.493627	3431.378673	3389.420067	3969.62359	4123.908548	4056.384549	4159.932164	2827.472436	2899.980101	3828.027638	4478.072234	3940.945659	3586.307993	2887.015725	3498.546413	4378.853964	4514.620803	4371.266693	3622.292294	3036.568597	3532.695168	4226.357916	3789.46203872727	4608.493627	0.001054621359903
syc1025-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	907.8362086	816.032847	754.1405309	681.055507	766.8176494	777.5968408	727.4127791	839.0370362	633.640292	764.5957916	781.8264874	857.7924362	951.5848003	787.4287369	795.2137692	915.209168	1148.70891	986.0176824	986.2798345	833.4801005	864.976937	1161.721566	851.745723227273	1161.721566	0.283526377597452
syc1026-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	259.370164	249.0038868	204.4917177	250.0503507	251.4114416	300.3393277	234.7961177	290.1437728	208.9026492	244.9319625	251.6212503	280.4430141	491.6985901	328.4638767	338.5693328	368.377985	395.7846332	388.8114184	396.0578533	383.3851982	438.7549278	391.9238192	315.787876809091	491.6985901	0.816304031293477
syc1027-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.33667405	77.46680019	90.37260742	71.92434286	58.9617529	100.677771	90.33103349	68.32369811	64.28621223	68.4793043	65.61079795	87.85546744	136.7319124	76.57387031	84.86732633	88.49234266	64.80636013	102.5401563	74.22294131	72.77500367	103.1229047	106.3784961	82.6880807204546	136.7319124	0.865454071444768
syc1028-m_at	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	283.1211266	242.8734587	344.4991675	293.1795189	315.2595599	297.7882101	256.4760304	252.2157424	373.3352164	315.1748582	254.1150093	331.7721423	286.2869933	298.1817695	372.5672511	315.9018707	319.2148162	311.8597703	286.509278	283.6247768	322.5788493	270.3220146	301.220792295455	373.3352164	0.210716854383297
