Uniprot.ID	Gene.Name	CT03	CT07	CT11	CT15	CT19	CT23	CT27	CT31	CT35	CT39	CT43	CT47	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
A0A286YDI5	Ngly1	0	0.085056201	0.023688797	-0.060826846	-0.076889178	0.120023707	-0.20840912	-0.109744587	-0.212496701	-0.085007988	-0.045082834	0.030538394	-0.0449291795833333	0.120023707	0.632957427390337	NA	NA	NA
A0A286YDJ3	Sorbs1	0	0.462996339	-0.086659939	-0.738250084	0.7550375	0.008610402	-0.16787479	0.15301428	1.127376341	0.794556889	-0.462077231	-0.022767977	0.151996810833333	1.127376341	0.468276286551999	NA	NA	NA
A0A286YDK9	Camk2g	0	0.144464403	0.112187678	-1.043414535	0.037141006	-0.241406736	-0.070955437	0.242560844	0.728429236	-0.033997602	-0.429178697	-0.575725477	-0.0941579430833333	0.728429236	0.112924815704588	NA	NA	NA
A0A286YDL6	Camk2g	0	0.144464403	0.112187678	-1.043414535	0.037141006	-0.241406736	-0.070955437	0.242560844	0.728429236	-0.033997602	-0.429178697	-0.575725477	-0.0941579430833333	0.728429236	0.112924815704588	NA	NA	NA
A0A286YDM3	Hnrnpk	0	0.427517262	0.593204007	1.096496202	1.161727636	1.227161058	0.46844888	0.54904447	0.683452039	1.223332123	0.885712501	0.854974096	0.764255856166667	1.227161058	0.0448559420976478	NA	NA	NA
A0A286YDN0	Sorbs1	0	0.462996339	-0.086659939	-0.738250084	0.7550375	0.008610402	-0.16787479	0.15301428	1.127376341	0.794556889	-0.462077231	-0.022767977	0.151996810833333	1.127376341	0.468276286551999	NA	NA	NA
A0A286YE28	Tkt	0	0.499828519	0.339682525	-0.022140469	0.263141929	0.134707023	0.149903393	0.391993821	0.230491528	0.130000943	0.482974003	0.807922086	0.284042108416667	0.807922086	0.898875515265297	NA	NA	NA
A0A286YE41	Hnrnpk	0	0.427517262	0.593204007	1.096496202	1.161727636	1.227161058	0.46844888	0.54904447	0.683452039	1.223332123	0.885712501	0.854974096	0.764255856166667	1.227161058	0.0448559420976478	NA	NA	NA
A0A2I3BPH9	Fam49b	0	1.091531223	0.643987694	0.06374201	0.081673758	-0.284368741	0.539061025	0.298488735	0.526178766	-0.366197296	-0.485437445	-0.08546683	0.16859940825	1.091531223	0.0157634558144057	NA	NA	NA
A0A2I3BPK8	Tars	0	0.224921279	0.375212605	-0.409268046	-0.096427951	-0.220780554	0.212454898	0.163809209	-0.108058838	-0.082294451	0.034564407	-0.142705728	-0.00404776416666667	0.375212605	0.194978878182296	NA	NA	NA
A0A2I3BQM8	Itih3	0	0.968649596	0.424285468	0.827689965	0.438983788	0.65478423	0.321189843	0.426029694	0.371672873	0.904425066	1.158588578	0.877989197	0.614524024833333	1.158588578	0.233816060125974	NA	NA	NA
A0A2I3BQP6	Camk2g	0	0.144464403	0.112187678	-1.043414535	0.037141006	-0.241406736	-0.070955437	0.242560844	0.728429236	-0.033997602	-0.429178697	-0.575725477	-0.0941579430833333	0.728429236	0.112924815704588	NA	NA	NA
A0A2I3BQR9	Puf60	0	-0.879104629	-2.720977361	0.000393104	-0.042020377	-0.217653652	-1.400884307	-1.188567328	-0.965978358	-0.352630477	0.368333894	0.411379175	-0.582309193	0.411379175	0.0908359196388458	NA	NA	NA
A0A2I3BQV3	Myh7	0	-3.3562804	-0.94831674	-2.975539578	-1.237960273	-3.530222382	-2.517463676	-1.791509624	0.043316246	-1.76833394	-2.49543899	-1.987730459	-1.88045665133333	0.043316246	0.70020785655149	NA	NA	NA
A0A2I3BR94	Gmfb	0	1.400076151	1.419380492	0.891517661	1.712585135	1.246217954	1.643251693	1.76904494	1.770230857	1.260860229	1.531149436	1.596664647	1.35341493291667	1.770230857	0.586796595366169	NA	NA	NA
A0A2I3BRE5	Lgals3	0	0.402750735	-0.220284933	0.065934076	-0.284526163	-0.036812609	0.239527029	-0.114273766	-0.356069838	-0.054166447	0.066471552	0.261733365	-0.00247641658333333	0.402750735	0.369532237792509	NA	NA	NA
A0A2I3BRL9	Myh7	0	-3.3562804	-0.94831674	-2.975539578	-1.237960273	-3.530222382	-2.517463676	-1.791509624	0.043316246	-1.76833394	-2.49543899	-1.987730459	-1.88045665133333	0.043316246	0.70020785655149	NA	NA	NA
A0A2I3BRN5	Fam49b	0	1.091531223	0.643987694	0.06374201	0.081673758	-0.284368741	0.539061025	0.298488735	0.526178766	-0.366197296	-0.485437445	-0.08546683	0.16859940825	1.091531223	0.0157634558144057	NA	NA	NA
A0A2I3BRQ3	Itih3	0	0.968649596	0.424285468	0.827689965	0.438983788	0.65478423	0.321189843	0.426029694	0.371672873	0.904425066	1.158588578	0.877989197	0.614524024833333	1.158588578	0.233816060125974	NA	NA	NA
A0A2I3BRT7	Lifr	0	0.972360624	0.730351358	-0.172541027	0.67271525	0.939102608	0.80498646	1.186836617	0.664863957	0.472600623	1.310193867	1.298879982	0.74002919325	1.310193867	0.576159146697794	NA	NA	NA
A0A2K6EDJ7	Itih4	0	1.253422479	0.580349027	0.985282521	0.569473746	0.486134543	0.69085271	0.884698551	0.544140203	0.555142949	0.902218557	1.030441096	0.706846365166667	1.253422479	0.91903360523534	NA	NA	NA
A0A2R8VHD3	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VHE5	Mpst	0	0.146866562	0.294135009	0.355087293	0.132936556	0.303644127	-0.054890408	0.191790604	0.072671611	-0.072412899	0.408729964	0.321588742	0.175012263416667	0.408729964	0.531832824206947	NA	NA	NA
A0A2R8VHF9	Myh11	0	-0.940739759	-0.70126344	-1.355707905	-1.236509917	0.962565301	-1.298474816	-2.430252054	3.515131251	0.330408325	-1.674797603	-1.989308663	-0.568245773333333	3.515131251	0.857617052471025	NA	NA	NA
A0A2R8VHG5	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VHG9	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VHH6	Ptpra	0	0.105855792	0.125618661	-0.513003644	0.448544241	0.020331755	-0.031951649	0.2093541	-0.025516538	0.495822174	0.325037639	0.160453686	0.110045518083333	0.495822174	0.122059412624197	NA	NA	NA
A0A2R8VHJ2	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VHM8	Aco2	0	-0.112926434	-0.012886553	-0.074874742	-0.072711152	-0.060729001	-0.084529021	-0.065965284	-0.124644618	-0.106497858	-0.09808372	-0.162185519	-0.0813361585	0	0.892204455282807	NA	NA	NA
A0A2R8VHN7	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VHT1	Mpst	0	0.146866562	0.294135009	0.355087293	0.132936556	0.303644127	-0.054890408	0.191790604	0.072671611	-0.072412899	0.408729964	0.321588742	0.175012263416667	0.408729964	0.531832824206947	NA	NA	NA
A0A2R8VHX1	Ndufa6	0	-0.305061304	-0.134065874	0.426022567	0.15412429	0.670973093	-0.194799167	0.066598829	-0.223146328	0.022172186	0.127823691	0.243989323	0.0712192755	0.670973093	0.137784735708664	NA	NA	NA
A0A2R8VHX6	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VI19	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VI21	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VI48	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VK32	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VK58	Mb	0	-1.884171003	-1.297397887	-1.056542905	-1.740833637	-2.864328967	-2.05676536	-0.974605503	-1.011280816	-0.99449175	-2.106652915	-1.073565329	-1.42171967266667	0	0.399571250296287	NA	NA	NA
A0A2R8VK60	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8VKI5	Myh9	0	0.627910904	0.262036748	0.598377044	0.462604206	0.656721236	0.460700277	0.598809888	0.578911041	0.70430432	0.878985036	0.803555814	0.552743042833333	0.878985036	0.49016266890138	NA	NA	NA
A0A2R8W6F8	Mb	0	-1.884171003	-1.297397887	-1.056542905	-1.740833637	-2.864328967	-2.05676536	-0.974605503	-1.011280816	-0.99449175	-2.106652915	-1.073565329	-1.42171967266667	0	0.399571250296287	NA	NA	NA
A0A2R8W6S4	Pacsin2	0	-0.021809956	0.038029796	0.101908136	-0.220463958	0.00295436	0.213620134	-0.161824832	-0.089723807	0.060779544	-0.232953405	-0.296997205	-0.0505400994166667	0.213620134	0.62067579986674	NA	NA	NA
A0A2R8W6V7	Myh9	0	0.627910904	0.262036748	0.598377044	0.462604206	0.656721236	0.460700277	0.598809888	0.578911041	0.70430432	0.878985036	0.803555814	0.552743042833333	0.878985036	0.49016266890138	NA	NA	NA
A0A2R8W6X8	Csad	0	0.449337893	0.646655984	0.290246548	0.427511111	0.538665813	0.585870233	0.574584429	0.204244015	0.229241612	0.695170183	0.684325191	0.443821084333333	0.695170183	0.279053221766123	NA	NA	NA
A0A2R8W744	Aco2	0	-0.112926434	-0.012886553	-0.074874742	-0.072711152	-0.060729001	-0.084529021	-0.065965284	-0.124644618	-0.106497858	-0.09808372	-0.162185519	-0.0813361585	0	0.892204455282807	NA	NA	NA
A0A2R8W750	Pacsin2	0	-0.021809956	0.038029796	0.101908136	-0.220463958	0.00295436	0.213620134	-0.161824832	-0.089723807	0.060779544	-0.232953405	-0.296997205	-0.0505400994166667	0.213620134	0.62067579986674	NA	NA	NA
A0A2Z4SX56	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SX65	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SX67	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SX74	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SX77	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SX87	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SX92	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SX96	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXA2	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXC0	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXC3	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXD0	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXE3	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXF0	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXF9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXH6	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXI5	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXI6	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXJ9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXK7	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXM8	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXN9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SXP9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SY86	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SY98	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYA7	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYC9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYE0	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYE8	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYF9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYR2	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYS1	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYT1	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYU1	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYV0	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYV3	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYW2	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYX4	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYX7	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYY7	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYZ5	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SYZ7	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SZ02	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SZ12	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SZ22	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4SZ33	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T1B9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T1D9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T1G2	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T1H0	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T1I1	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T1K1	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T2D0	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T2D9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T2F0	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T2F8	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T2G8	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T2H6	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T2I9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T2K9	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T3D8	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T3E7	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T3F8	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T3N6	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A2Z4T3R6	H2-D1	0	0.535606865	0.175068958	1.882711491	1.699289167	1.811721487	0.887038295	0.884175145	0.986629463	1.380991678	1.552560253	1.813642235	1.13411958641667	1.882711491	0.0950819150284287	NA	NA	NA
A0A338P6F9	Pi4ka	0	0.357764466	0.234384373	0.501026633	0.375264597	0.488480463	0.474788863	0.429227119	0.698579438	0.51604505	0.38973738	0.42674643	0.407670401	0.698579438	0.698751705165723	NA	NA	NA
A0A338P6H8	Hrg	0	0.855389548	0.036355149	0.798223462	0.342607384	0.524135442	0.643330231	0.580972811	0.496043516	0.561423214	0.567079962	0.85844876	0.522000789916667	0.85844876	0.915123354071011	NA	NA	NA
A0A338P6J9	Cast	0	0.655399115	1.138989486	1.168982453	1.38195191	1.144884214	0.847830664	1.202356841	1.365613695	1.368370481	1.838289798	1.31665714	1.11911048308333	1.838289798	0.0226798019752427	NA	NA	NA
A0A338P6K2	Myh11	0	-0.940739759	-0.70126344	-1.355707905	-1.236509917	0.962565301	-1.298474816	-2.430252054	3.515131251	0.330408325	-1.674797603	-1.989308663	-0.568245773333333	3.515131251	0.857617052471025	NA	NA	NA
A0A338P6L1	Ube2l3	0	0.135927508	0.041153307	-0.18099974	-0.041666254	-0.092300037	-0.195334373	-0.048529823	-0.435255724	-0.279936712	0.009306068	0.074879476	-0.0843963586666667	0.135927508	0.468758503863046	NA	NA	NA
A0A338P6P7	Pacsin2	0	-0.021809956	0.038029796	0.101908136	-0.220463958	0.00295436	0.213620134	-0.161824832	-0.089723807	0.060779544	-0.232953405	-0.296997205	-0.0505400994166667	0.213620134	0.62067579986674	NA	NA	NA
