UniProt.ID	protein_LD6.5	protein_LD9.5	protein_LD11.5	protein_LD12.5	protein_LD14.5	protein_LD17.5	protein_LD21.5	protein_LD23.5	protein_LD24.5	protein_LD26.5	protein_LD30.5	protein_LD33.5	protein_LD35.5	protein_LD36.5	protein_LD38.5	protein_LD41.5	protein_LD45.5	protein_LD47.5	protein_LD48.5	protein_LD50.5	protein_mean.level	protein_max.level	protein_rhythm.pvalue	Ensemble.Genome.ID	Ensembl.Genome.Protein.ID	Transcript.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
Q31LX0	1.012511583	0.910961452	0.959400632	0.98107001	0.903857571	0.993573501	1.009717771	1.022350939	0.97678729	0.839459987	0.85329657	0.966050879	0.81245628	0.937130343	0.967609225	1.140775013	1.032048246	1.027779616	1.095216555	0.998389489	0.9720221476	1.140775013	0.101899654004916	NA	NA	NA	253	21.46	23.02
Q31LX3	0.939939715	0.970063134	1.048817681	0.964050979	1.16654098	0.994260074	1.001613109	1.035618977	0.982200159	0.979715547	0.798913942	1.043037686	0.851138038	0.963607119	1.087677138	1.205591008	1.003922066	1.072753648	1.10357029	0.996322642	1.0104676966	1.205591008	0.00722810934039916	NA	NA	NA	270	22.64	24.86
Q31LX4	0.57729793	1.435489433	1.471634634	1.204481129	0.897842171	1.327394458	0.889610704	0.876798907	0.672976656	0.862978548	1.016950935	1.017185124	0.891866805	0.823379405	1.054144143	1.202541298	1.057791322	1.148682488	1.142878335	1.263572019	1.0417748222	1.471634634	0.58875178114147	NA	NA	NA	130	23.05	24.18
Q31LX5	0.794328235	0.961390884	1.000230285	0.887156012	1.238226231	1.183859054	1.110196874	1.048334794	1.048334794	1.126937939	0.865764951	0.973419406	0.918755602	0.881251765	0.83907349	1.001843766	1.296582035	1.290327639	1.224052372	1.603245391	1.06466557595	1.603245391	0.0600328792944908	NA	NA	NA	152	23.33	25.02
Q31LX8	1.083926914	0.992201776	0.997011115	1.025415788	1.097994084	1.07969229	1.114037987	1.159845121	1.055115493	0.783068943	0.891661469	1.041837535	0.884911828	1.026833432	0.95411341	1.1137815	1.091943079	1.057547785	1.114807803	0.953674126	1.0259710739	1.159845121	0.0465514982571765	NA	NA	NA	745	21.88	23.76
Q31LX9	1.151595608	0.890430444	1.058034916	1.032285911	1.077457131	0.879629934	0.898876445	0.915377008	0.930464911	0.906984782	0.946891025	0.964495043	0.920449572	0.925763385	1.001382506	1.107898565	0.968723867	0.994489037	1.054629706	1.028489826	0.9827174811	1.151595608	0.879069275569565	NA	NA	NA	212	22.43	24.47
Q31LY0	1.198671005	1.112243817	1.188775922	1.20364939	1.365211695	1.05535847	0.950167125	1.026597022	1.028489826	0.959621567	0.87116416	1.010880921	0.89227762	0.978362955	1.24050923	1.30136763	1.028016298	1.072753648	0.979039017	0.966273346	1.0714715332	1.365211695	0.0459009343342539	NA	NA	NA	198	21.72	23.21
Q31LY1	0.901571138	1.021174591	0.971404252	0.844889669	1.132139648	1.056330939	1.093956366	1.032523631	1.026833432	1.263863	1.070532854	0.906567196	0.842364391	0.791224998	0.817146641	0.930250688	1.133704838	1.185768748	1.205591008	1.282625884	1.0255231956	1.282625884	0.0203319934638861	NA	NA	NA	144	22.42	24.45
Q31LY2	1.498304211	1.088679387	1.253718401	1.166003892	1.028726672	0.936698878	0.90740256	0.96094825	0.782528205	0.914534303	1.0752266	1.148153621	1.282921254	1.269696727	1.180864319	1.146304507	0.756658648	0.676238667	0.657809286	0.948418463	1.03399184255	1.498304211	0.0197677503983773	NA	NA	NA	358	25.59	28.1
Q31LY3	1.011113712	0.936698878	0.984464364	0.934329368	1.257766432	1.000460623	0.896809087	0.946891025	0.964050979	0.966718434	0.946891025	0.836565596	0.747825035	0.962276766	0.81114781	1.503488117	1.592575389	1.28528666	1.223488805	1.633804169	1.0721326137	1.633804169	0.173309947456917	NA	NA	NA	246	23.26	24.48
Q31LY4	1.037767343	1.023292992	0.995634644	1.038006325	1.068808749	0.4437108	0.512743307	0.637822742	0.780548691	0.605201506	0.938858192	0.860201113	0.875386813	0.96894695	1.100271845	1.337519123	1.010182871	0.997700064	1.077209066	1.053416217	0.91816146765	1.337519123	0.49905796259346	NA	NA	NA	1000	22.98	25.34
Q31LY5	1.009020524	1.121501865	1.015780801	1.059253725	1.229985524	0.967609225	0.905732601	0.860597341	0.854476258	0.909494339	0.977462264	0.985825392	0.936267611	1.038723602	1.036573257	1.097994084	0.94145594	0.884911828	0.936914586	1.105859619	0.9937720193	1.229985524	0.0720948921566399	NA	NA	NA	441	21.4	22.8
Q31LY6	0.873574604	1.041597671	1.142878335	0.988325498	0.903857571	1.002536054	1.068070697	1.122276838	1.065614202	1.139200062	0.928966387	1.150535438	1.005309994	1.108153698	1.278497844	1.235093966	0.915798652	0.942974611	0.996322642	0.83061544	1.0370100102	1.278497844	0.223679351589449	NA	NA	NA	376	23.51	25.47
Q31LY7	0.911171233	0.938425931	1.08292904	0.902401898	1.051477539	0.961390884	1.153453258	1.227156635	1.058522271	0.97229936	1.029200527	1.267068225	0.977237221	1.133182868	0.91075172	1.113012393	0.766302072	1.092194537	1.004153254	0.819785061	1.01860579635	1.267068225	0.85196538884698	NA	NA	NA	348	24.48	26.26
Q31LY8	1.33505759	0.952138223	1.030148893	1.001843766	1.176250985	0.913692374	1.080189621	1.100271845	1.046646439	0.964272986	0.887360311	1.136056681	0.962941713	1.038723602	0.991060119	1.086675811	0.958517398	0.994260074	1.050025872	0.741139568	1.02236369355	1.33505759	0.327353459534165	NA	NA	NA	793	23.74	25.86
Q31LY9	1.01227847	0.964050979	0.953674126	0.886135224	1.126678482	1.048576209	1.103062194	1.083926914	1.027069896	1.165198723	1.018825954	0.88838251	0.897222178	0.848398711	0.954992586	1.0752266	0.947327185	0.926829823	0.989919775	0.988325498	0.99530510185	1.165198723	0.244405862123123	NA	NA	NA	193	23.5	25.67
Q31LZ0	0.993116048	0.985144643	1.084675923	0.950604794	1.103316213	1.040878409	1.016248693	0.961612278	1.008091609	1.222081022	0.945801503	0.892483098	0.885931207	0.841395142	0.926189813	1.077953433	1.198119123	1.158243842	1.134227049	1.102046704	1.0264080273	1.222081022	0.0712231203630903	NA	NA	NA	162	23.18	24.85
Q31LZ1	1.173005369	0.960284679	1.023528641	1.009252886	1.171385921	1.077209066	1.082679715	1.128755813	0.997929819	0.866163742	0.910961452	1.032285911	0.872971368	1.034189204	0.949510999	1.202818225	1.139200062	1.000691014	1.057791322	1.027306415	1.03589608115	1.202818225	0.0238354467426334	Synpcc7942_1898	ABB57928	NA	468	22.27	24.28
Q31LZ3	0.901986422	0.973419406	0.997700064	0.887769049	1.102300489	1.041597671	1.103824426	1.006468066	1.038962805	1.20364939	0.964939312	0.907611521	0.839846661	0.810401059	0.854082847	1.01648272	1.129795915	1.124604974	1.140249788	1.260375638	1.01530341115	1.260375638	0.0389616778363024	NA	NA	NA	414	20.62	22.73
Q31LZ4	1.70804772	2.095559517	3.55140335	2.256835995	1.169768709	0.962276766	0.933684179	0.950823704	0.937562007	1.317346434	1.158777356	0.920661538	0.890840596	0.995405417	0.741480954	0.759451423	1.04761088	1.212271793	1.144985535	1.864232178	1.33095130255	3.55140335	0.0695235721874875	NA	NA	NA	270	24.44	26.32
Q31LZ6	1.011812406	1.033951101	1.300468988	1.305268929	1.100018528	1.106878623	1.186861385	1.24652215	1.033237119	0.939074397	0.857432617	1.033237119	0.892483098	0.996093257	0.952796164	1.149740951	1.102300489	0.88695176	1.031573079	0.944278279	1.05554902195	1.305268929	0.120455436531948	NA	NA	NA	258	22.55	24.72
Q31LZ7	0.71581369	0.824897524	0.928111171	0.767361489	0.661149997	1.025179705	0.931107875	0.906984782	0.991973339	1.083178422	1.234241088	0.793596968	0.377398353	1.15212606	0.538021957	0.854673031	1.309483408	1.444441641	1.195914138	1.674942876	0.9705298757	1.674942876	0.0877455196515213	NA	NA	NA	269	23.18	24.93
Q31LZ8	0.889610704	0.897428795	1.044479691	0.874379567	0.954772716	1.048576209	1.040638765	1.038484455	1.008788215	1.241080637	1.054144143	0.904898774	0.777499288	0.717959589	0.944713236	1.210319415	1.21646607	1.274089686	1.152922195	1.277026766	1.0284139458	1.277026766	0.0508501368420677	Synpcc7942_1891	ABB57921	NA	186	24.71	26.94
Q31LZ9	0.79250133	1.062918583	0.988780744	0.95345456	1.035618977	1.013677951	1.099765268	1.091189052	1.087176359	0.891866805	0.592788814	0.548782179	0.709087778	1.078946722	0.989236199	1.497269576	0.948418463	0.984011106	1.029200527	0.878820138	0.96367555655	1.497269576	0.0013425532952886	NA	NA	NA	168	22.04	23.58
Q31M00	0.991060119	0.991744955	0.969393269	0.954333128	1.059741642	1.04930079	1.173275495	1.259505302	1.129795915	0.88695176	0.882876587	1.043037686	0.895570955	1.035857465	1.094964401	1.282035349	1.009252886	1.011579454	1.060229783	1.006004677	1.0393255809	1.282035349	0.0100526358544665	NA	NA	NA	531	26.08	27.87
Q31M02	0.789950721	0.680455925	0.711704972	0.767361489	1.495546773	0.921722099	1.038962805	1.06708742	0.93799387	0.955872572	0.744217709	0.958958913	0.948418463	0.995405417	1.091189052	1.011113712	0.848594085	0.978362955	0.916009547	0.942323453	0.9400625976	1.495546773	0.0499264641657642	NA	NA	NA	430	23.47	25.44
Q31M04	0.894540484	0.936698878	1.056574196	0.867560959	1.243082636	1.078946722	1.017888013	0.964717152	0.98107001	1.320079236	0.925550245	0.966495864	0.952138223	0.840620545	0.951480736	1.027306415	1.536031068	1.241652308	1.249971181	1.440787726	1.07465962985	1.536031068	0.129214099562177	NA	NA	NA	255	22.77	24.67
Q31M05	0.878011087	0.986506611	1.07225974	0.894334532	1.34307418	0.964717152	1.057547785	0.972523266	0.959621567	1.217586993	0.951480736	0.831763771	0.678109767	0.868760367	0.912641052	1.152656756	1.004153254	1.120985513	1.137365368	1.120727426	1.00624134615	1.34307418	0.232397048188504	NA	NA	NA	173	21.07	22.81
Q31M06	0.982426345	0.917064749	1.106114282	0.950167125	0.930679183	1.212550961	1.068808749	1.031335578	1.006931669	1.088930093	0.964717152	0.831763771	0.812643377	0.830233016	0.843723217	1.110964035	1.090937825	1.139987266	1.106114282	1.231685986	1.01288893305	1.231685986	0.0550607053429037	NA	NA	NA	239	24.77	26.75
Q31M07	0.987870462	0.903233424	1.04930079	0.973195294	1.078698314	1.053173687	0.97588805	0.943191764	1.07969229	1.251122977	1.009950294	0.886339287	0.851726187	0.790860709	0.882266928	1.057791322	1.119953522	1.255740785	1.180048888	1.11660611	1.0223325542	1.255740785	0.0504186070384142	NA	NA	NA	136	21.99	24.57
Q31M08	1.114551139	0.877000821	0.842558375	0.875588401	1.959746963	1.037767343	1.139724804	1.126419085	1.000460623	1.002536054	0.946891025	0.997470361	0.900533763	0.978362955	0.931751284	0.809468587	0.894334532	0.897222178	1.092949259	0.974765164	1.0200051358	1.959746963	0.199447298361969	NA	NA	NA	550	22.25	24.18
Q31M10	1.101032149	1.045442136	1.038484455	0.895777191	1.102046704	1.035142167	1.103824426	1.142352141	1.054386896	0.989008445	0.808351037	0.976562402	0.974540742	0.980392545	1.271744886	1.237086307	0.970286525	1.010880921	0.955212507	0.972523266	1.0332538924	1.271744886	0.0254755642787875	NA	NA	NA	312	21.89	23.75
Q31M13	1.050751455	0.885319439	0.966050879	1.077209066	1.257476854	0.965383785	1.03038612	1.087927613	0.94362622	0.809468587	0.807420924	1.078946722	0.880643228	1.047128548	1.279970617	1.288249552	1.022350939	0.984237709	1.053416217	0.93799387	1.0226979172	1.288249552	0.00626635518088824	NA	NA	NA	126	21.69	24.47
Q31M14	1.051961874	0.970733461	0.969839794	0.921297728	1.120727426	1.077457131	1.177877159	1.140249788	1.074731554	0.970286525	0.957194071	1.025179705	0.861390346	1.026360666	0.909494339	1.023764345	1.004847138	0.998159627	1.024707701	1.00461579	1.0155438084	1.177877159	0.113449622086075	NA	NA	NA	466	22.07	23.86
Q31M15	0.78777102	0.926189813	1.033951101	0.862978548	1.036334604	1.041118108	1.073494936	1.045442136	1.038962805	1.093956366	0.977237221	0.751276839	1.006004677	0.657052391	0.718124924	0.914323748	1.203095216	0.972523266	1.069547311	1.133965913	0.96716754715	1.203095216	0.0970962082879974	NA	NA	NA	156	23.64	25.44
Q31M16	0.704693069	0.870562589	0.93734615	0.868160456	1.214227319	1.256897898	1.055844592	1.032761406	1.006468066	1.094712306	0.9103324	0.826989509	0.862382629	0.82756097	0.816770418	1.081932085	1.090686657	1.148153621	1.189049679	1.083926914	0.99397293665	1.256897898	0.0370184668258068	NA	NA	NA	226	23.33	25.66
Q31M18	0.882266928	0.96094825	1.099512067	1.149476243	1.137889264	0.981521913	0.895983475	0.878617805	1.053173687	1.139462403	0.968723867	0.880643228	0.76966192	0.871565438	0.813954259	1.039441375	1.210876916	1.243082636	1.27145209	1.234525315	1.02413895395	1.27145209	0.219557597395671	NA	NA	NA	177	23.49	26.41
Q31M19	1.035142167	0.716473282	1.063898018	0.896809087	0.939290652	1.168422738	1.22123713	0.766125645	0.901156044	1.062918583	0.936267611	1.002305238	0.947327185	1.069301067	1.158510569	1.189049679	0.924272433	0.791954079	0.92939429	1.052931213	0.9886393355	1.22123713	0.239337299925968	NA	NA	NA	427	19.74	21.08
Q31M23	0.866961876	1.013211242	1.051719679	0.891045744	1.220955962	1.034427363	1.059009851	0.950385934	1.042797545	1.223488805	1.081433951	0.863376056	0.814704284	0.73417569	0.884911828	1.040399177	1.050025872	1.215346179	1.215626055	1.330148105	1.0292075599	1.330148105	0.097506119674143	NA	NA	NA	136	22.05	24.14
Q31M24	0.927683858	0.964272986	0.898876445	0.884708093	1.14051237	1.026597022	1.110196874	1.091189052	1.020469432	1.015313124	0.915377008	1.001843766	0.988780744	1.022350939	1.095721037	1.047852129	0.949073834	0.957855506	0.986506611	0.926189813	0.99856853215	1.14051237	0.0337567087898476	NA	NA	NA	306	22.94	24.88
Q31M25	0.851530092	0.933469215	1.053901445	0.896809087	1.192065173	1.055601503	1.032999235	0.951699848	1.038245363	1.285878693	1.093704503	0.918332596	0.790314591	0.778753479	0.811521443	0.910542036	1.14709662	1.211713649	1.241652308	1.198671005	1.0197250942	1.285878693	0.0294852043457896	NA	NA	NA	195	21.43	23.14
Q31M26	0.9132717	0.994718053	1.054872571	0.94080583	1.057547785	1.13005609	1.124087193	1.105859619	1.014144874	1.202818225	0.797076491	1.282035349	1.404753103	1.129015749	1.226026903	1.189049679	1.038484455	1.080936047	1.038245363	1.168960941	1.094638301	1.404753103	0.340219629557102	NA	NA	NA	293	23.07	24.29
Q31M27	1.111731727	1.142878335	1.144721922	1.191516333	1.077209066	0.887156012	0.78198784	0.733837667	0.923208937	1.212271793	1.186861385	0.986052413	0.884911828	0.954772716	0.835026003	0.944930789	1.009950294	0.965828463	1.006699841	1.305268929	1.01434111465	1.305268929	0.0229808770212167	NA	NA	NA	307	21.65	23.97
Q31M29	1.017653663	0.934759742	1.050509538	0.934114256	1.095468767	1.028489826	0.991973339	1.01344457	0.971851703	1.191516333	0.956312869	0.827370439	0.762781234	0.867361218	0.906567196	0.996093257	1.055601503	1.096225752	1.130836975	1.267360012	1.0048146096	1.267360012	0.0869164406795938	NA	NA	NA	235	21.69	23.4
Q31M30	0.993344748	1.0752266	0.914323748	0.965161523	0.971627952	1.002305238	1.187681523	1.258925412	0.991973339	0.73739468	0.896809087	0.999769768	0.99884937	1.021409752	1.038962805	1.088679387	1.021644967	1.066350557	0.884708093	0.735529338	0.99253389435	1.258925412	0.0693670118234354	NA	NA	NA	917	23.53	25.58
Q31M32	0.964495043	0.908866299	0.991744955	0.884504405	1.24050923	1.058766033	1.086425624	1.07969229	0.962498364	1.008788215	0.708271881	0.866562717	0.826418442	0.780548691	0.879427415	0.904065716	0.864370626	0.977687359	0.757007182	0.915587806	0.93331191465	1.24050923	0.293617238879948	NA	NA	NA	288	21.65	24.13
Q31M35	0.916853611	1.031573079	0.777499288	0.923634188	1.388033667	1.000691014	1.083926914	1.290327639	0.929822391	0.635477239	0.852903703	1.171385921	1.108919448	1.189871329	1.108408889	1.256029964	1.010182871	1.032761406	0.97678729	0.814704284	1.02498970675	1.388033667	0.0238351188083655	NA	NA	NA	566	22.52	24.53
Q31M37	0.937130343	1.016950935	1.015780801	0.959400632	1.076961058	1.061695557	1.021174591	0.985144643	0.995176243	1.248532926	1.080936047	0.889610704	0.891661469	0.829659709	0.927470276	1.103316213	1.004847138	1.094208288	1.097994084	1.490390247	1.0364020952	1.490390247	0.244562602840436	NA	NA	NA	209	21.81	23.9
Q31M39	0.78777102	1.042797545	0.82603795	0.908657049	1.434167907	1.037767343	1.135533628	1.113012393	1.016950935	1.205313442	1.072012872	1.053658803	0.926189813	1.115578151	1.105095982	1.037050726	0.867560959	0.781447849	0.693904973	1.10357029	1.0132039815	1.434167907	0.812772434882576	NA	NA	NA	409	22.52	24.32
Q31M40	1.161181211	1.15212606	1.284399122	1.339676687	1.109685727	0.877202781	0.827751545	0.840620545	0.404948692	0.356697446	1.264445165	1.286174811	1.055115493	1.288842949	1.056087738	1.066596121	0.741310241	0.685646084	0.32084849	0.390121603	0.92547392555	1.339676687	0.0238486683198259	NA	NA	NA	398	22.94	24.53
Q31M41	1.040638765	0.96738645	0.943191764	0.855263622	1.138937782	1.040878409	1.082181237	1.109174815	1.057304304	1.033951101	0.878011087	0.938858192	0.820729417	0.935836544	0.919178802	1.123569651	1.161448614	1.1347495	1.177334851	1.108408889	1.0233516898	1.177334851	0.00822021726946993	NA	NA	NA	354	21.96	23.78
Q31M42	1.089682559	0.995634644	1.033237119	0.991060119	1.047369686	0.979941161	1.00855596	1.039920166	1.018356876	1.091691679	0.927470276	0.916009547	0.803896245	0.867960577	0.983105215	1.163054323	1.073742146	1.114551139	1.151330474	1.120211431	1.0208390671	1.163054323	0.115436923637794	Synpcc7942_1847	ABB57877	NA	299	21.75	23.94
Q31M43	0.913061435	1.014378417	1.004847138	1.0752266	1.015313124	0.993802306	0.99907939	1.030148893	1.209762171	0.860003067	0.728785964	0.930679183	0.817146641	0.980166827	0.920025787	1.160646591	1.050751455	1.005773063	1.334442914	1.123828393	1.00839346795	1.334442914	0.135683468442342	NA	NA	NA	609	22.51	24.33
Q31M48	0.892072189	0.962941713	0.957194071	0.997700064	1.096730699	1.009485302	1.011579454	1.032761406	1.002305238	0.869560893	0.90782053	0.947109079	0.850158693	0.943843523	1.006699841	1.173005369	1.063653075	1.062918583	1.119953522	1.000691014	0.9954092129	1.173005369	0.00290958555396712	NA	NA	NA	455	21.86	24.12
Q31M49	1.017888013	0.951261675	1.03038612	0.988097954	1.108408889	1.029437537	1.010182871	0.956312869	1.088178147	1.224052372	1.091440336	0.93454453	0.852903703	0.848594085	0.863773747	0.912430933	1.077705254	1.080438372	1.142089135	1.181408252	1.0194767397	1.224052372	0.0141322383977403	NA	NA	NA	168	21.58	24.33
Q31M50	0.924059636	0.805749417	0.906984782	0.850354472	1.002074475	1.130316325	1.132139648	1.109941271	1.049784123	0.951480736	1.058278566	1.06708742	1.013677951	0.874580923	1.169230135	1.040638765	1.007627473	1.232820933	1.1347495	0.876193445	1.0168884998	1.232820933	0.0511762574418235	NA	NA	NA	246	23.83	25.56
Q31M58	1.043518133	0.99655208	0.988553095	0.974540742	1.083178422	1.027069896	1.031098132	1.051235455	1.055601503	1.026833432	0.873775775	0.982426345	0.846447448	0.942757509	0.99655208	1.223207119	1.176250985	1.108664139	1.178148406	1.097994084	1.035220239	1.223207119	0.0373078114659431	NA	NA	NA	387	21.44	23.67
Q31M62	1.124863954	1.111475771	1.157444032	1.213668276	0.850354472	1.037767343	0.863376056	0.930679183	1.060962417	1.057791322	1.13005609	1.099005839	0.854673031	1.073494936	1.026360666	0.903649474	1.369619719	1.287656427	1.638702061	1.458142606	1.11248718375	1.638702061	0.322198867208211	NA	NA	NA	208	21.87	24.3
Q31M63	0.909703781	0.979489985	0.982652583	1.059741642	1.091943079	1.002074475	1.054386896	1.094964401	1.024235914	0.92939429	0.823569017	0.969393269	0.895364766	0.981974025	1.025888119	1.123569651	1.103062194	1.102554332	1.119180153	1.062918583	1.01680305775	1.123569651	0.00541812493162856	NA	NA	NA	313	22.58	24.52
Q31M69	0.91159094	0.931751284	0.863177279	1.003228821	1.100018528	1.033951101	1.075969597	1.089682559	1.058766033	0.736546211	0.631975148	0.979941161	0.820540459	0.997240712	1.192614266	1.412537545	1.094460268	1.03038612	1.124087193	0.991288345	1.0039876785	1.412537545	0.00701848729238801	NA	NA	NA	242	23.19	27.19
Q31M72	0.933684179	1.016248693	1.089682559	0.9525768	1.210319415	1.031573079	1.028726672	0.94863687	1.029200527	1.165467051	1.201434227	0.898669495	1.03038612	0.988325498	1.043758439	1.027779616	1.03086074	1.105605015	1.116863248	1.185495746	1.05176469945	1.210319415	0.605006469732313	NA	NA	NA	121	22.24	24.1
Q31M78	0.688810883	0.677641508	1.398942937	1.131357864	0.61929846	0.977912506	1.236801491	1.119180153	1.060962417	1.002766923	0.695504589	1.060473938	0.931536765	0.919390475	1.224616199	1.302566786	0.944930789	0.939939715	0.956312869	0.778753479	0.9833850373	1.398942937	0.0317236969386042	NA	NA	NA	1037	23.85	26.27
Q31M79	1.099765268	1.01344457	0.944495733	0.97229936	1.032999235	1.044479691	1.114551139	1.192614266	1.025415788	0.758228318	0.927256743	1.073494936	0.931322296	1.090686657	0.992887401	1.07820167	1.045682885	0.955212507	1.045442136	0.908238693	1.0123359646	1.192614266	0.294570578627082	NA	NA	NA	584	22.79	24.57
Q31M80	1.092194537	0.946019307	1.01648272	0.977687359	1.070779382	1.037767343	1.073247783	1.174356619	0.987870462	0.766655049	0.956092695	0.995634644	0.850354472	1.012744749	0.978588257	1.026360666	1.004847138	1.026597022	1.08292904	0.958296716	1.001775298	1.174356619	0.287959894789252	NA	NA	NA	571	22.94	25.16
Q31M81	0.958076086	0.867560959	1.008788215	0.903857571	1.09774129	0.994947122	1.049542429	1.107898565	1.033237119	1.045682885	0.972075506	1.080438372	1.568194766	0.987188301	1.055844592	1.632300073	1.945808069	2.08497091	2.215133984	2.579882936	1.3094584875	2.579882936	0.360739727066283	Synpcc7942_1808	ABB57838	NA	247	22.89	24.7
Q31M83	0.930679183	1.068562675	1.091440336	0.956312869	0.95345456	1.056087738	1.007627473	0.938209876	1.059497655	1.255451674	1.225180286	0.838880308	0.754744575	0.728115037	0.72577165	1.009950294	1.153187696	1.243368899	1.249971181	1.357688064	1.03020910145	1.357688064	0.046456333141511	NA	NA	NA	157	23.63	26.11
Q31M86	0.736546211	0.89145618	0.920661538	0.93218047	1.229985524	1.064878356	1.163590053	1.132400363	1.074731554	1.088679387	0.802971258	0.958296716	0.821485685	0.94080583	0.966718434	1.094964401	1.167078316	1.191516333	1.156112242	1.100018528	1.02175386895	1.229985524	0.0395028704787951	NA	NA	NA	143	22.59	24.12
Q31M88	1.093200949	0.932395138	1.101792978	0.908029588	0.373852251	1.248820445	1.251122977	1.080936047	1.083926914	1.28913975	0.871364776	0.869560893	0.751795982	0.834065197	0.868960429	0.938642037	0.982200159	1.0752266	0.980166827	1.138413402	0.98368066695	1.28913975	0.213335448022372	NA	NA	NA	238	21.48	23.43
Q31M89	0.751276839	1.527214364	1.396046872	0.852707337	0.95345456	0.589657735	0.526501969	0.425010833	1.645886943	1.10713352	1.07225974	1.019529978	0.930036515	0.840620545	0.746620654	0.80408137	0.695985193	0.618443458	2.261517746	0.997470361	0.9880728266	2.261517746	0.0509061267359169	NA	NA	NA	170	22.31	22.83
Q31M93	0.617731859	0.715319394	0.814704284	0.704368621	0.9132717	0.944930789	0.96738645	0.942540456	1.063653075	1.096225752	1.166272405	0.690239804	0.823948372	0.881251765	1.120727426	0.587759964	0.550173921	0.670810729	0.805378441	0.783610055	0.8430152631	1.166272405	0.878615626531188	NA	NA	NA	97	23.92	25.64
Q31M95	0.993116048	0.946237161	1.027069896	1.011579454	1.070039969	1.007859514	1.016248693	1.068808749	1.041357862	0.937562007	0.947763545	1.028726672	0.938425931	1.021174591	1.029674601	1.044479691	1.107643492	0.950385934	1.055115493	1.025888119	1.0134578711	1.107643492	0.0605747403462746	NA	NA	NA	392	23.26	25.26
Q31M96	1.017419366	1.032999235	1.119953522	1.01976476	0.798913942	1.095721037	1.063408188	0.990831945	1.11532131	1.314922025	1.067578945	0.819030359	0.822053343	0.74679259	0.767714954	0.827942164	1.133704838	1.197016123	1.222081022	1.282625884	1.0227897776	1.314922025	0.0167681856606774	NA	NA	NA	107	23.33	25.45
Q31M98	0.844500673	0.970509967	0.992658807	1.030148893	1.232253329	1.037050726	0.969393269	0.991060119	1.094460268	1.124346054	0.900326431	0.958517398	0.827370439	0.949073834	1.008091609	0.943191764	1.080189621	1.020234487	1.087176359	1.048576209	1.0054565128	1.232253329	0.21942704051199	NA	NA	NA	411	22.19	23.96
Q31MA0	1.011113712	1.000230285	0.95411341	0.975214163	1.122535282	1.02447178	1.057060878	1.083427862	1.00461579	0.849571627	0.879629934	0.923421538	0.834641548	0.936698878	1.026124365	1.160379373	1.091691679	1.078698314	1.14788928	1.124087193	1.01428084455	1.160379373	0.0389915917143249	NA	NA	NA	326	22.14	24.33
Q31MA2	0.95873813	0.938642037	1.037289544	0.938209876	1.231969625	1.026597022	1.031098132	0.958517398	0.966718434	1.209483645	0.985825392	1.046646439	0.930679183	0.85427953	0.926829823	1.07944371	1.074484117	1.226874105	1.147624999	1.310690042	1.04403205915	1.310690042	0.186714809973637	NA	NA	NA	160	22.18	23.64
Q31MA3	1.021409752	1.008323758	0.953015579	1.108408889	1.250546946	0.984917831	1.082430448	1.048093433	0.986506611	0.757355877	0.684541843	1.147624999	0.871766147	1.069793611	1.10357029	1.159311116	1.026833432	0.9421065	1.053173687	0.977237221	1.0118483985	1.250546946	0.012886428742121	NA	NA	NA	175	23.09	25.74
Q31MA5	1.285582642	0.880846027	1.247096327	1.460494749	1.824315718	1.22489821	1.070779382	1.011113712	0.433111784	0.390121603	0.886339287	1.113268703	0.966495864	1.307976677	1.232537098	1.354877404	0.99884937	0.945801503	0.516297474	0.318713163	1.02347583485	1.824315718	0.00394292811407082	NA	NA	NA	260	23.04	23.91
Q31MA7	0.804822298	1.490733462	1.249108029	1.115835052	0.628926653	0.638410469	0.608835546	0.494652263	1.578337954	1.308579161	0.838687171	1.220955962	1.138937782	1.58927847	1.055844592	0.909703781	0.701293801	0.559499883	1.09774129	0.961169542	0.99956765805	1.58927847	0.0813755652516506	NA	NA	NA	430	22.8	25.34
Q31MA8	1.009252886	1.036811964	1.173815932	1.004153254	0.352208636	1.123569651	1.083677359	0.905107159	1.118922482	1.327088849	0.954333128	0.97364357	0.916009547	0.872167702	0.963385266	1.059253725	1.175980174	1.267068225	1.21646607	1.093452697	1.0313184138	1.327088849	0.10555849413387	NA	NA	NA	91	21.35	23.83
Q31MA9	0.472824531	0.518800039	0.274789415	0.611504983	0.710231614	0.916853611	1.063163358	0.93454453	0.932395138	0.972971233	0.985144643	0.955212507	0.917275935	1.093200949	1.076465214	1.156644774	0.926403101	1.221518363	1.035142167	1.107643492	0.89413647985	1.221518363	0.104165607138555	NA	NA	NA	541	22.84	23.95
Q31MB1	1.019295249	1.094460268	1.053901445	1.064388074	1.052688794	0.898048931	0.945148392	0.989008445	0.948200107	0.691990289	0.846057734	1.083677359	1.026597022	1.213668276	1.258056077	0.66389592	0.346019042	0.541377248	0.679672972	0.653280959	0.90347163015	1.258056077	0.0569895123439652	NA	NA	NA	619	23.49	25.64
