Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
Q31MC9	363	21.71	23.81
Q31MD0	67	25.31	27.13
Q31MD1	361	22.61	24.22
Q31MD2	95	22.85	24.12
Q31MD3	91	23.9	26.11
Q31MD4	577	24.92	28.16
Q31MD5	50	25.09	28.39
Q31MD6	154	23.1	24.67
Q31MD7	250	21.32	23.55
Q31MD8	67	21.67	22.78
Q31MD9	128	23.8	25.66
Q31ME0	130	22.5	23.02
Q31ME1	253	25.97	27.34
Q31ME2	394	23.64	25.62
Q31ME3	320	22.55	23.96
Q31ME4	181	24.71	27.24
Q31ME5	136	23.62	25.13
Q31ME6	394	24.88	27.01
Q31MF0	141	23.34	25.04
Q31MF1	419	22.9	25.06
Q31MF2	442	21.1	23.09
Q31MF3	261	21.83	24.27
Q31MF4	479	23.09	25.63
Q31MF5	120	22.79	24.2
Q31MF6	214	22.59	23.52
Q31MF7	136	22.2	24.43
Q31MF8	161	22.92	25.08
Q31MF9	196	22.37	24.46
Q31MG0	370	22.56	24.11
Q31MG1	171	24.16	27.62
Q31MG2	193	25.17	28.8
Q31MG3	163	28.21	31.46
Q31MG4	483	23.02	24.92
Q31MG5	102	24.54	26.75
Q31MG6	516	23.02	24.96
Q31MG7	361	22.5	25.3
Q31MG8	234	20.99	23.26
Q31MG9	146	23.08	24.93
Q31MH0	475	23.02	25.13
Q31MH1	425	22.67	24.69
Q31MH2	433	22.64	24.01
Q31MH3	1238	23.6	25.52
Q31MH4	217	23.19	25.14
Q31MH5	338	23.81	25.79
Q31MH6	300	25.81	28.14
Q31MH7	121	23.27	24.95
Q31MH8	190	21.9	23
Q31MH9	76	22.56	24.35
Q31MI0	513	22.2	24.48
Q31MI1	675	23.39	25.44
Q31MI2	143	23.67	25
Q31MI3	730	21.45	23.58
Q31MI4	39	25.63	29.95
Q31MI5	269	24.48	26.07
Q31MI6	1025	23.56	25.12
Q31MI7	45	23.56	27.24
Q31MI8	178	22	22.89
Q31MI9	314	23.59	25.91
Q31MJ0	462	24.15	27.31
Q31MJ1	113	22.3	23.71
Q31MJ2	93	23.53	25.33
Q31MJ3	246	22.88	24.42
Q31MJ4	332	20.97	23.66
Q31MJ5	858	21.86	23.58
Q31MJ6	133	22.14	24.62
Q31MJ7	303	23.05	25.25
Q31MJ8	386	24.26	27.23
Q31MJ9	79	23.25	25.34
Q31MK1	286	24.6	27.6
Q31MK2	288	24.87	28.42
Q31MK3	341	22.95	25.49
Q31ML0	112	23.03	24.71
Q31ML1	180	22.63	24.83
Q31ML2	365	22.99	24.35
Q31ML3	217	20.93	23.43
Q31ML4	161	25.4	26.95
Q31ML5	103	20.6	21.35
Q31ML6	221	22.5	24.87
Q31ML7	241	22.35	23.88
Q31ML8	203	22.29	24.4
Q31ML9	48	25.95	30.01
Q31MM0	696	21.75	24.47
Q31MM1	556	23.41	26.62
Q31MM2	463	22.4	24.15
Q31MM3	234	23.89	26.36
Q31MM4	371	23.84	25.81
Q31MM5	64	22.2	23.16
Q31MM6	119	23.36	24.54
Q31MM7	478	23.92	25.77
Q31MM8	187	20.86	23.18
Q31MM9	277	24.69	27.79
Q31MN0	215	22.65	25.03
Q31MN1	152	25.12	28.95
Q31MN2	73	24.04	26.3
Q31MN3	720	23.5	25.62
Q31MN4	189	24.72	26.64
Q31MN5	127	22.97	25.3
Q31MN6	398	21.51	23.78
Q31MN7	546	23.05	25.11
Q31MN8	245	24.72	25.99
Q31MN9	1079	23.33	25.09
Q31MP0	238	22.61	24.57
Q31MP1	149	22.16	23.64
Q31MP2	306	23.75	25.47
Q31MP3	240	23.75	25.8
Q31MP4	247	22.05	23.73
Q31MP5	267	23.29	26.66
Q31MP6	506	22.91	24.52
Q31MP7	356	22.23	25.02
Q31MP8	166	21.14	22.34
Q31MP9	177	22.99	24.08
Q31MQ0	213	22.06	24.12
Q31MQ1	88	22.09	24.02
Q31MQ3	135	22.77	24.81
Q31MQ4	548	21.92	25.08
Q31MQ5	179	25.91	27.9
Q31MQ6	240	24.77	27.1
Q31MQ7	169	22.87	24.78
Q31MQ8	299	22.72	24.26
Q31MR0	213	23.28	24.9
Q31MR1	239	27.98	30.76
Q31MR2	432	23.01	25.12
Q31MR3	160	21.25	23.17
Q31MR4	407	23.94	25.86
Q31MR5	244	22.06	24.34
Q31MR6	230	24.04	27.55
Q31MR7	823	22.67	24.35
Q31MR8	522	24.63	26.65
Q31MR9	501	22.66	24.57
Q31MS0	168	22.84	23.68
Q31MS1	168	21.91	22.96
Q31MS2	392	22.69	25.35
Q31MS3	128	24.12	26.55
Q31MS4	122	23.69	25.07
Q31MS5	45	22.76	23.56
Q31MS6	191	22.55	25.13
Q31MS7	408	20.9	22.87
Q31MS8	97	23.96	27.74
Q31MS9	470	22.01	25.16
Q31MT0	1137	23.02	24.81
Q31MT1	469	22.73	24.67
Q31MT3	186	21.16	23.87
Q31MT4	192	25.02	27.12
Q31MT5	450	22.09	23.68
Q31MT6	375	21.37	23.27
Q31MT7	245	22.05	23.67
Q31MT8	57	24.93	25.26
Q31MT9	280	23.42	25.16
Q31MU0	361	21.21	22.91
Q31MU1	264	22.27	23.98
Q31MV0	429	21.51	23.36
Q31MV1	859	21.98	24.4
Q31MV4	261	23	24.75
Q31MV6	178	25.6	27.97
Q31MV9	141	23.97	26.61
Q31MW0	155	22.75	24.57
Q31MW5	890	24.69	26.69
Q31MW7	528	23.22	25.32
Q31MX0	153	23.82	25.22
Q31MX1	79	22.65	25.23
Q31MX2	105	23.09	24.52
Q31MX3	731	23.35	25.21
Q31MX4	146	22.2	24.23
Q31MX5	105	22.68	24.73
Q31MX6	138	24.81	28.14
Q31MX7	298	22.57	24.92
Q31MX8	168	21.94	23.3
Q31MX9	52	27.29	30.13
Q31MY0	224	23.12	24.63
Q31MY1	355	25.4	26.59
Q31MY2	310	22.71	24.21
Q31MY3	192	23.3	25.04
Q31MY4	254	22.13	23.83
Q31MY6	297	22.75	24.03
Q31MY7	330	22.6	24.93
Q31MY8	254	24.29	26.19
Q31MY9	418	22.86	24.89
Q31MZ0	186	22.29	23.97
Q31MZ1	439	23.33	25.47
Q31MZ2	126	21.88	23.85
Q31MZ3	465	22.27	23.94
Q31MZ4	151	22.3	24.77
Q31MZ5	83	21.44	22.64
Q31MZ6	41	21.19	23.18
Q31MZ9	236	24.88	27.18
Q31N00	100	24.57	26.92
Q31N01	132	23.48	25.69
Q31N02	69	23.5	25.33
Q31N03	226	23.06	24.95
Q31N04	152	21.73	23.1
Q31N05	735	24.07	26.25
Q31N06	279	22.06	24.15
Q31N07	221	23.88	27.13
Q31N08	271	22.02	24.59
Q31N09	141	21.22	22.45
Q31N10	339	23.35	24.96
Q31N11	109	26.93	29.68
Q31N12	838	24.43	26.82
Q31N13	263	22.75	24.87
Q31N14	597	22.68	24.87
Q31N15	1318	21.56	23.62
Q31N17	1100	22.73	24.67
Q31N18	265	22.68	24.31
Q31N19	98	22.74	25.15
Q31N20	434	21.66	23.48
Q31N21	766	23.1	24.62
Q31N22	457	22.11	23.75
Q31N23	215	24.19	25.22
Q31N24	299	21.61	23.35
Q31N25	199	23.71	24.63
Q31N26	402	22.68	24.84
Q31N27	481	23.77	26.33
Q31N28	145	25.46	27.1
Q31N29	259	23.32	24.48
Q31N30	357	22.4	24.09
Q31N31	241	21.68	24.02
Q31N32	311	22.04	23.07
Q31N33	138	23.87	25.08
Q31N34	365	21.92	24.34
Q31N35	462	23.62	25.31
Q31N36	259	22.18	24.2
Q31N37	186	23.67	25.93
Q31N38	546	21.56	23.97
Q31N39	299	23.14	25.07
Q31N41	67	20.42	22.1
Q31N42	186	22.78	25.26
Q31N44	175	22.28	24.19
Q31N45	237	23.16	25.06
Q31N46	279	21.8	23.51
Q31N47	194	25.36	27.28
Q31N52	202	23.47	25.14
Q31N53	82	25.95	28.05
Q31N54	88	23.11	24.65
Q31N55	497	21.69	23.85
Q31N56	142	22.84	24.76
Q31N57	521	22.46	24.26
Q31N58	217	22.49	24.4
Q31N59	184	22.95	24.67
Q31N62	731	23.36	24.94
Q31N63	104	22.17	24.87
Q31N64	373	23.42	26.55
Q31N65	111	23.75	27.26
Q31N66	480	25.53	29.48
Q31N67	128	27.65	30.68
Q31N68	85	24.82	29.22
Q31N69	97	26.14	30.08
Q31N70	193	23.76	26.76
Q31N71	219	24.2	27.44
Q31N72	229	22.08	22.96
Q31N73	334	21.36	23.22
Q31N74	151	22.69	24.41
Q31N75	531	22.19	25.18
Q31N76	543	22.45	25.7
Q31N78	418	22.09	23.39
Q31N79	85	24.17	24.5
Q31N80	206	22.4	24.25
Q31N81	188	24.03	25.8
Q31N82	225	23.21	24.92
Q31N83	293	20.89	23.34
Q31N84	335	21.37	24.01
Q31N85	346	21.3	23.21
Q31N86	244	22.48	24.4
Q31N87	478	21.22	23.15
Q31N88	153	21.96	24.22
Q31N89	266	22.72	24.42
Q31N90	355	21.73	23.5
Q31N93	139	21.24	23.54
Q31N94	371	22.82	24.84
Q31N95	97	23.53	26.65
Q31N97	144	24.55	26.12
Q31N98	325	23.31	26.04
Q31N99	306	21.62	23.69
Q31NA0	533	24.94	28.65
Q31NA1	164	24.35	25.67
Q31NA2	92	21.26	22.05
Q31NA3	148	25.84	27.49
Q31NA4	582	22.72	24.3
Q31NA5	199	20.02	21.08
Q31NA6	352	22.87	25.29
Q31NA7	561	22.35	24.45
Q31NA9	311	23.61	24.98
Q31NB2	111	26.22	27.59
Q31NB3	472	24.03	26.28
Q31NC1	68	20.04	21.93
Q31NC2	327	21.35	22.45
Q31NC5	241	21.87	23.52
Q31NC6	251	23.56	27.33
Q31NC7	149	22.02	25.06
Q31NC8	235	23.55	25.59
Q31NC9	540	21.56	23.71
Q31ND0	340	22.22	24.49
Q31ND1	213	24.94	27.41
Q31ND2	543	24.13	27.41
Q31ND3	368	21.75	23.42
Q31ND4	175	23.04	24.48
Q31ND5	229	22.29	23.86
Q31ND6	258	22.03	23.68
Q31ND7	419	24.53	26.76
Q31ND8	125	24.44	26.97
Q31ND9	373	23.36	25.21
Q31NE0	384	21.69	23.46
Q31NE1	740	26.15	29.01
Q31NE2	442	19.28	21.32
Q31NE3	85	25.58	27.53
Q31NE4	139	21.64	23.71
Q31NE5	587	24.09	26.07
Q31NE6	304	24.09	25.96
Q31NE7	1355	21.01	23.83
Q31NE8	512	21.64	23.37
Q31NF1	237	23.78	24.77
Q31NF2	275	21.75	23.57
Q31NF3	377	22.71	24.4
Q31NF4	73	22.77	23.86
Q31NF5	281	21.3	23.3
Q31NF6	170	23.38	26.01
Q31NF7	889	23.94	26.59
Q31NF8	641	22.01	23.95
Q31NG1	413	23.2	25.38
Q31NG2	779	22.87	24.62
Q31NG3	198	20.25	22.78
Q31NG4	173	21.72	24.13
Q31NG5	543	23.1	24.15
Q31NG6	231	23	26.59
Q31NG7	1190	22.88	25.01
Q31NG8	387	24.41	26.28
Q31NG9	79	23.74	25.35
Q31NH0	199	22.37	24
Q31NH1	111	23.74	25.87
Q31NH2	455	23.29	24.95
Q31NH3	303	25.25	28.41
Q31NH4	232	23.9	27.31
Q31NH5	138	24.08	25.42
Q31NH6	95	24.85	26.16
Q31NH7	161	23.39	24.42
Q31NH8	167	22.66	25.74
Q31NH9	436	22.22	24.39
Q31NI0	401	23.6	25.41
Q31NI1	263	23.63	25.47
Q31NI2	1807	23.46	25.74
Q31NI3	151	23.51	25.89
Q31NI4	929	23.24	25.31
Q31NI5	498	23.02	26.54
Q31NI6	222	25.93	28.72
Q31NI7	656	23.71	25.59
Q31NI8	236	22.66	24.12
Q31NI9	101	23.23	24.52
Q31NJ0	228	24.39	26.15
Q31NJ1	99	22.79	24.41
Q31NJ2	331	22.92	25.4
Q31NJ3	103	24.52	28.59
Q31NJ4	201	24	27.93
Q31NJ5	202	24.35	26.36
Q31NJ6	372	24.59	28.18
Q31NJ7	363	24.17	26.21
Q31NJ8	361	25.38	29.41
Q31NJ9	192	21.89	23.72
Q31NK0	64	20.72	24.34
Q31NK1	260	21.9	23.55
Q31NK2	1434	19.64	23.32
Q31NK3	360	23.79	25.93
Q31NK4	264	23.16	24.84
Q31NK5	465	22.93	24.31
Q31NK6	231	21.61	23.87
Q31NK7	206	23.34	25.14
Q31NK8	58	25.2	27.76
Q31NK9	218	23.58	25.45
Q31NL0	208	22.15	24.34
Q31NL1	130	23.51	25.82
Q31NL2	97	21.78	24.08
Q31NL3	1153	22.81	24.38
Q31NL4	454	22.24	24.25
Q31NL5	919	22.98	24.91
Q31NL6	282	23.59	24.96
Q31NL7	75	22.59	25.39
Q31NL8	339	21.47	23.19
Q31NL9	318	23.99	25.23
Q31NM0	179	22.08	23.68
Q31NM1	283	24.34	28.31
Q31NM2	245	23.25	24.35
Q31NM3	345	21.06	22.28
Q31NM4	466	22.57	24.31
Q31NM5	623	21.83	24.16
Q31NM6	599	23.16	24.91
Q31NM7	600	22.92	25.26
Q31NM8	118	23.12	24.27
Q31NN1	355	22.77	24.89
Q31NN2	271	24.23	28.11
Q31NN3	186	21.92	23.58
Q31NN4	536	22.08	23.75
Q31NN5	190	22.64	24.08
Q31NN6	132	22.95	24.99
Q31NN7	158	21.86	24.45
Q31NN8	487	23.27	24.57
Q31NN9	189	23.78	25.71
Q31NP0	320	22.72	24.98
Q31NP1	576	23.04	25.2
Q31NP2	469	21.1	23.45
Q31NP3	231	23.86	25.51
Q31NP4	462	23.43	25.06
Q31NP5	522	22.08	24.08
Q31NQ0	446	21.23	23.28
Q31NQ1	168	22.67	24.45
Q31NQ2	610	20.06	23.49
Q31NQ8	230	22.83	24.85
Q31NQ9	364	22.38	24.77
Q31NR0	83	21.17	24.17
Q31NR1	66	24.71	25.98
Q31NR2	116	23.93	26.53
Q31NR3	260	23.03	25.1
Q31NR4	387	21.59	24.08
Q31NR5	175	23.16	25.72
Q31NR6	511	21.89	23.79
Q31NR7	175	24.14	25.32
Q31NR8	245	24.98	26.74
Q31NR9	98	23.92	25.93
Q31NS0	465	22.21	24.84
Q31NS1	484	22.11	24.42
Q31NS2	259	22.29	24.54
Q31NS3	197	21.62	23.2
Q31NS4	237	21.88	24.14
Q31NS5	547	22.64	26.01
Q31NS6	374	23.32	25.57
Q31NS7	539	22.98	24.95
Q31NS8	263	22.09	23.93
Q31NS9	275	22.02	23.94
Q31NT0	392	23.42	25.71
Q31NT1	137	26.37	27.54
Q31NT2	615	22.42	25.17
Q31NT3	184	23.65	26.14
Q31NT4	387	22.55	24.61
Q31NT5	131	22.16	24.26
Q31NT6	93	19.17	21.21
Q31NT7	425	23.18	25.03
Q31NT8	349	21.36	23.71
Q31NT9	159	23.62	26.36
Q31NU0	41	27.85	31.52
Q31NU1	190	25.43	27.92
Q31NU2	79	23.11	24.88
Q31NU3	504	23.84	25.98
Q31NU4	114	23.79	25.76
Q31NU5	432	22.77	24.97
Q31NU6	231	21.59	23.53
Q31NV5	167	27.13	30.02
Q31NV6	227	25.85	29.95
Q31NV7	179	22.53	25.35
Q31NV8	324	22.07	24.69
Q31NV9	289	25.45	28.36
Q31NW0	264	22.06	23.86
Q31NW1	289	24.54	27.93
Q31NW2	244	21.37	23.16
Q31NW3	421	21.9	24.13
Q31NW5	366	20.06	21.66
Q31NY1	84	22.23	24.79
Q31NY4	54	24.12	24.94
Q31NY5	104	21.39	23.1
Q31NY6	137	22.97	25.11
Q31NY7	822	24.18	26.47
Q31NY9	337	24.77	27.76
Q31NZ0	234	21.48	23.35
Q31NZ1	479	21.63	24.05
Q31NZ4	166	22.05	23.98
Q31NZ6	240	23.55	24.51
Q31NZ7	197	20.85	22.55
Q31P02	391	25.99	27.87
Q31P03	232	21.86	23.48
Q31P06	244	23.2	25.01
Q31P07	172	25.06	26.9
Q31P08	235	22.71	24.83
Q31P11	349	23.82	26.07
Q31P16	422	23.16	24.47
Q31P17	482	24.79	26.8
Q31P18	503	25.23	26.87
Q31P19	160	22.64	24.88
Q31P20	587	23.44	25.37
Q31P22	185	23.6	25.55
Q31P23	441	22.73	23.87
Q31P24	131	22.97	25.14
Q31P25	474	24.13	26.81
Q31P26	391	24	27.8
Q31P27	151	22.54	26.14
Q31P28	164	24.45	27.49
Q31P29	300	21.11	23.42
Q31P30	166	22.49	24.65
Q31P31	1047	23.41	25.55
Q31P32	1061	22.89	24.48
Q31P33	865	22.86	24.07
Q31P34	238	23.58	24.86
Q31P35	435	23	24.62
Q31P36	614	23.56	25.2
Q31P37	335	20.85	22.57
Q31P38	527	20.99	22.59
Q31P39	218	23.83	24.93
Q31P40	325	23.85	25.57
Q31P41	405	22.53	24.19
Q31P42	235	22.18	23.05
Q31P43	88	21.87	23.73
Q31P44	108	23.68	26.56
Q31P45	343	21.84	23.38
Q31P46	198	22.51	25.51
Q31P47	525	24.1	26.13
Q31P48	228	22.42	24.62
Q31P49	585	22.91	24.47
Q31P50	556	21.35	22.25
Q31P51	336	22.94	24.08
Q31P52	248	19.98	22.46
Q31P53	865	23.28	25
Q31P54	172	23.26	24.81
Q31P55	102	21.44	24.69
Q31P56	714	24.45	27.3
Q31P57	567	21.36	23.2
Q31P58	73	24.77	26.82
Q31P59	604	22.39	24.07
Q31P60	282	21.99	22.71
Q31P61	362	20.94	23.87
Q31P62	489	22.02	24.3
Q31P63	277	25.74	28.95
Q31P64	311	21.35	22.95
Q31P65	670	22.8	24.23
Q31P66	71	24.39	26.48
Q31P67	64	23.48	24.67
Q31P68	719	21.72	23.1
Q31P69	51	23.66	26.23
Q31P70	225	24.2	27.94
Q31P71	516	22.09	24.39
Q31P72	220	22	24.99
Q31P73	402	21.24	23.96
Q31P74	126	21.24	23.27
Q31P75	287	22.14	23.98
Q31P76	363	23.5	27.03
Q31P77	313	22.85	23.89
Q31P78	527	22.32	23.76
Q31P79	208	23.19	24.46
Q31P80	357	23.77	25.65
Q31P81	91	22.27	24.65
Q31P82	266	21.09	23.13
Q31P83	156	24.78	26.91
Q31P84	361	21.27	23.5
Q31P85	421	26.39	29.62
Q31P86	243	21.53	23.19
Q31P87	142	24.22	24.76
Q31P88	385	20.26	22.25
Q31P89	482	23.29	25.07
Q31P90	233	22.85	25.27
Q31P91	412	22.68	24.84
Q31P92	41	22.63	24.87
Q31P93	456	23.24	25
Q31P94	141	23.18	25.64
Q31P95	205	23.88	26
Q31P96	378	22.28	24.45
Q31P97	219	24.01	25.76
Q31P98	387	23.68	25.49
Q31P99	265	24.66	27.18
Q31PA2	324	24.7	27.33
Q31PA5	147	22.35	24.66
Q31PA6	458	24.19	25.99
Q31PA8	233	22.08	24.3
Q31PA9	447	24.11	27.35
Q31PB0	817	22.17	23.56
Q31PB1	302	20.93	22.07
Q31PB2	103	24.85	26.84
Q31PB3	138	24.14	27.64
Q31PB4	262	23	24.04
Q31PB5	101	22.87	24.78
Q31PB6	238	21.83	23.4
Q31PB7	183	22.29	24.38
Q31PB8	188	21.68	23.15
Q31PB9	373	23.19	24.78
Q31PC0	242	22.89	24.94
Q31PC1	431	20.99	23.32
Q31PC2	182	22.39	24.44
Q31PC3	82	23.28	24.79
Q31PC4	1039	22.82	24.97
Q31PC5	453	23.25	25.44
Q31PC6	82	22.57	24.54
Q31PC7	75	21.95	23.57
Q31PC8	311	24.93	27.12
Q31PC9	675	22.81	25
Q31PD0	310	21.72	24.41
Q31PD1	70	21.99	23.74
Q31PD2	343	21.8	23.35
Q31PD3	260	21.23	22.92
Q31PD8	81	21.87	23.47
Q31PD9	289	22.25	24.52
Q31PE0	273	22.62	24.6
Q31PE3	142	24.4	27.52
Q31PE4	523	22.79	24.2
Q31PE5	240	24.74	26.26
Q31PE6	217	25.32	28.61
Q31PE7	111	23.37	24.99
Q31PE8	90	22.87	25.01
Q31PE9	185	22.96	24.04
Q31PF0	158	25.56	26.92
Q31PF1	195	22.93	25.02
Q31PF2	647	23.03	25.22
Q31PF3	167	24.82	26.06
Q31PF4	264	23.51	26.01
Q31PF5	287	24.43	25.97
Q31PF6	318	24.7	26.89
Q31PF7	488	23.74	26.02
Q31PF8	113	25.38	27.91
Q31PF9	373	22.3	24.19
Q31PG0	304	23.8	26.01
Q31PG1	318	23.98	25.83
Q31PG2	87	20.44	22.59
Q31PG3	584	23.2	24.32
Q31PG4	156	22.97	24.84
Q31PG5	330	22.99	26.23
Q31PG6	81	24.59	25.39
Q31PG7	262	22.95	25.29
Q31PG8	447	23.1	24.87
Q31PG9	316	23.45	25.3
Q31PH0	499	24.64	26.5
Q31PH1	211	24.64	26.1
Q31PH2	253	21.41	23.66
Q31PH3	160	22.92	24.63
Q31PH4	839	19.53	20.97
Q31PH5	928	21.76	23.64
Q31PH6	78	23.04	24.29
Q31PH9	243	23.39	24.35
Q31PI0	199	23.11	23.97
Q31PI1	284	23.93	25.92
Q31PI2	463	22.09	24.52
Q31PI3	359	21.69	23.7
Q31PI4	209	23.88	25.61
Q31PI5	117	23.57	24.53
Q31PI6	517	23.39	25.1
Q31PI7	142	23.51	25.81
Q31PI8	616	20.45	22.37
Q31PI9	1076	20.85	23.75
Q31PJ0	99	22.65	24.03
Q31PJ1	632	22.07	24.19
Q31PJ2	58	22.43	24.28
Q31PJ3	328	24.84	26.46
Q31PJ4	131	24.81	28.18
Q31PJ5	189	22.44	23.54
Q31PJ6	459	22.17	24.56
Q31PJ7	665	22.99	24.73
Q31PJ8	421	24.03	26.04
Q31PJ9	180	22.39	24.55
Q31PK0	147	23.21	24.8
Q31PK1	108	23.64	25.38
Q31PK3	383	22.73	25.03
Q31PK4	460	23.56	26.45
Q31PK5	266	22.4	24.27
Q31PK6	228	21.9	23.77
Q31PK7	204	22.87	24.35
Q31PK8	564	22.73	24.3
Q31PK9	207	24.49	27.93
Q31PL0	167	25.42	26.96
Q31PL1	403	22.83	24.85
Q31PL2	333	23.56	25.65
Q31PL3	909	23.19	24.81
Q31PL4	296	22.61	24
Q31PL5	56	22.4	24.62
Q31PL6	390	22.56	24.99
Q31PL7	130	21.29	23.74
Q31PL8	452	22.87	24.52
Q31PL9	523	22.66	24.45
Q31PM0	275	23.44	25.6
Q31PM1	71	23.76	24.44
Q31PM2	320	21.69	23.56
Q31PM3	195	23.42	25.18
Q31PM4	320	21.1	22.95
Q31PM5	172	23.54	24.79
Q31PM6	126	22.87	24.51
Q31PM7	451	22.3	23.59
Q31PM8	337	22.82	25.02
Q31PM9	417	22.71	24.44
Q31PN0	343	21.91	24.22
Q31PN1	209	22.14	24.11
Q31PN2	215	22.8	24.62
Q31PN3	380	23.05	25.05
Q31PN4	172	23.08	23.88
Q31PN5	344	21.97	24.24
Q31PN6	154	23.54	25.47
Q31PN7	263	24.23	25.17
Q31PN8	282	21.83	24.17
Q31PN9	438	22.96	25.13
Q31PP0	292	25.65	28.75
Q31PP1	275	24.58	27.83
Q31PP2	355	22.46	24.06
Q31PP3	495	23	25.02
Q31PP4	324	23.23	25.41
Q31PP5	412	21.97	24.27
Q31PP6	422	21.83	24.07
Q31PP7	630	22.65	24.9
Q31PP8	569	23.01	24.83
Q31PP9	116	22.08	24.38
Q31PQ0	208	22.07	23.98
Q31PQ1	106	22.28	24.54
Q31PQ2	230	22.69	24.46
Q31PQ3	181	22.07	24.48
Q31PQ4	256	23.43	27.16
Q31PQ5	353	22.85	24.73
Q31PQ6	171	23.74	24.8
Q31PQ7	399	22.88	24.89
Q31PQ8	268	22.23	23.92
Q31PQ9	155	23.12	25.16
Q31PR0	284	22.06	23.91
Q31PR1	721	21.68	23.79
Q31PR2	241	22.45	24.63
Q31PR3	419	21.47	23.14
Q31PR4	433	20.87	23.25
Q31PR6	291	23.06	25.13
Q31PR7	300	22.4	24.04
Q31PR8	100	26.09	29.54
Q31PR9	84	22.57	26.15
Q31PS0	148	21.17	22.47
Q31PS1	649	22.58	24.66
Q31PS2	88	23.04	24.66
Q31PS3	42	21.95	22.25
Q31PS4	149	22.41	24.61
Q31PS5	203	22.69	24.25
Q31PS6	164	23.22	24.86
Q31PS7	652	21.22	22.49
Q31PS8	83	27.37	30.54
Q31PS9	142	23.38	24.72
Q31PT0	118	22.39	25.1
Q31PT1	235	21.2	22.35
Q31PT2	70	20.73	21.39
Q31PT3	161	21.65	24.49
Q31PT4	180	20.56	23.95
Q31PT5	181	21.03	23.41
Q31PT6	861	22.06	24.41
Q31PT7	319	21.06	24.39
Q31PT8	298	23.72	25.45
Q31PT9	67	22.19	23.34
Q31PU0	265	22.85	24.92
Q31PU1	130	23.75	25.3
Q31PU2	91	22.02	23.63
Q31PU3	268	21.45	24.02
Q31PU4	390	22.68	24.12
Q31PU5	190	22.08	24.18
Q31PU7	336	22.76	23.82
Q31PU8	99	23.04	25.57
Q31PU9	1536	22.4	24.49
Q31PV0	605	21.65	23.49
Q31PV1	119	22.89	23.84
Q31PV3	156	22.82	24.37
Q31PV4	694	22.43	24.69
Q31PV6	105	23.52	25.04
Q31PV7	218	23.77	25.66
Q31PV8	291	21.93	23.57
Q31PV9	185	22.97	24.91
Q31PW0	215	23.32	24.84
Q31PW1	808	20.82	22
Q31PW2	872	23.22	25.12
Q31PW3	876	21.86	23.9
Q31PW4	144	22.72	25.67
Q31PW5	1019	23.3	25.06
Q31PW6	362	24.01	26.59
Q31PW7	192	25.24	26.33
Q31PW8	74	23.94	26.07
Q31PW9	75	23.15	25.49
Q31PX0	196	23.96	25.3
Q31PX1	582	24.03	26.13
Q31PX2	111	22.05	23.41
Q31PX3	193	20.86	21.17
Q31PX4	163	21.76	24.49
Q31PX5	172	22.64	24.24
Q31PX6	393	21.95	24.31
Q31PX7	125	24.72	26.98
Q31PX8	429	25.07	27.72
Q31PX9	319	20.89	22.89
Q31PY0	952	22.08	23.92
Q31PY1	1406	21.54	23.5
Q31PY2	168	22.26	24.85
Q31PY3	120	22.72	25.45
Q31PY4	417	23.8	26.41
Q31PY5	798	23.99	26.08
Q31PY6	411	23.09	25.53
Q31PY7	341	22.34	24.97
Q31PY8	66	23.22	25.42
Q31PY9	203	25.58	28.32
Q31PZ0	1003	22.26	24.16
Q31PZ1	370	22.52	24.48
Q31PZ2	272	23.42	24.74
Q31PZ3	68	23.89	25.74
Q31PZ4	236	22.55	24.16
Q31PZ5	143	21.08	22.73
Q31PZ6	446	22.45	24.33
Q31PZ7	446	23.69	24.92
Q31PZ8	160	23.97	26.74
Q31PZ9	334	22.97	24.97
Q31Q00	365	21.7	23.4
Q31Q01	210	24.07	25.83
Q31Q02	338	22.45	24.6
Q31Q03	375	21.78	23.3
Q31Q04	217	22.11	24.62
Q31Q05	356	22.69	23.89
Q31Q06	200	22.28	24.16
Q31Q07	462	23.61	25.66
Q31Q08	110	23.18	25.43
Q31Q09	122	23.11	24.7
Q31Q10	348	21.94	23.75
Q31Q11	311	23.76	25.73
Q31Q12	232	23.79	25.26
Q31Q13	568	24.47	26.96
Q31Q14	348	25.64	29.28
Q31Q15	341	23.62	26.98
Q31Q16	533	22.71	25.08
Q31Q17	144	21.73	22.94
Q31Q18	221	22.32	24.49
Q31Q19	89	22.27	24.06
Q31Q20	130	22.9	24.57
Q31Q21	681	23.16	25.15
Q31Q22	243	21.19	23.43
Q31Q23	74	22.54	23.76
Q31Q25	306	21.52	23.07
Q31Q26	527	23.45	26.54
Q31Q27	77	24.04	25.18
Q31Q28	580	25.92	28.56
Q31Q29	709	24.22	25.86
Q31Q30	279	23.22	25.31
Q31Q31	243	22.59	23.92
Q31Q32	248	22.44	24.61
Q31Q33	353	22.06	23.7
Q31Q34	260	26.72	30.57
Q31Q35	195	22.23	24.02
Q31Q37	197	24.13	25.89
Q31Q38	526	24.36	26.51
Q31Q39	161	22.23	24.56
Q31Q40	86	23.4	25.09
Q31Q41	181	22.86	22.93
Q31Q42	203	21.57	22.77
Q31Q43	257	19.99	21.69
Q31Q44	222	20.56	21.86
