Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
A0A090M6A3	784	22	23.99
A0A090M6A4	529	24.11	27.35
A0A090M6A5	174	21.6	23.44
A0A090M6A6	303	21.32	23.02
A0A090M6A7	1556	22.52	24.18
A0A090M6A9	151	23.42	25.38
A0A090M6B0	835	22.2	24.08
A0A090M6B1	280	22.01	23.96
A0A090M6B4	575	22.57	24.32
A0A090M6B5	713	22.14	24.31
A0A090M6B6	559	25.08	28.51
A0A090M6B7	331	23.34	25.43
A0A090M6B8	316	20.91	22.44
A0A090M6B9	398	24.26	25.78
A0A090M6C1	293	22.24	23.11
A0A090M6C2	228	21.62	22.17
A0A090M6C3	1135	21.72	23.19
A0A090M6C4	569	21.89	23.69
A0A090M6C6	1480	22.45	24.61
A0A090M6C7	385	21.98	24.15
A0A090M6C8	213	22.34	23.5
A0A090M6C9	394	21.94	25.07
A0A090M6D0	488	22.05	23.74
A0A090M6D2	338	23.27	25.11
A0A090M6D3	606	21.54	23.38
A0A090M6D4	273	23.13	24.76
A0A090M6D5	1306	22.46	24.87
A0A090M6D6	865	21.81	24.26
A0A090M6D8	276	21.55	23.61
A0A090M6D9	216	21.79	23.38
A0A090M6E0	342	20.49	20.95
A0A090M6E1	628	20.88	23.01
A0A090M6E3	442	22.3	25.43
A0A090M6E4	427	21.57	23.82
A0A090M6E5	142	20.81	23.03
A0A090M6E6	392	21.84	23.52
A0A090M6E8	437	21.15	22.85
A0A090M6E9	697	24.39	26.45
A0A090M6F0	75	20.04	22.65
A0A090M6F1	1647	22.3	24.23
A0A090M6F3	136	21.97	24.17
A0A090M6F4	219	21.92	23.74
A0A090M6F5	881	21.71	23.6
A0A090M6F6	214	22.14	24.16
A0A090M6F7	419	21.9	24.35
A0A090M6F9	214	23.08	24.48
A0A090M6G0	187	22.53	24.79
A0A090M6G1	413	22	24.08
A0A090M6G2	521	22.72	24.83
A0A090M6G3	227	23.47	25.86
A0A090M6G4	483	24.44	27.43
A0A090M6G5	266	21.07	22.73
A0A090M6G6	145	21.33	23.56
A0A090M6G7	220	24.27	26.08
A0A090M6G8	304	21.93	23.49
A0A090M6G9	191	21.83	23.78
A0A090M6H0	341	22.25	23.49
A0A090M6H1	582	23.06	25.23
A0A090M6H2	485	23.94	26.17
A0A090M6H3	708	22.46	23.97
A0A090M6H4	138	20.46	21.19
A0A090M6H5	1251	21.71	23.8
A0A090M6H6	58	23.03	24.89
A0A090M6H7	226	23.51	25.76
A0A090M6H8	179	23.92	26.7
A0A090M6H9	1168	22.54	24.88
A0A090M6I1	272	25.8	29.28
A0A090M6I2	266	23.1	25.7
A0A090M6I3	165	20.54	23.28
A0A090M6I4	539	21.22	21.9
A0A090M6I5	309	23.36	25.3
A0A090M6I6	277	22.13	23.86
A0A090M6I7	237	21.22	22.48
A0A090M6I8	121	22.33	23.77
A0A090M6I9	344	22.28	24.4
A0A090M6J0	379	23.9	26.31
A0A090M6J1	266	23.44	25.34
A0A090M6J2	1029	22.6	24.55
A0A090M6J3	121	22	24.74
A0A090M6J5	311	21.65	23.91
A0A090M6J6	311	26.14	28.85
A0A090M6J8	310	21.27	23.29
A0A090M6J9	343	23.36	25.48
A0A090M6K0	194	24.57	26.77
A0A090M6K2	485	20.5	22.13
A0A090M6K3	227	22.58	24.89
A0A090M6K5	572	22.25	23.56
A0A090M6K6	597	22.09	23.89
A0A090M6K7	443	21.26	22.44
A0A090M6K8	589	22.33	24.43
A0A090M6L0	616	21.59	23.32
A0A090M6L1	205	21.82	23.35
A0A090M6L3	450	21.19	22.76
A0A090M6L4	1007	22.91	25.21
A0A090M6L6	58	23.68	26.34
A0A090M6L8	434	21.25	23.84
A0A090M6L9	478	22.07	24.32
A0A090M6M0	90	21.74	23.52
A0A090M6M1	523	22.9	25.07
A0A090M6M4	335	23.74	25.57
A0A090M6M5	1195	22.49	24.97
A0A090M6M6	829	21.71	23.2
A0A090M6M7	272	20.47	21.81
A0A090M6M9	221	22.61	24.83
A0A090M6N1	126	21.89	24.37
A0A090M6N2	239	21.18	22.16
A0A090M6N3	420	23.7	25.39
A0A090M6N4	460	22.85	24.49
A0A090M6N6	178	21.26	23.14
A0A090M6N8	166	26.87	29.22
A0A090M6N9	368	22.52	24.46
A0A090M6P0	719	22.96	24.47
A0A090M6P1	1019	22.3	24.67
A0A090M6P3	80	20.13	21.14
A0A090M6P4	147	20.42	22.51
A0A090M6P8	68	21.13	20.49
A0A090M6P9	326	21.7	22.89
A0A090M6Q1	293	20.89	23.56
A0A090M6Q2	611	21	22.91
A0A090M6Q4	595	21.83	22.69
A0A090M6Q6	451	21.92	23.52
A0A090M6Q7	372	22.21	23.97
A0A090M6Q9	549	22.36	24.48
A0A090M6R1	225	22.64	24.2
A0A090M6R2	1036	23.08	24.76
A0A090M6R3	589	22.3	24.11
A0A090M6R5	330	22.8	25.25
A0A090M6R6	280	23.01	24.54
A0A090M6R8	821	23.05	25.3
A0A090M6R9	198	21.62	22.72
A0A090M6S0	273	25.65	28.84
A0A090M6S2	334	23.16	24.95
A0A090M6S3	546	22.6	25.03
A0A090M6S4	698	21.03	22.19
A0A090M6S5	108	22.95	25.98
A0A090M6S7	255	22.42	25.39
A0A090M6S8	477	22.97	24.56
A0A090M6T0	462	22.09	24.5
A0A090M6T1	553	22.15	24.21
A0A090M6T3	224	22.47	22.98
A0A090M6T4	519	21.49	24.48
A0A090M6T6	121	19.14	20.41
A0A090M6T7	387	21.65	23.66
A0A090M6T8	257	21.11	22.11
A0A090M6U0	191	20.61	22.8
A0A090M6U1	376	23.51	25.89
A0A090M6U2	298	24.51	27.26
A0A090M6U4	233	20.07	20.83
A0A090M6U5	1161	22.76	24.67
A0A090M6U6	500	21.73	23.1
A0A090M6U7	384	23.05	25.04
A0A090M6U9	551	22.88	24.48
A0A090M6V0	399	21.63	23.62
A0A090M6V2	349	21.46	23.08
A0A090M6V3	447	21.5	23.39
A0A090M6V4	253	20.17	21.68
A0A090M6V6	85	22.16	23.1
A0A090M6V7	1047	22.31	24.83
A0A090M6V8	479	22.67	24.84
A0A090M6W0	87	24.47	26.44
A0A090M6W1	347	21.25	23.56
A0A090M6W2	793	22.52	24.61
A0A090M6W3	696	23.92	25.92
A0A090M6W5	209	21.02	22.16
A0A090M6W6	679	23.28	25.44
A0A090M6W7	565	21.65	22.93
A0A090M6W8	154	21.65	23.56
A0A090M6X0	324	21.91	23.42
A0A090M6X1	362	22.69	24.89
A0A090M6X2	774	23.69	25.94
A0A090M6X3	218	22.26	23.78
A0A090M6X4	211	21.22	23.91
A0A090M6X6	427	20.41	21.74
A0A090M6X7	275	21.48	23.85
A0A090M6X8	637	21.52	23.17
A0A090M6X9	586	23.17	25.63
A0A090M6Y0	254	22.09	24.67
A0A090M6Y2	577	23.26	25.32
A0A090M6Y3	183	22.1	23.72
A0A090M6Y4	893	22.64	24.4
A0A090M6Y6	315	21.37	23.87
A0A090M6Y7	251	21.52	23.08
A0A090M6Y9	550	22.97	24.92
A0A090M6Z0	209	23.85	26.07
A0A090M6Z1	623	21.75	23.65
A0A090M6Z2	992	21.91	24.14
A0A090M6Z3	290	22.83	24.35
A0A090M6Z5	142	20.39	22.57
A0A090M6Z6	333	22.97	24.91
A0A090M6Z7	527	25.76	29.16
A0A090M6Z8	493	22.56	24.43
A0A090M700	296	23.82	24.48
A0A090M701	560	21.83	23.42
A0A090M702	129	22.97	25.67
A0A090M703	1000	23.48	25.54
A0A090M705	198	24.06	26.86
A0A090M706	200	23.27	24.9
A0A090M707	357	21.3	23.77
A0A090M708	627	21.28	23.36
A0A090M709	230	20.02	20.05
A0A090M711	78	21.86	23.96
A0A090M712	744	21.72	23.63
A0A090M713	107	20.29	21.48
A0A090M714	438	23.17	25.22
A0A090M716	962	22.31	24.18
A0A090M717	509	22.72	25.53
A0A090M718	276	23.79	25.38
A0A090M719	431	24.2	26.14
A0A090M720	688	19.81	21.31
A0A090M721	1196	21.26	22.74
A0A090M723	164	20.3	21.75
A0A090M724	101	22.43	25.62
A0A090M725	123	21.44	22.33
A0A090M726	391	21.12	22.43
A0A090M727	272	19.8	20.34
A0A090M729	985	22.66	24.48
A0A090M730	229	21.3	23.17
A0A090M731	891	21.77	23.71
A0A090M732	847	22.47	23.95
A0A090M734	409	22.05	23.68
A0A090M735	1022	24.71	27.26
A0A090M736	184	23.45	24.83
A0A090M737	124	20.88	21.61
A0A090M738	435	22.53	25.04
A0A090M740	422	22.65	24.59
A0A090M741	258	21.56	23.49
A0A090M742	584	24.88	27.27
A0A090M743	302	21.66	24.06
A0A090M745	224	24.24	25.45
A0A090M746	661	20.99	23.07
A0A090M747	402	20.93	22.37
A0A090M748	106	24.65	27.04
A0A090M750	934	22.43	24.55
A0A090M751	641	21.93	24.23
A0A090M752	414	22.49	23.94
A0A090M753	151	23.72	26.54
A0A090M754	107	22.24	23.73
A0A090M756	150	20.98	22.74
A0A090M757	609	23.7	26.19
A0A090M758	395	22.73	24.42
A0A090M759	64	23.79	26.67
A0A090M760	592	22.66	25.47
A0A090M762	160	21.55	23.85
A0A090M763	891	23.84	26.08
A0A090M764	114	22.24	23.8
A0A090M765	223	22.1	24.05
A0A090M767	339	21.35	23.4
A0A090M768	208	19.44	21.31
A0A090M769	711	21.92	23.49
A0A090M770	424	20.6	22.83
A0A090M772	11265	22.97	25.19
A0A090M773	770	22.09	23.46
A0A090M774	621	25.08	26.93
A0A090M775	121	26.09	29.76
A0A090M777	514	22.16	24.34
A0A090M778	840	23.52	25.49
A0A090M779	1049	22.55	24.26
A0A090M780	523	22.81	25.6
A0A090M782	506	20.99	23.67
A0A090M783	751	21.95	23.57
A0A090M784	656	21.99	24.38
A0A090M785	229	23.32	25.93
A0A090M787	218	22.37	24.96
A0A090M788	176	23.35	25.37
A0A090M789	473	24.04	27.41
A0A090M790	333	23.59	25.74
A0A090M792	593	23.2	24.77
A0A090M793	452	22.09	23.48
A0A090M794	877	22.77	24.6
A0A090M795	526	22.32	24.63
A0A090M796	514	22.4	23.71
A0A090M798	1493	22.33	24.12
A0A090M799	508	20.57	22.45
A0A090M7A0	170	23.05	25.47
A0A090M7A1	246	23.56	25.88
A0A090M7A2	274	22.58	24.93
A0A090M7A4	327	21.21	23.68
A0A090M7A5	184	24.43	26.23
A0A090M7A6	562	19.28	20.91
A0A090M7A8	341	24.54	26.76
A0A090M7A9	1228	19.95	21.29
A0A090M7B0	204	22.31	25.26
A0A090M7B1	144	22.66	24.47
A0A090M7B3	318	23.06	25.19
A0A090M7B4	408	22.26	23.9
A0A090M7B5	92	21.24	23.85
A0A090M7B6	892	24.48	26.15
A0A090M7B8	130	21.64	23.55
A0A090M7B9	638	25.34	28.01
A0A090M7C0	133	21.6	22.62
A0A090M7C1	566	22.22	24.21
A0A090M7C2	86	24.2	25.89
A0A090M7C4	194	24.3	26.48
A0A090M7C5	267	21.06	23.12
A0A090M7C7	66	21.37	21.74
A0A090M7C8	561	22.19	24.32
A0A090M7C9	466	23.08	25.33
A0A090M7D0	414	23.15	25.38
A0A090M7D2	130	24.43	27.19
A0A090M7D3	226	18.78	20.67
A0A090M7D4	399	24.03	26.27
A0A090M7D5	356	20.68	23.16
A0A090M7D7	580	23.69	26.44
A0A090M7D8	472	25.49	28.35
A0A090M7D9	220	21.89	24.65
A0A090M7E0	2459	23.54	26.2
A0A090M7E2	307	21.51	23.91
A0A090M7E3	225	22.84	25.31
A0A090M7E4	98	19.92	21.42
A0A090M7E5	224	23.24	25.04
A0A090M7E6	372	23.42	25.24
A0A090M7E8	496	21.31	23.34
A0A090M7E9	213	21.89	24.22
A0A090M7F0	358	22.48	24.77
A0A090M7F1	89	21.55	22.39
A0A090M7F3	298	22.6	23.96
A0A090M7F4	259	23.51	25.88
A0A090M7F5	330	22.34	24.22
A0A090M7F6	240	23.03	25.25
A0A090M7F8	311	22.17	23.85
A0A090M7F9	202	21.42	23.96
A0A090M7G0	327	21.7	23.41
A0A090M7G1	249	20.6	22.78
A0A090M7G2	393	22.08	24.18
A0A090M7G4	307	21.82	23.56
A0A090M7G5	552	23.15	24.9
A0A090M7G6	670	22.49	24.51
A0A090M7G7	101	21.08	23.71
A0A090M7G8	238	22.59	25.46
A0A090M7G9	549	23.49	26.19
A0A090M7H1	582	22.14	23.19
A0A090M7H2	407	23.66	25.63
A0A090M7H3	430	24.46	26.91
A0A090M7H4	532	20.23	21.56
A0A090M7H5	271	25.12	27.27
A0A090M7H6	516	22.77	25.73
A0A090M7H7	390	20.66	21.85
A0A090M7H9	999	20.63	22.58
A0A090M7I0	154	21.38	24.81
A0A090M7I1	1203	24.42	26.9
A0A090M7I2	103	20.93	20.39
A0A090M7I4	361	20.7	22.4
A0A090M7I5	47	25.56	27.54
A0A090M7I7	508	23.66	25.94
A0A090M7I8	202	21.14	23.12
A0A090M7I9	454	22.14	24.7
A0A090M7J1	172	20.54	22.1
A0A090M7J2	858	22.51	24.6
A0A090M7J3	424	20.27	22.22
A0A090M7J4	598	21.09	22.78
A0A090M7J6	493	24.01	25.48
A0A090M7J7	305	23.78	25.61
A0A090M7J8	328	24.4	26.84
A0A090M7J9	607	21.92	23.74
A0A090M7K0	602	22.06	24.03
A0A090M7K2	161	24.68	26.75
A0A090M7K3	1038	21.31	23.24
A0A090M7K4	274	20.79	23.18
A0A090M7K5	176	22.78	24.7
A0A090M7K7	520	22.19	24.47
A0A090M7K8	413	21.98	23.79
A0A090M7K9	632	22.12	23.73
A0A090M7L0	1077	21.8	23.91
A0A090M7L2	705	21.36	22.41
A0A090M7L3	195	23.31	25.69
A0A090M7L4	151	21.08	22.43
A0A090M7L7	266	22.7	24.83
A0A090M7L8	163	21.04	23.34
A0A090M7L9	594	21.13	23.22
A0A090M7M1	844	22.15	22.82
A0A090M7M2	650	24.11	26.47
A0A090M7M3	71	23.52	26.18
A0A090M7M4	254	22.14	24.84
A0A090M7M5	552	23.82	26.95
A0A090M7M6	458	22.26	23.59
A0A090M7M7	182	20.68	22.44
A0A090M7M8	185	23.46	26.15
A0A090M7N0	460	22.77	25.23
A0A090M7N1	136	21.07	22.58
A0A090M7N2	301	21.16	22.01
A0A090M7N3	338	20.48	21.21
A0A090M7N4	459	24.19	26.18
A0A090M7N6	1744	21.84	23.5
A0A090M7N7	2627	21.35	23.67
A0A090M7N8	543	23.43	26.38
A0A090M7N9	709	21.9	23.69
A0A090M7P0	168	20.89	23.21
A0A090M7P2	593	20.91	23.54
A0A090M7P3	347	28.01	30.49
A0A090M7P4	475	23.01	24.77
A0A090M7P5	362	21.77	23.54
A0A090M7P6	781	21.08	22.83
A0A090M7P7	608	22.62	24.91
A0A090M7P9	307	22.15	24.27
A0A090M7Q0	153	25.36	27.39
A0A090M7Q2	384	23.17	25.45
A0A090M7Q4	513	21.83	23.22
A0A090M7Q5	455	24.12	27.68
A0A090M7Q6	173	23.34	26.01
A0A090M7Q7	391	21.39	22.61
A0A090M7Q8	174	20.28	21.38
A0A090M7Q9	584	22.07	23.77
A0A090M7R1	433	21.81	22.63
A0A090M7R2	662	23.68	25.78
A0A090M7R3	523	20.25	21.26
A0A090M7R4	405	24.29	27
A0A090M7R5	158	21.14	21.73
A0A090M7R6	910	22.16	23.87
A0A090M7R8	218	20.41	21.64
A0A090M7R9	322	20.95	22.77
A0A090M7S0	934	22.88	25.1
A0A090M7S1	307	22.92	24.63
A0A090M7S2	469	20.63	22.55
A0A090M7S4	134	23.52	25.92
A0A090M7S5	1175	23.22	25.54
A0A090M7S6	1579	22.7	24.41
A0A090M7S7	357	21.16	23.14
A0A090M7S8	563	21.55	23.3
A0A090M7T0	376	20.04	21.16
A0A090M7T1	455	21.68	23.83
A0A090M7T2	1222	22.32	24.61
A0A090M7T3	812	21.57	23.64
A0A090M7T5	513	22.19	24.23
A0A090M7T6	218	22.5	23.32
A0A090M7T7	537	22.16	24.86
A0A090M7T8	262	21.76	23.35
A0A090M7U0	242	21.34	22.94
A0A090M7U1	588	22.82	25
A0A090M7U2	512	21.97	23.85
A0A090M7U3	546	23.29	25.31
A0A090M7U5	295	20.84	22.34
A0A090M7U6	1089	22.6	24.78
A0A090M7U7	344	22.38	23.77
A0A090M7U8	147	20.01	22.07
A0A090M7U9	128	21.66	22.63
A0A090M7V0	508	23.9	26.93
A0A090M7V1	394	22.67	23.9
A0A090M7V3	374	23.11	25.22
A0A090M7V4	618	23.05	25.36
A0A090M7V5	642	21.98	23.52
A0A090M7V6	493	21.55	22.65
A0A090M7V8	244	23.74	26.01
A0A090M7V9	211	21.04	22.49
A0A090M7W0	173	20.54	22.58
A0A090M7W1	130	21.11	23.02
A0A090M7W2	98	24.6	25.52
A0A090M7W3	382	22.44	24.44
A0A090M7W4	314	22.2	24.49
A0A090M7W5	463	23.68	25.29
A0A090M7W6	195	22.88	24
A0A090M7W7	495	21.39	23.45
A0A090M7W8	466	21.14	22.87
A0A090M7W9	830	22.73	25.27
A0A090M7X0	475	20.96	22.89
A0A090M7X1	564	21.77	23.08
A0A090M7X2	702	21.87	23.89
A0A090M7X3	1799	22.33	24.24
A0A090M7X5	480	22.26	23.78
A0A090M7X6	308	22.05	23.8
A0A090M7X7	416	22.35	24.01
A0A090M7X8	665	22.8	24.73
A0A090M7X9	705	20.35	22.38
A0A090M7Y0	491	23.01	24.71
A0A090M7Y1	854	22.17	24.15
A0A090M7Y2	596	22.31	24.1
A0A090M7Y3	1259	22.08	23.83
A0A090M7Y5	179	19.47	21.99
A0A090M7Y6	175	20.91	21.83
A0A090M7Y7	314	21.91	24.48
A0A090M7Y8	248	22.62	24.79
A0A090M7Z0	299	22.81	24.9
A0A090M7Z1	121	23.21	25.12
A0A090M7Z2	503	24.42	25.52
A0A090M7Z3	182	22.09	23.81
A0A090M7Z5	225	23.46	25.86
A0A090M7Z6	73	20.61	21.05
A0A090M7Z8	312	22.44	24.49
A0A090M7Z9	443	21.86	23.1
A0A090M800	437	21.57	23.44
A0A090M802	170	21.76	23.91
A0A090M803	352	22.6	24.09
A0A090M804	134	23.17	24.54
A0A090M806	767	23.81	26.16
A0A090M807	467	21.81	23.66
A0A090M808	204	25.89	27.26
A0A090M809	1169	21.83	23.59
A0A090M811	497	23.07	25.06
A0A090M812	1218	22.68	24.52
A0A090M814	414	23.8	25.77
A0A090M815	506	21.89	23.63
A0A090M817	636	24.15	26.13
A0A090M818	1513	22.53	24.87
A0A090M820	7282	22.13	24.26
A0A090M821	518	21.99	23.32
A0A090M822	456	21.63	23.39
A0A090M825	364	24.2	26.31
A0A090M826	470	20.57	21.96
A0A090M827	315	23.61	25.63
A0A090M829	200	23.01	25.36
A0A090M830	338	22.04	24.05
A0A090M832	294	22.24	24.31
A0A090M834	678	23.45	25.14
A0A090M835	557	22.53	24.58
A0A090M837	538	22.26	24.69
A0A090M838	198	18.64	19.28
A0A090M839	656	21.47	23.43
A0A090M841	137	21.15	24.08
A0A090M843	255	21.64	23.36
A0A090M846	965	21.9	23.92
A0A090M848	814	21.52	23.24
A0A090M850	123	22.05	23.48
A0A090M851	304	21.17	23.18
A0A090M853	273	20.92	22.17
A0A090M854	262	20.55	21.78
A0A090M855	575	22.69	25.03
A0A090M856	325	23.15	25.16
A0A090M857	1035	21.32	23.35
A0A090M858	204	23.44	25.08
A0A090M860	114	21.3	23.93
A0A090M861	1100	22.52	24.32
A0A090M863	582	22.74	24.47
A0A090M864	473	22.11	24.5
A0A090M865	492	21.87	23.38
A0A090M867	224	20.13	21.76
A0A090M868	327	21.28	23.09
A0A090M869	503	21.75	24.09
A0A090M871	560	22.87	24.75
A0A090M872	267	20.37	21.67
A0A090M873	826	21.58	23.38
A0A090M874	49	23.69	24.49
A0A090M876	619	22.93	25.72
A0A090M877	329	25.07	27.73
A0A090M878	394	21.59	23.15
A0A090M879	471	22.84	24.71
A0A090M880	257	21.37	23.49
A0A090M882	116	20.64	22.14
A0A090M883	231	22.24	24.07
A0A090M884	377	22.72	24.91
A0A090M886	163	25.16	28.23
A0A090M887	348	22.44	23.26
A0A090M888	751	23.5	25.21
A0A090M889	313	22.02	23.88
A0A090M890	299	24.41	27
A0A090M892	298	22.39	23.61
A0A090M893	332	23.36	24.97
A0A090M894	1303	22.03	23.75
A0A090M895	332	22.02	24.03
A0A090M897	729	21.7	22.79
A0A090M898	1123	22.75	24.84
A0A090M899	395	19.45	20.82
A0A090M8A1	172	22.73	24.85
A0A090M8A2	485	23.81	25.59
A0A090M8A3	378	21.79	23.89
A0A090M8A4	295	23.59	25.97
A0A090M8A6	159	24.19	25.57
A0A090M8A7	186	21.41	23.8
A0A090M8A8	550	21.43	23.5
A0A090M8A9	448	22.9	24.52
A0A090M8B0	205	22.18	24.03
A0A090M8B2	137	22.87	24.38
A0A090M8B3	841	22.24	24.06
A0A090M8B4	284	20.06	21.79
A0A090M8B6	62	22.95	24.6
A0A090M8B7	184	20.75	23.65
A0A090M8B8	81	24.13	24.67
A0A090M8B9	678	21.07	22.52
A0A090M8C0	511	22.16	23.71
A0A090M8C2	472	22.89	25.88
A0A090M8C3	3840	23.5	25.72
A0A090M8C4	946	20.99	22.74
A0A090M8C6	1260	21.96	23.73
A0A090M8C7	461	23.54	25.33
A0A090M8C8	595	22.25	24.1
A0A090M8D0	519	23.48	25.78
A0A090M8D2	179	21.01	23.05
A0A090M8D3	56	26.18	27.53
A0A090M8D4	392	20.84	22.04
A0A090M8D6	65	21.82	23.23
A0A090M8D7	466	21.54	23.04
A0A090M8D8	134	19.65	21
A0A090M8E0	245	18.96	20.36
A0A090M8E1	804	25.33	28.47
A0A090M8E2	750	23.38	25.33
A0A090M8E4	340	22.34	24.02
A0A090M8E5	618	23.22	25.62
A0A090M8E6	432	21.54	22.76
A0A090M8E8	786	22.01	23.72
A0A090M8E9	525	23.4	25.32
A0A090M8F0	1093	22.42	24.3
A0A090M8F2	175	20.44	22.02
A0A090M8F3	674	22.8	24.54
A0A090M8F4	810	21.54	23.11
A0A090M8F5	2209	21.42	23.4
A0A090M8F7	719	22.76	25.42
A0A090M8F8	169	20.37	21.73
A0A090M8F9	128	23.04	25.46
A0A090M8G0	479	20.83	22.44
A0A090M8G1	1117	21.87	23.73
A0A090M8G3	405	21.34	24.13
A0A090M8G4	349	21.26	23.05
A0A090M8G5	492	22.98	24.7
A0A090M8G6	522	21.99	23.8
A0A090M8G8	206	19.92	20.56
A0A090M8G9	620	23.78	26.37
A0A090M8H0	300	21.32	23.71
A0A090M8H1	1055	21.27	23.2
A0A090M8H2	524	21.7	23.65
A0A090M8H3	432	21.71	24.04
A0A090M8H5	680	22.16	23.96
A0A090M8H6	429	24.28	26.18
A0A090M8H8	924	21.7	23.98
A0A090M8H9	300	21.93	24.13
A0A090M8I1	495	21.96	23.25
A0A090M8I2	1493	21.29	23.27
A0A090M8I3	463	22.78	24.75
A0A090M8I4	218	20.59	22.62
A0A090M8I6	454	23.68	25.92
A0A090M8I7	334	23.18	26.58
A0A090M8I8	2094	21.76	23.68
A0A090M8I9	396	21.24	23.39
A0A090M8J0	489	22.07	23.95
A0A090M8J2	203	20.02	21.32
A0A090M8J3	706	21.54	23.64
A0A090M8J4	246	22.27	23.76
A0A090M8J5	269	21.95	23.6
A0A090M8J7	138	21.77	23.98
A0A090M8J8	398	22.67	25.55
A0A090M8J9	1999	21.96	24.19
A0A090M8K0	355	23.65	26.12
A0A090M8K1	243	23.61	25.44
A0A090M8K2	707	23.14	25.39
A0A090M8K3	215	21.89	24.22
A0A090M8K5	93	22.58	24.33
A0A090M8K6	587	24.02	26.45
A0A090M8K7	216	23.87	26.31
A0A090M8K8	470	20.68	22.35
A0A090M8L0	368	21.3	22.99
A0A090M8L1	662	22.34	24.55
A0A090M8L2	463	20.85	22.32
A0A090M8L3	1202	22.38	23.47
A0A090M8L4	376	23.56	26.36
A0A090M8L6	550	21.52	22.73
A0A090M8L7	620	22.4	24.58
A0A090M8L8	334	21.75	24
A0A090M8L9	273	21.57	23.66
A0A090M8M1	1111	21.66	23.18
A0A090M8M2	90	21.02	23.1
A0A090M8M3	740	22.55	25.06
A0A090M8M4	346	25.3	27.69
A0A090M8M5	545	26.09	28.75
A0A090M8M7	694	22.34	23.47
A0A090M8M8	254	21.73	22.77
A0A090M8M9	723	22.72	24.42
A0A090M8N0	175	20.62	23.09
A0A090M8N1	304	25.7	28.93
A0A090M8N2	196	21.66	23.2
A0A090M8N4	543	22.57	24.75
A0A090M8N5	461	23.39	26.13
A0A090M8N6	176	22.94	24.68
A0A090M8N8	927	22.23	24.12
A0A090M8N9	253	22.9	24.54
A0A090M8P1	935	21.15	22.43
A0A090M8P2	263	22.05	23.63
A0A090M8P3	638	20.53	22.22
A0A090M8P4	274	23.17	25.58
A0A090M8P5	523	23.98	26.15
A0A090M8P7	277	22.27	25.45
A0A090M8P8	1431	20.87	22.19
A0A090M8P9	310	21.19	22.38
A0A090M8Q0	300	26.6	29.68
A0A090M8Q1	331	22.65	23.59
A0A090M8Q3	418	22.02	21.98
A0A090M8Q4	313	22.67	24.38
A0A090M8Q5	174	19.43	20.84
A0A090M8Q6	1108	21.51	23.47
A0A090M8Q7	341	23.28	25.19
A0A090M8Q8	530	21.66	23.95
A0A090M8R0	223	21.73	22.94
A0A090M8R1	312	21.85	24
A0A090M8R2	343	20.71	21.23
A0A090M8R3	309	24.11	26.26
A0A090M8R4	425	22.09	24.26
A0A090M8R6	193	22.08	23.89
A0A090M8R7	168	21.4	23.1
A0A090M8R8	133	20.67	22.52
A0A090M8R9	436	22.12	23.89
A0A090M8S0	883	21.27	22.69
A0A090M8S2	185	23.38	25.76
A0A090M8S3	278	23.08	24.8
A0A090M8S4	655	21.58	22.89
A0A090M8S5	1217	22.42	24.06
A0A090M8S6	267	23.58	25.9
A0A090M8S8	384	21.95	23.46
A0A090M8S9	104	22.3	24.8
A0A090M8T0	505	23.12	24.81
A0A090M8T1	2481	22.44	24.35
A0A090M8T2	215	20.18	20.63
A0A090M8T4	276	22.12	23.11
A0A090M8T5	393	20.24	21.07
A0A090M8T6	303	22.99	25.3
A0A090M8T7	528	21.88	23.33
A0A090M8T8	566	23.77	26.89
A0A090M8U0	380	22.92	24.91
A0A090M8U1	567	21.82	23.13
A0A090M8U2	308	18.75	20.42
A0A090M8U3	215	23.24	25.34
A0A090M8U4	172	20.38	21.18
A0A090M8U5	216	21.35	22.82
A0A090M8U7	112	22.08	23.52
A0A090M8U8	131	24.24	27.48
A0A090M8U9	470	23.52	26.21
A0A090M8V0	113	21.41	22.64
A0A090M8V1	255	21.41	23.42
A0A090M8V3	639	21.49	23.31
A0A090M8V4	186	23.48	26.13
A0A090M8V5	505	24.34	26.47
A0A090M8V6	194	23.02	25.33
A0A090M8V7	632	21.74	23
A0A090M8V8	271	21.57	23.63
A0A090M8W0	746	24.24	26.65
A0A090M8W1	420	21.13	22.78
A0A090M8W2	127	23.49	25.98
A0A090M8W3	429	21.88	23.87
A0A090M8W4	216	21.25	23.2
A0A090M8W6	410	21.9	23.8
A0A090M8W7	608	24.45	26.47
A0A090M8W8	243	22.28	23.87
A0A090M8W9	319	20.25	21.64
A0A090M8X0	702	23.29	25.44
A0A090M8X2	523	22.74	24.54
A0A090M8X3	55	23.1	24.63
A0A090M8X4	459	20.87	22.97
A0A090M8X5	148	20.01	21.88
A0A090M8X6	234	23.77	25.68
A0A090M8X8	457	23.4	25.41
A0A090M8X9	382	19.77	21.35
A0A090M8Y0	526	22.42	24.58
A0A090M8Y1	467	22.36	24.02
A0A090M8Y2	197	23.2	24.56
A0A090M8Y3	287	22.14	24.51
A0A090M8Y4	677	21.25	22.98
A0A090M8Y6	245	23.82	26.64
A0A090M8Y7	347	23.83	25.66
A0A090M8Y8	347	20.44	22.2
A0A090M8Y9	738	22.13	24.3
